date,open,high,low,close,volume
2021-03-30,1553.3499755859375,1559.699951171875,1527.6500244140625,1547.3499755859375,324000
2021-03-31,1550.8499755859375,1556.0999755859375,1537.5999755859375,1545.3499755859375,304800
2021-04-01,1553.949951171875,1586.5,1541.4000244140625,1580.4000244140625,485700
2021-04-05,1559.75,1559.800048828125,1498.75,1532.4000244140625,344700
2021-04-06,1532.0,1536.699951171875,1510.6500244140625,1527.1500244140625,266000
2021-04-07,1529.9000244140625,1552.699951171875,1521.6500244140625,1538.949951171875,307000
2021-04-08,1542.9000244140625,1562.300048828125,1538.25,1544.3499755859375,222500
2021-04-09,1541.199951171875,1564.199951171875,1536.5999755859375,1556.949951171875,242300
2021-04-12,1519.300048828125,1521.949951171875,1411.050048828125,1430.8499755859375,494100
2021-04-13,1437.5,1465.800048828125,1429.75,1457.050048828125,221400
2021-04-15,1452.550048828125,1466.3499755859375,1430.25,1447.4000244140625,200800
2021-04-16,1446.699951171875,1482.1500244140625,1445.800048828125,1474.4000244140625,218400
2021-04-19,1426.6500244140625,1441.449951171875,1409.050048828125,1435.5,226800
2021-04-20,1452.449951171875,1493.199951171875,1450.6500244140625,1479.300048828125,341800
2021-04-22,1475.0999755859375,1509.75,1469.9000244140625,1506.550048828125,876400
2021-04-23,1503.800048828125,1530.050048828125,1497.6500244140625,1513.6500244140625,782700
2021-04-26,1530.300048828125,1535.0999755859375,1507.949951171875,1516.050048828125,459300
2021-04-27,1518.050048828125,1550.0999755859375,1514.1500244140625,1541.800048828125,769000
2021-04-28,1549.050048828125,1561.800048828125,1546.0999755859375,1557.949951171875,919700
2021-04-29,1567.9000244140625,1572.8499755859375,1539.4000244140625,1553.550048828125,413000
2021-04-30,1540.6500244140625,1571.5999755859375,1536.3499755859375,1547.949951171875,451500
2021-05-03,1538.800048828125,1545.1500244140625,1511.300048828125,1527.0999755859375,473500
2021-05-04,1542.0999755859375,1561.6500244140625,1516.800048828125,1525.6500244140625,1324600
2021-05-06,1539.75,1556.050048828125,1519.25,1552.949951171875,561200
2021-05-07,1564.0999755859375,1592.449951171875,1558.4000244140625,1567.0,815200
2021-05-10,1577.550048828125,1611.050048828125,1574.9000244140625,1606.550048828125,870900
2021-05-12,1622.550048828125,1662.3499755859375,1615.800048828125,1629.800048828125,761000
2021-05-14,1637.4000244140625,1646.800048828125,1581.25,1604.3499755859375,508000
2021-05-17,1615.4000244140625,1621.8499755859375,1584.0999755859375,1595.8499755859375,391600
2021-05-18,1616.0,1642.6500244140625,1613.050048828125,1622.6500244140625,446300
2021-05-19,1626.0,1660.949951171875,1619.5999755859375,1655.199951171875,662100
2021-05-21,1671.9000244140625,1693.449951171875,1663.9000244140625,1667.5999755859375,1119000
2021-05-24,1686.8499755859375,1700.25,1675.300048828125,1687.550048828125,901700
2021-05-26,1771.550048828125,1784.449951171875,1758.199951171875,1773.5,1624600
2021-05-27,1775.449951171875,1805.75,1759.949951171875,1791.050048828125,1824900
2021-05-28,1809.550048828125,1825.050048828125,1781.0,1785.75,1325500
2021-06-01,1771.9000244140625,1794.5,1741.8499755859375,1767.0,890700
2021-06-02,1766.75,1779.0,1757.949951171875,1770.550048828125,623400
2021-06-03,1778.699951171875,1805.4000244140625,1778.199951171875,1799.6500244140625,573100
2021-06-04,1801.6500244140625,1822.0,1791.5999755859375,1817.949951171875,695400
2021-06-07,1834.050048828125,1851.800048828125,1822.9000244140625,1839.0999755859375,729200
2021-06-08,1855.550048828125,1861.25,1815.4000244140625,1854.75,690800
2021-06-09,1860.800048828125,1877.949951171875,1800.6500244140625,1815.800048828125,780800
2021-06-10,1830.0999755859375,1913.0,1826.1500244140625,1900.0999755859375,2045800
2021-06-11,1925.1500244140625,1927.25,1874.6500244140625,1881.800048828125,842100
2021-06-14,1874.0999755859375,1883.0,1813.75,1869.8499755859375,661700
2021-06-15,1878.699951171875,1923.050048828125,1875.699951171875,1907.300048828125,841600
2021-06-16,1911.0999755859375,1921.050048828125,1880.6500244140625,1886.5,507300
2021-06-17,1870.5,1901.550048828125,1856.25,1865.949951171875,570100
2021-06-18,1876.800048828125,1884.3499755859375,1772.550048828125,1853.949951171875,631600
2021-06-21,1823.4000244140625,1890.25,1816.050048828125,1863.4000244140625,739500
2021-06-22,1880.949951171875,1899.0,1857.8499755859375,1864.75,619300
2021-06-23,1880.8499755859375,1886.949951171875,1850.4000244140625,1855.5999755859375,405700
2021-06-24,1864.550048828125,1871.75,1829.300048828125,1834.5,391700
2021-06-25,1847.6500244140625,1855.800048828125,1833.9000244140625,1835.75,302500
2021-06-28,1842.199951171875,1842.199951171875,1820.3499755859375,1824.050048828125,278600
2021-06-29,1825.5999755859375,1839.0999755859375,1808.550048828125,1811.800048828125,355700
2021-06-30,1822.9000244140625,1824.6500244140625,1793.699951171875,1797.5,262200
2021-07-01,1799.5,1808.1500244140625,1791.6500244140625,1794.75,376100
2021-07-02,1806.3499755859375,1811.25,1799.3499755859375,1805.0999755859375,245100
