date,open,high,low,close,volume
2021-03-30,18392.0,18588.900390625,18309.69921875,18418.900390625,2602000
2021-03-31,18372.44921875,18449.44921875,18160.400390625,18185.099609375,1565200
2021-04-01,18295.25,18543.0,18246.80078125,18516.19921875,1248100
2021-04-05,18438.80078125,18476.5,17973.400390625,18232.19921875,1452500
2021-04-06,18335.69921875,18425.099609375,18139.44921875,18217.150390625,1386500
2021-04-07,18339.30078125,18537.349609375,18284.349609375,18333.349609375,1424600
2021-04-08,18368.849609375,18445.900390625,18226.099609375,18275.55078125,1279200
2021-04-09,18289.69921875,18305.099609375,18058.0,18077.150390625,1160100
2021-04-12,17796.94921875,17811.55078125,17215.25,17279.44921875,2423100
2021-04-13,17381.75,17713.55078125,17348.05078125,17672.80078125,1893700
2021-04-15,17650.099609375,17950.5,17544.44921875,17781.650390625,1385700
2021-04-16,17757.349609375,17982.75,17712.25,17841.05078125,1449900
2021-04-19,17456.0,17518.099609375,17302.30078125,17357.75,1333700
2021-04-20,17476.599609375,17570.5,17254.94921875,17342.0,1295100
2021-04-22,17271.599609375,17449.44921875,17159.30078125,17370.94921875,1129600
2021-04-23,17323.19921875,17594.099609375,17304.400390625,17537.69921875,1704400
2021-04-26,17662.69921875,17742.099609375,17609.5,17675.0,1071100
2021-04-27,17702.05078125,17919.150390625,17686.55078125,17879.19921875,1009900
2021-04-28,17990.349609375,18037.5,17914.94921875,17990.599609375,999600
2021-04-29,18176.80078125,18234.650390625,18003.19921875,18063.099609375,1139600
2021-04-30,17926.69921875,18387.349609375,17897.05078125,18031.099609375,2395100
2021-05-03,17854.900390625,18048.900390625,17789.55078125,17983.400390625,1367400
2021-05-04,18031.75,18150.599609375,17881.599609375,17947.849609375,1845600
2021-05-06,18169.75,18209.80078125,18031.75,18178.19921875,1468800
2021-05-07,18283.25,18366.0,18149.900390625,18295.599609375,1416500
2021-05-10,18428.25,18614.349609375,18379.30078125,18590.05078125,2136700
2021-05-12,18968.0,19088.19921875,18585.5,18717.400390625,2896800
2021-05-14,18858.099609375,18858.099609375,18489.94921875,18652.94921875,1748100
2021-05-17,18803.75,18870.400390625,18684.55078125,18847.05078125,1253900
2021-05-18,19106.69921875,19289.349609375,19052.44921875,19201.55078125,1838100
2021-05-19,19248.5,19353.150390625,19164.5,19308.099609375,1939700
2021-05-21,19283.150390625,19358.900390625,19258.150390625,19326.30078125,1788300
2021-05-24,19420.30078125,19608.400390625,19364.349609375,19583.55078125,2134600
2021-05-26,19637.69921875,19637.69921875,19300.05078125,19321.0,1354100
2021-05-27,19435.55078125,19453.099609375,19263.849609375,19295.349609375,2320300
2021-05-28,19446.44921875,19713.599609375,19401.849609375,19566.80078125,1515300
2021-06-01,19967.05078125,20134.05078125,19895.599609375,19976.80078125,1483500
2021-06-02,19959.69921875,20253.400390625,19959.0,20223.5,1309000
2021-06-03,20372.0,20517.19921875,20233.900390625,20328.400390625,1742200
2021-06-04,20402.30078125,20487.80078125,20285.75,20368.05078125,1768800
2021-06-07,20497.099609375,20769.25,20416.30078125,20743.94921875,2336100
2021-06-08,20840.30078125,20840.30078125,20576.55078125,20745.0,2216100
2021-06-09,20884.44921875,21061.099609375,20518.650390625,20669.19921875,5470900
2021-06-10,20866.400390625,20894.75,20662.25,20712.80078125,2451900
2021-06-11,20826.75,20972.900390625,20647.5,20797.19921875,1672600
2021-06-14,20755.349609375,20983.75,20407.150390625,20902.69921875,1776100
2021-06-15,21022.94921875,21066.099609375,20851.75,20900.099609375,1376900
2021-06-16,20848.400390625,20926.19921875,20689.0,20773.349609375,1989600
2021-06-17,20582.650390625,20772.099609375,20380.30078125,20564.5,1595400
2021-06-18,20569.75,20587.400390625,19939.05078125,20164.19921875,2952200
2021-06-21,19937.400390625,20469.900390625,19913.55078125,20439.5,1501800
2021-06-22,20582.099609375,20715.849609375,20450.650390625,20491.0,1242200
2021-06-23,20656.25,20656.25,20306.400390625,20353.55078125,973400
2021-06-24,20319.849609375,20353.30078125,20019.30078125,20078.94921875,1416900
2021-06-25,20108.900390625,20110.55078125,19891.19921875,19961.05078125,1223400
2021-06-28,20097.30078125,20101.30078125,19827.349609375,19858.5,971000
2021-06-29,19883.099609375,19980.69921875,19757.849609375,19849.150390625,1630700
2021-06-30,19905.5,19990.349609375,19774.0,19822.400390625,1145300
2021-07-01,19870.400390625,19894.150390625,19680.69921875,19708.55078125,889300
2021-07-02,19653.05078125,19740.650390625,19636.55078125,19684.099609375,970800
2021-07-06,19712.400390625,19889.900390625,19691.0,19726.05078125,1138200
2021-07-07,19692.099609375,19742.650390625,19521.400390625,19693.80078125,871500
2021-07-08,19718.099609375,19751.94921875,19516.75,19597.44921875,1038200
2021-07-09,19558.80078125,19579.599609375,19420.25,19501.19921875,714400
2021-07-12,19548.05078125,19619.099609375,19436.44921875,19467.30078125,746800
2021-07-13,19583.0,19658.30078125,19516.099609375,19570.599609375,963300
2021-07-14,19602.94921875,19681.19921875,19454.849609375,19524.75,733574000
2021-07-15,19545.0,19560.30078125,19397.55078125,19436.5,969400
2021-07-16,19484.69921875,19589.349609375,19424.25,19567.900390625,893700
2021-07-19,19506.900390625,19660.349609375,19428.75,19517.30078125,1445900
2021-07-20,19445.19921875,19467.55078125,19235.44921875,19309.94921875,1212800
2021-07-22,19447.599609375,19632.55078125,19279.900390625,19600.05078125,841000
2021-07-23,19673.94921875,19686.30078125,19465.30078125,19503.80078125,649600
2021-07-26,19491.5,19496.55078125,19273.44921875,19300.099609375,638700
2021-07-27,19320.0,19353.69921875,19070.900390625,19116.150390625,643900
2021-07-28,19159.75,19162.5,18803.30078125,19011.75,798600
2021-07-29,19101.30078125,19134.0,18928.19921875,18975.349609375,968200
2021-07-30,19029.75,19166.94921875,18902.849609375,18934.150390625,1417000
2021-08-02,19045.900390625,19252.44921875,18982.05078125,19229.150390625,1687500
2021-08-03,19360.05078125,19436.80078125,19232.05078125,19385.30078125,1353700
2021-08-04,19463.44921875,19577.0,19356.30078125,19405.19921875,1086000
2021-08-05,19417.75,19483.55078125,19228.849609375,19432.44921875,1199200
2021-08-06,19463.69921875,19636.44921875,19362.55078125,19411.80078125,1559000
2021-08-09,19458.55078125,19458.55078125,19187.44921875,19272.75,1242057700
2021-08-10,19319.25,19370.05078125,19000.599609375,19135.75,1025800
2021-08-11,19199.75,19440.349609375,19091.5,19400.75,1133400
2021-08-12,19415.650390625,19629.900390625,19384.75,19599.05078125,1387100
2021-08-13,19590.75,19692.099609375,19567.69921875,19677.05078125,980800
2021-08-16,19703.900390625,19888.19921875,19601.75,19786.05078125,1078300
