date,ticker,sector_index,z,direction,today_resid,today_ret,next_ret,persistent_T1,volume_z,volume_z_T1,sector_index_ret_T,sector_index_z,earnings_in_window,india_vix_z,regime,bulk_deal_T,bulk_deal_T1,bulk_deal_window,bulk_deal_side_T,bulk_deal_side_window,bulk_deal_count_window,insider_trade_T,insider_trade_window,insider_promoter_window,insider_director_window,insider_side_window,insider_count_window,insider_value_window_inr
2024-11-21,ADANIENT,,-11.7313752038,DOWN,-22.056254324,-22.6067769254,2.0310078595,False,31.67192513871031,7.08605316521738,,,False,,CAUTION,,,,,,,False,False,False,False,,0,
2024-12-30,ADANIENT,,8.0037809851,UP,8.2842006155,7.5686298279,-2.4572399617,False,1.0777001152697707,-0.042025233175395214,,,False,,RISK-OFF,,,,,,,False,False,False,False,,0,
2025-07-31,ADANIENT,,-4.2213168578,DOWN,-2.883566789,-4.0348989345,-3.2830069705,False,0.8890182317303814,0.16634374296854604,,,True,-1.0255898896296183,RISK-OFF,,,,,,,False,False,False,False,,0,
2025-08-11,ADANIENT,,4.0521658809,UP,4.7819119711,4.8344795908,0.2102149879,False,2.319753837723458,0.3122682826366452,,,False,-0.5946769583210608,NEUTRAL,,,,,,,False,False,False,False,,0,
2025-09-19,ADANIENT,,6.0433612608,UP,4.7219523542,5.0791007494,4.1798732171,False,11.183084060492053,5.429936074800406,,,False,-2.163749833257141,NEUTRAL,,,,,,,False,False,False,False,,0,
2025-11-06,ADANIENT,,-4.1642571585,DOWN,-3.8700705302,-4.3598643636,2.3808431212,False,0.5562954349325328,0.7286122338018983,,,True,1.5304266190974711,CAUTION,,,,,,,False,False,False,False,,0,
2026-01-23,ADANIENT,,-7.9802546758,DOWN,-10.0211546256,-10.6499214711,5.1121151874,False,5.738524343968611,,,,False,2.419559352050441,NEUTRAL,,,,,,,False,False,False,False,,0,
2021-12-30,ADANIGREEN,NIFTYENERGY,-4.3015764975,DOWN,-6.4000387313,-5.8593310707,1.4644712602,False,-0.0798166495084593,-0.9137385665916232,-0.011428675452975101,-0.8482191709415364,False,,EUPHORIA,,,,,,,False,False,False,False,,0,
2022-01-11,ADANIGREEN,NIFTYENERGY,4.4726748377,UP,9.0937296564,8.9686513704,5.0766988829,False,0.5431479431573563,1.454840061547848,0.012270027081583201,0.9800774211271572,False,,EUPHORIA,,,,,,,False,False,False,False,,0,
2022-04-11,ADANIGREEN,NIFTYENERGY,4.2403314816,UP,12.0054251318,14.7856144991,4.7745907233,True,6.275916925487979,8.850313970351722,0.0262624461346046,1.618670928964042,False,,RISK-OFF,,,,,,,False,False,False,False,,0,
2022-07-11,ADANIGREEN,NIFTYENERGY,4.6816385448,UP,12.9502845255,14.9063038863,3.9594943474,False,2.906965388901993,2.798865890570226,0.027019018214106794,1.8734325770250537,False,,RISK-OFF,,,,,,,False,False,False,False,,0,
2022-09-30,ADANIGREEN,NIFTYENERGY,7.4423014803,UP,12.0688842414,12.8115562857,-8.2603501401,False,1.2917067502746244,0.22107375933608486,0.020378629087074662,1.692122361431083,False,,EUPHORIA,,,,,,,False,False,False,False,,0,
2023-01-16,ADANIGREEN,NIFTYENERGY,4.9273754923,UP,9.2733587543,9.0909102495,3.6534525664,False,5.978009769563532,5.239167541307053,0.006354733172497129,0.5992495261234302,False,,,,,,,,,False,False,False,False,,0,
2023-01-27,ADANIGREEN,NIFTYENERGY,-6.1309795208,DOWN,-18.1259769897,-19.9994638316,-20.0,False,4.921116427609989,9.508373431691926,-0.05030791476709284,-4.87325929332853,False,,RISK-OFF,,,,,,,False,False,False,False,,0,
2023-07-25,ADANIGREEN,NIFTYENERGY,6.4419737396,UP,7.3785608942,9.9984857679,4.8113573123,False,0.11819465295190061,0.496952550597869,0.012770908018530758,1.5272370310918515,False,,NEUTRAL,,,,,,,False,False,False,False,,0,
2023-10-26,ADANIGREEN,NIFTYENERGY,-4.2385206378,DOWN,-5.030090514,-3.1957997169,2.6823084767,False,-0.5819232438264922,-0.6708896737691872,-0.010767799153009072,-1.2503152564509938,False,,RISK-ON,,,,,,,False,False,False,False,,0,
2023-11-28,ADANIGREEN,NIFTYENERGY,4.7701480582,UP,7.7057563321,12.2507752877,-1.054340534,False,3.7973277364409017,1.5849262629318075,0.024307759224405867,2.5714681474734467,False,,EUPHORIA,,,,,,,False,False,False,False,,0,
2023-12-05,ADANIGREEN,NIFTYENERGY,5.691857841,UP,15.3366542762,20.0,15.9399296383,True,5.1526248348274954,5.0549327408606155,0.032356881377656244,3.2655883988766483,False,,NEUTRAL,,,,,,,False,False,False,False,,0,
2024-03-14,ADANIGREEN,NIFTYENERGY,5.0472089428,UP,6.1130080749,9.8724665987,0.3851594244,False,0.049619796005737925,-0.022344278939805586,0.019245789497736254,1.067653107030851,False,,RISK-OFF,,,,,,,False,False,False,False,,0,
2024-06-05,ADANIGREEN,NIFTYENERGY,4.7241945013,UP,8.4928653388,11.1087469979,1.98758652,False,2.0076079891560203,0.1708825063916726,0.02892427871512715,1.317676731843174,False,,RISK-OFF,,,,,,,False,False,False,False,,0,
2024-07-25,ADANIGREEN,NIFTYENERGY,5.6766530753,UP,6.276026281,6.0897435897,-0.9228260823,False,0.7413740275171954,0.6310942115248409,0.012689888655136095,0.5310527519370878,True,,RISK-ON,,,,,,,False,False,False,False,,0,
2024-11-21,ADANIGREEN,NIFTYENERGY,-8.4963389201,DOWN,-15.1413854604,-18.8999794173,-8.1958546169,False,6.644219486430412,12.504117267350527,-0.021727916818597537,-1.757009317256216,False,,CAUTION,,,,,,,False,False,False,False,,0,
2024-11-29,ADANIGREEN,NIFTYENERGY,4.0973721535,UP,20.8249666813,21.7715308934,0.305908806,False,4.330492458365678,2.9885642888108834,0.013595480989893494,1.396516524325183,False,,RISK-OFF,,,,,,,False,False,False,False,,0,
2025-01-14,ADANIGREEN,NIFTYENERGY,4.2584266744,UP,6.4002623268,13.1609975371,2.8008217635,False,2.1202455683996524,1.3831223895084481,0.02895648794676564,2.6770816536160282,False,,NEUTRAL,,,,,,,False,False,False,False,,0,
2025-09-19,ADANIGREEN,NIFTYENERGY,4.1169053297,UP,2.8976409823,5.2916462832,11.7832617634,False,15.25498499953749,15.363209143722889,0.00856745012607485,1.3048165112656214,False,-2.163749833257141,NEUTRAL,,,,,,,False,False,False,False,,0,
2025-09-22,ADANIGREEN,NIFTYENERGY,9.2187856512,UP,8.9431406636,11.7832617634,-1.7966473813,True,15.363209143722889,2.264696140478751,0.006907071120342945,1.0271307839420087,False,-1.2914490760602362,NEUTRAL,,,,,,,False,False,False,False,,0,
2025-10-29,ADANIGREEN,NIFTYENERGY,7.8337415057,UP,8.485593141,10.7946586398,2.4716879924,False,6.223076878359198,1.2034943538095864,0.01934482892343814,3.0412599705052163,True,1.0905872823465992,RISK-ON,,,,,,,False,False,False,False,,0,
2026-01-23,ADANIGREEN,NIFTYENERGY,-13.2609252302,DOWN,-10.6188365053,-14.5416346097,3.4032075839,False,4.281443273279075,,-0.019222426252703984,-2.025686365533487,True,2.419559352050441,NEUTRAL,,,,,,,False,False,False,False,,0,
2021-10-14,ADANIPORTS,,4.0714567733,UP,7.5397756172,7.0882721632,-0.2768268374,False,2.9733077950370745,,,,False,,CAUTION,,,,,,,False,False,False,False,,0,
2022-08-01,ADANIPORTS,,4.5538479546,UP,5.9088600688,4.9168439986,0.1310457557,False,1.006424242814866,0.07515348727530707,,,False,,CAUTION,,,,,,,False,False,False,False,,0,
2023-01-25,ADANIPORTS,,-5.1129641411,DOWN,-4.1205816842,-6.3124064606,-16.2939121555,False,3.7642143870101803,,,,False,,EUPHORIA,,,,,,,False,False,False,False,,0,
2023-01-27,ADANIPORTS,,-11.8849331309,DOWN,-13.8952690925,-16.2939121555,0.0083828688,False,17.16490712734969,6.259861296104276,,,False,,RISK-OFF,,,,,,,False,False,False,False,,0,
2023-02-01,ADANIPORTS,,-5.2264411339,DOWN,-16.9591621861,-19.1789767655,-6.6040474444,False,3.4861933265034475,8.776836358295995,,,False,,RISK-ON,,,,,,,False,False,False,False,,0,
2023-12-05,ADANIPORTS,,9.6986877271,UP,15.3380792891,15.3018738302,0.4787296361,False,11.710400949285697,5.543628695083221,,,False,,NEUTRAL,,,,,,,False,False,False,False,,0,
2024-04-26,ADANIPORTS,,-4.2282028885,DOWN,-5.8096482246,-0.4471910845,-0.5548780873,False,-0.6377986717105749,-0.7849733406733523,,,False,,EUPHORIA,,,,,,,False,False,False,False,,0,
2024-10-28,ADANIPORTS,,5.0689800893,UP,6.1994294759,2.5403779382,1.5160487645,False,-0.07882993857389521,1.1007965580961647,,,True,,EUPHORIA,,,,,,,False,False,False,False,,0,
2024-11-21,ADANIPORTS,,-6.5048264086,DOWN,-11.5729690068,-13.5695726189,1.9826889019,False,43.791961358398616,4.133372743943781,,,False,,CAUTION,,,,,,,False,False,False,False,,0,
2021-06-07,ADANIPOWER,NIFTYENERGY,7.2291402871,UP,16.5617080872,19.9999981964,19.582353763,False,,,0.0184552975410901,,False,,NEUTRAL,,,,,,,False,False,False,False,,0,
2021-06-08,ADANIPOWER,NIFTYENERGY,4.2251781674,UP,18.3671541805,19.582353763,0.3953836256,True,,,5.0654831388108335e-05,,False,,CAUTION,,,,,,,False,False,False,False,,0,
2022-01-10,ADANIPOWER,NIFTYENERGY,8.592778561,UP,7.6072895389,8.483027834,-0.1379976401,False,3.4548143336400154,1.50139255347754,0.0057109215524269175,0.4634990317964848,False,,RISK-OFF,,,,,,,False,False,False,False,,0,
2022-01-12,ADANIPOWER,NIFTYENERGY,4.4938512916,UP,8.8726437408,9.9953946007,-2.4706795058,False,3.2854576439074754,2.3452272649045036,0.0213512301774903,1.6588344121461873,False,,CAUTION,,,,,,,False,False,False,False,,0,
2022-02-10,ADANIPOWER,NIFTYENERGY,4.4201016032,UP,12.9159226554,14.0799196786,1.8329970547,False,14.047341058046072,6.017805185427783,0.0069837125847926895,0.5131854034745537,False,,RISK-ON,,,,,,,False,False,False,False,,0,
2022-03-29,ADANIPOWER,NIFTYENERGY,4.8298287317,UP,14.6035553955,13.9901419205,-1.1812153795,False,5.757391100789235,2.1080399827001477,-0.0038227870513422024,-0.4270780138168833,False,,EUPHORIA,,,,,,,False,False,False,False,,0,
2023-01-31,ADANIPOWER,NIFTYENERGY,-4.8028170675,DOWN,-7.7350204959,-4.9883299902,-4.9821260631,False,-0.7159270293418701,11.460300964553618,0.01189692168214096,1.119669765980828,False,,RISK-ON,,,,,,,False,False,False,False,,0,
2023-07-25,ADANIPOWER,NIFTYENERGY,4.2339453717,UP,6.5879755921,9.3067236285,-1.7874309571,False,2.409468849031896,1.8469320159827012,0.012770908018530758,1.5272370310918515,False,,NEUTRAL,,,,,,,False,False,False,False,,0,
2024-05-09,ADANIPOWER,NIFTYENERGY,5.6688038316,UP,8.9936919441,5.5368986974,-1.5828939708,False,9.250107048736254,1.627070814272289,-0.029698462123121994,-2.290069738453463,False,,RISK-OFF,,,,,,,False,True,True,False,,1,86384600000.0
2024-07-09,ADANIPOWER,NIFTYENERGY,4.8489369176,UP,3.5605160216,3.8535956302,0.3586378329,False,0.26108977264241023,-0.10058024000946575,-0.0008383173307726643,-0.10067409061464534,False,,RISK-ON,,,,,,,False,False,False,False,,0,
2024-11-27,ADANIPOWER,NIFTYENERGY,8.5880493375,UP,16.0992664214,19.5133120864,7.2555169617,False,6.621089825830858,5.203082715706854,0.014536187717685722,1.5099809810318503,False,,CAUTION,,,,,,,False,False,False,False,,0,
2025-01-14,ADANIPOWER,NIFTYENERGY,7.3016287102,UP,13.2878817178,19.3598549889,2.3184337322,False,3.1457020002805276,2.037952918503248,0.02895648794676564,2.6770816536160282,False,,NEUTRAL,,,,,,,False,False,False,False,,0,
2025-06-10,ADANIPOWER,NIFTYENERGY,5.5939129049,UP,4.996350891,5.8515327448,-1.5099366129,False,6.723798756173642,0.7135366821934537,0.004468685087774205,0.15850588700856394,False,-0.9208956830946825,RISK-ON,,,,,,,False,False,False,False,,0,
2025-07-29,ADANIPOWER,NIFTYENERGY,4.7604652712,UP,3.4061434621,3.8377332763,-0.4809718037,False,0.03438191619999943,-0.47349408855447933,0.011111684914545394,1.1401404026481072,False,-1.0953947175842178,NEUTRAL,,,,,,,False,False,False,False,,0,
2025-09-19,ADANIPOWER,NIFTYENERGY,5.9799223668,UP,10.7540394345,12.3624048901,19.9957669445,False,10.281247282247703,1.5533811680076008,0.00856745012607485,1.3048165112656214,False,-2.163749833257141,NEUTRAL,,,,,,,False,False,False,False,,0,
2025-09-22,ADANIPOWER,NIFTYENERGY,6.0823112513,UP,18.0681464203,19.9957669445,-4.6402313636,True,1.5533811680076008,2.3625574681210226,0.006907071120342945,1.0271307839420087,False,-1.2914490760602362,NEUTRAL,,,,,,,False,False,False,False,,0,
2026-02-04,ADANIPOWER,NIFTYENERGY,4.8114920406,UP,6.2678720085,8.1256082479,-1.1848775951,False,5.29762438199394,0.7321541018542576,0.01999017783422241,1.7245135326959504,False,0.5627309915860503,RISK-OFF,,,,,,,False,False,False,False,,0,
2023-07-25,ALKEM,NIFTYPHARMA,4.8741760706,UP,4.308773751,4.464803365,1.3731958711,False,4.084218093892137,0.8343597700864267,0.003572426555185082,0.1874169946816933,False,,NEUTRAL,,,,,,,False,False,False,False,,0,
2023-08-11,ALKEM,NIFTYPHARMA,-4.6198072678,DOWN,-6.4154091166,-7.7099480777,-0.697263793,False,5.157942638708167,-0.46907046265235314,-0.014453791709582609,-2.3806727883967747,True,,CAUTION,,,,,,,False,False,False,False,,0,
2023-11-07,ALKEM,NIFTYPHARMA,4.4417615402,UP,4.2775775206,5.2846949564,5.0988953312,False,4.032450411270726,7.62043217354791,0.013232897294842116,1.7571575528617367,True,,RISK-ON,,,,,,,False,False,False,False,,0,
2025-08-12,ALKEM,NIFTYPHARMA,7.5862796895,UP,5.7880833598,6.2854792626,4.6513935521,False,4.8545349030833655,3.774062720824302,0.006889702294816669,0.7984795985503497,True,-0.5647022740985266,EUPHORIA,,,,,,,False,False,False,False,,0,
2026-02-13,ALKEM,NIFTYPHARMA,-7.4748652144,DOWN,-7.4813791491,-7.9720628707,1.4437804202,False,5.748794322907797,0.19400060082793696,-0.008549889170849978,-0.9971477778241533,True,1.3360738767289206,CAUTION,,,,,,,False,False,False,False,,0,
2022-01-31,AMBER,,4.9075604812,UP,11.1180326516,13.1606201518,-2.9722593143,False,8.557309402767679,0.9792177990449331,,,False,,NEUTRAL,,,,,,,False,False,False,False,,0,
2022-05-16,AMBER,,-7.3351188751,DOWN,-22.0514663068,-19.9988123298,-0.8747649663,False,10.953911732510942,6.415459630250879,,,False,,NEUTRAL,,,,,,,False,False,False,False,,0,
2023-05-17,AMBER,,12.9571007656,UP,15.6262082193,15.3889147805,-2.5070880984,False,39.718662783809116,2.3192673023729786,,,True,,RISK-ON,,,,,,,False,False,False,False,,0,
2023-06-20,AMBER,,4.5294040428,UP,7.6839162172,8.1122738675,3.2042137606,False,6.241222158458265,0.7520530417723541,,,False,,EUPHORIA,,,,,,,False,False,False,False,,0,
2024-09-23,AMBER,,6.1200345042,UP,13.4266291738,14.8842480645,-5.4378205273,False,21.663657573726553,7.315580890512311,,,False,,RISK-OFF,,,,,,,False,False,False,False,,0,
2024-10-21,AMBER,,4.3198250358,UP,19.4077775389,17.4126347426,-10.2766982154,False,7.075941023638091,2.6795564982883167,,,True,,CAUTION,,,,,,,False,False,False,False,,0,
2024-12-23,AMBER,,4.9229650905,UP,12.103552392,12.8190876033,4.9523742339,False,2.3954065195805434,4.055498742150332,,,False,,CAUTION,,,,,,,False,False,False,False,,0,
2025-11-07,AMBER,,-5.1384924077,DOWN,-7.735855535,-7.7306096393,-2.9126885291,False,13.994843127792759,0.7753200403942831,,,True,1.6778358210310296,RISK-ON,,,,,,,False,False,False,False,,0,
2022-01-18,AMBUJACEM,,-4.1806168181,DOWN,-3.4099668455,-6.6576702472,-1.523711679,False,2.4829146812701763,0.6655079794458,,,False,,CAUTION,,,,,,,False,False,False,False,,0,
2022-02-18,AMBUJACEM,,-4.4382548802,DOWN,-4.5623785839,-5.9616476439,0.0591149784,False,6.169225828350279,1.5621249715755667,,,True,,NEUTRAL,,,,,,,False,False,False,False,,0,
2022-04-11,AMBUJACEM,,4.7678628152,UP,5.8531879625,6.7733778185,-0.1526938248,False,9.70944643469763,3.4389184434143374,,,False,,RISK-OFF,,,,,,,False,False,False,False,,0,
2022-09-19,AMBUJACEM,,4.3108622306,UP,9.5504189024,9.3284206239,1.6728548482,False,5.917241158898845,2.347199784847489,,,False,,EUPHORIA,,,,,,,False,True,True,False,Buy,3,811320510.0
2022-12-23,AMBUJACEM,,-4.4578301413,DOWN,-5.1795753142,-7.8070707231,4.6615880547,False,0.759720766940071,0.49745361036295493,,,False,,RISK-ON,,,,,,,False,False,False,False,,0,
2023-01-25,AMBUJACEM,,-6.4512936671,DOWN,-6.2791197703,-7.7663079008,-17.3294210238,False,11.239670134818905,,,,False,,EUPHORIA,,,,,,,False,False,False,False,,0,
2023-01-27,AMBUJACEM,,-9.5416036438,DOWN,-16.3501314294,-17.3294210238,1.8530646119,False,19.202131084903005,5.442862428568818,,,False,,RISK-OFF,,,,,,,False,False,False,False,,0,
2023-02-01,AMBUJACEM,,-4.3431123669,DOWN,-17.1386606648,-16.7248354217,5.5222978202,False,4.605376655830256,3.9667837132935357,,,False,,RISK-ON,,,,,,,False,False,False,False,,0,
2023-05-22,AMBUJACEM,,4.2749609107,UP,4.6973479581,5.1469767083,0.8020719493,False,1.2283960194445622,1.3450888901611588,,,False,,EUPHORIA,,,,,,,False,False,False,False,,0,
2023-12-04,AMBUJACEM,,4.6859913754,UP,5.0143840161,7.3642558728,7.2700414399,False,6.8633665225478255,9.81584759195136,,,False,,CAUTION,,,,,,,False,False,False,False,,0,
2023-12-05,AMBUJACEM,,4.2330902339,UP,6.2900024381,7.2700414399,-1.5617311828,True,9.81584759195136,3.076087842890212,,,False,,NEUTRAL,,,,,,,False,False,False,False,,0,
2024-01-25,AMBUJACEM,,4.8166470395,UP,5.3224667267,6.1996384798,2.4903957142,False,1.1111416446224993,,,,False,,EUPHORIA,,,,,,,False,False,False,False,,0,
2024-06-04,AMBUJACEM,,-7.7506461258,DOWN,-11.9096457924,-17.0244445008,7.5997220801,False,10.205429703654149,1.1263866098987865,,,False,,RISK-ON,,,,,,,False,False,False,False,,0,
2024-11-21,AMBUJACEM,,-13.1400050344,DOWN,-12.9188927083,-11.900641479,3.2427952995,False,13.018435294998769,1.5801678284556444,,,False,,CAUTION,,,,,,,False,False,False,False,,0,
