engine,signal_id,ticker,date,regime,side,classification,exit_reason,pnl_pct,mfe_pct,entry_time,exit_time,entry_price,exit_price,stop_pct,atr_14,stop_source,actual_pnl_pct,zcross_used
phase_c,BRK-2026-03-26-NMDC,NMDC,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,2.8029,atr_14_intraday_capped,,
phase_c,BRK-2026-03-26-NYKAA,NYKAA,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.459,8.4429,atr_14_intraday,,
phase_c,BRK-2026-03-26-OBEROIRLTY,OBEROIRLTY,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.016,45.2286,atr_14_intraday,,
phase_c,BRK-2026-03-26-PAYTM,PAYTM,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,40.1072,atr_14_intraday_capped,,
phase_c,BRK-2026-03-26-PERSISTENT,PERSISTENT,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,176.5643,atr_14_intraday_capped,,
phase_c,BRK-2026-03-26-PETRONET,PETRONET,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,12.7357,atr_14_intraday_capped,,
phase_c,BRK-2026-03-26-PFC,PFC,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,17.7363,atr_14_intraday_capped,,
phase_c,BRK-2026-03-26-POLICYBZR,POLICYBZR,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,53.0214,atr_14_intraday_capped,,
phase_c,BRK-2026-03-26-POLYCAB,POLYCAB,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,301.7857,atr_14_intraday_capped,,
phase_c,BRK-2026-03-26-PPLPHARMA,PPLPHARMA,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,5.8786,atr_14_intraday_capped,,
phase_c,BRK-2026-03-26-RECLTD,RECLTD,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,13.3938,atr_14_intraday_capped,,
phase_c,BRK-2026-03-26-SAIL,SAIL,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,6.7807,atr_14_intraday_capped,,
phase_c,BRK-2026-03-26-SHREECEM,SHREECEM,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-2.795,677.1429,atr_14_intraday,,
phase_c,BRK-2026-03-26-SHRIRAMFIN,SHRIRAMFIN,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,51.75,atr_14_intraday_capped,,
phase_c,BRK-2026-03-26-ULTRACEMCO,ULTRACEMCO,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,401.5,atr_14_intraday_capped,,
phase_c,BRK-2026-03-26-VEDL,VEDL,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,25.5167,atr_14_intraday_capped,,
phase_c,BRK-2026-03-26-VMM,VMM,2026-03-26,CAUTION,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,4.7986,atr_14_intraday_capped,,
phase_b,PHB-2026-03-27-ADANIPOWER,ADANIPOWER,2026-03-27,RISK-OFF,LONG,CAUTION->RISK-OFF,FETCH_FAILED,,,,,,,-3.5,6.4957,atr_14_intraday_capped,,
phase_b,PHB-2026-03-27-BDL,BDL,2026-03-27,RISK-OFF,SHORT,CAUTION->RISK-OFF,FETCH_FAILED,,,,,,,-3.5,56.4286,atr_14_intraday_capped,,
phase_b,PHB-2026-03-27-HYUNDAI,HYUNDAI,2026-03-27,RISK-OFF,SHORT,CAUTION->RISK-OFF,FETCH_FAILED,,,,,,,-3.174,59.8429,atr_14_intraday,,
phase_b,PHB-2026-03-27-LTM,LTM,2026-03-27,RISK-OFF,SHORT,CAUTION->RISK-OFF,FETCH_FAILED,,,,,,,-3.5,155.257,atr_14_intraday_capped,,
phase_b,PHB-2026-03-27-MOTILALOFS,MOTILALOFS,2026-03-27,RISK-OFF,LONG,CAUTION->RISK-OFF,FETCH_FAILED,,,,,,,-3.5,28.8893,atr_14_intraday_capped,,
phase_b,PHB-2026-03-27-OFSS,OFSS,2026-03-27,RISK-OFF,LONG,CAUTION->RISK-OFF,FETCH_FAILED,,,,,,,-3.249,214.3929,atr_14_intraday,,
phase_b,PHB-2026-03-27-PREMIERENE,PREMIERENE,2026-03-27,RISK-OFF,LONG,CAUTION->RISK-OFF,FETCH_FAILED,,,,,,,-3.5,34.0964,atr_14_intraday_capped,,
phase_b,PHB-2026-03-27-RECLTD,RECLTD,2026-03-27,RISK-OFF,SHORT,CAUTION->RISK-OFF,FETCH_FAILED,,,,,,,-3.5,13.3938,atr_14_intraday_capped,,
phase_b,PHB-2026-03-27-SWIGGY,SWIGGY,2026-03-27,RISK-OFF,SHORT,CAUTION->RISK-OFF,FETCH_FAILED,,,,,,,-3.5,12.55,atr_14_intraday_capped,,
phase_b,PHB-2026-03-27-UNOMINDA,UNOMINDA,2026-03-27,RISK-OFF,LONG,CAUTION->RISK-OFF,FETCH_FAILED,,,,,,,-3.5,45.0857,atr_14_intraday_capped,,
phase_c,BRK-2026-03-27-ADANIPORTS,ADANIPORTS,2026-03-27,RISK-OFF,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.436,47.2714,atr_14_intraday,,
phase_c,BRK-2026-03-27-ASIANPAINT,ASIANPAINT,2026-03-27,RISK-OFF,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-2.918,66.2357,atr_14_intraday,,
phase_c,BRK-2026-03-27-GAIL,GAIL,2026-03-27,RISK-OFF,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,5.8121,atr_14_intraday_capped,,
phase_c,BRK-2026-03-27-HYUNDAI,HYUNDAI,2026-03-27,RISK-OFF,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.174,59.8429,atr_14_intraday,,
phase_c,BRK-2026-03-27-JINDALSTEL,JINDALSTEL,2026-03-27,RISK-OFF,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,47.2143,atr_14_intraday_capped,,
phase_c,BRK-2026-03-27-POLICYBZR,POLICYBZR,2026-03-27,RISK-OFF,SHORT,OPPORTUNITY_LAG,ATR_STOP,-3.7,1.0932,2026-03-27 09:30:00,2026-03-27 12:30:00,1408.7,1458.0045,-3.5,53.0214,atr_14_intraday_capped,,False
phase_c,BRK-2026-03-27-PREMIERENE,PREMIERENE,2026-03-27,RISK-OFF,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,34.0964,atr_14_intraday_capped,,
phase_c,BRK-2026-03-27-RECLTD,RECLTD,2026-03-27,RISK-OFF,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,13.3938,atr_14_intraday_capped,,
phase_c,BRK-2026-03-27-SHREECEM,SHREECEM,2026-03-27,RISK-OFF,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-2.795,677.1429,atr_14_intraday,,
phase_c,BRK-2026-03-27-SUNPHARMA,SUNPHARMA,2026-03-27,RISK-OFF,SHORT,OPPORTUNITY_LAG,TIME_STOP,-0.0944,0.3112,2026-03-27 09:30:00,2026-03-27 14:30:00,1799.5,1797.6,-2.022,36.3071,atr_14_intraday,,False
phase_c,BRK-2026-03-27-TORNTPHARM,TORNTPHARM,2026-03-27,RISK-OFF,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-2.514,108.0213,atr_14_intraday,,
phase_c,BRK-2026-03-27-VMM,VMM,2026-03-27,RISK-OFF,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,4.7986,atr_14_intraday_capped,,
phase_b,PHB-2026-03-30-ABCAPITAL,ABCAPITAL,2026-03-30,EUPHORIA,LONG,RISK-ON->EUPHORIA,FETCH_FAILED,,,,,,,-3.5,12.8036,atr_14_intraday_capped,,
phase_b,PHB-2026-03-30-AUBANK,AUBANK,2026-03-30,EUPHORIA,LONG,RISK-ON->EUPHORIA,FETCH_FAILED,,,,,,,-3.5,33.6607,atr_14_intraday_capped,,
phase_b,PHB-2026-03-30-GODFRYPHLP,GODFRYPHLP,2026-03-30,EUPHORIA,LONG,RISK-ON->EUPHORIA,FETCH_FAILED,,,,,,,-3.5,94.6929,atr_14_intraday_capped,,
phase_b,PHB-2026-03-30-IDEA,IDEA,2026-03-30,EUPHORIA,LONG,RISK-ON->EUPHORIA,FETCH_FAILED,,,,,,,-3.5,0.415,atr_14_intraday_capped,,
phase_b,PHB-2026-03-30-IEX,IEX,2026-03-30,EUPHORIA,SHORT,RISK-ON->EUPHORIA,FETCH_FAILED,,,,,,,-3.5,4.2007,atr_14_intraday_capped,,
phase_b,PHB-2026-03-30-KAYNES,KAYNES,2026-03-30,EUPHORIA,SHORT,RISK-ON->EUPHORIA,FETCH_FAILED,,,,,,,-3.5,176.8857,atr_14_intraday_capped,,
phase_b,PHB-2026-03-30-LAURUSLABS,LAURUSLABS,2026-03-30,EUPHORIA,LONG,RISK-ON->EUPHORIA,FETCH_FAILED,,,,,,,-3.5,40.1571,atr_14_intraday_capped,,
phase_b,PHB-2026-03-30-LODHA,LODHA,2026-03-30,EUPHORIA,SHORT,RISK-ON->EUPHORIA,FETCH_FAILED,,,,,,,-3.5,36.3036,atr_14_intraday_capped,,
phase_b,PHB-2026-03-30-MFSL,MFSL,2026-03-30,EUPHORIA,SHORT,RISK-ON->EUPHORIA,FETCH_FAILED,,,,,,,-3.282,51.1071,atr_14_intraday,,
phase_b,PHB-2026-03-30-TMPV,TMPV,2026-03-30,EUPHORIA,SHORT,RISK-ON->EUPHORIA,FETCH_FAILED,,,,,,,-3.5,12.6571,atr_14_intraday_capped,,
phase_c,BRK-2026-03-30-ADANIPORTS,ADANIPORTS,2026-03-30,EUPHORIA,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,48.45,atr_14_intraday_capped,,
phase_c,BRK-2026-03-31-ADANIENSOL,ADANIENSOL,2026-03-31,EUPHORIA,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,41.9571,atr_14_intraday_capped,,
phase_c,BRK-2026-03-31-ADANIPORTS,ADANIPORTS,2026-03-31,EUPHORIA,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.464,45.4643,atr_14_intraday,,
phase_c,BRK-2026-03-31-ASTRAL,ASTRAL,2026-03-31,EUPHORIA,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,62.5214,atr_14_intraday_capped,,
phase_c,BRK-2026-03-31-BIOCON,BIOCON,2026-03-31,EUPHORIA,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.383,12.2107,atr_14_intraday,,
phase_c,BRK-2026-03-31-COALINDIA,COALINDIA,2026-03-31,EUPHORIA,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.188,14.3607,atr_14_intraday,,
phase_c,BRK-2026-03-31-DABUR,DABUR,2026-03-31,EUPHORIA,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.119,12.8,atr_14_intraday,,
phase_c,BRK-2026-03-31-EXIDEIND,EXIDEIND,2026-03-31,EUPHORIA,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,10.3036,atr_14_intraday_capped,,
phase_c,BRK-2026-03-31-HINDALCO,HINDALCO,2026-03-31,EUPHORIA,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,33.1643,atr_14_intraday_capped,,
phase_c,BRK-2026-03-31-ICICIPRULI,ICICIPRULI,2026-03-31,EUPHORIA,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.386,17.2536,atr_14_intraday,,
phase_c,BRK-2026-03-31-IEX,IEX,2026-03-31,EUPHORIA,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,4.1993,atr_14_intraday_capped,,
phase_c,BRK-2026-03-31-ITC,ITC,2026-03-31,EUPHORIA,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-2.361,6.7929,atr_14_intraday,,
phase_c,BRK-2026-03-31-KFINTECH,KFINTECH,2026-03-31,EUPHORIA,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,34.4928,atr_14_intraday_capped,,
phase_c,BRK-2026-03-31-NATIONALUM,NATIONALUM,2026-03-31,EUPHORIA,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,18.6036,atr_14_intraday_capped,,
phase_c,BRK-2026-03-31-ONGC,ONGC,2026-03-31,EUPHORIA,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-2.487,7.0786,atr_14_intraday,,
phase_c,BRK-2026-03-31-PETRONET,PETRONET,2026-03-31,EUPHORIA,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,12.4571,atr_14_intraday_capped,,
phase_c,BRK-2026-03-31-SAIL,SAIL,2026-03-31,EUPHORIA,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,7.0329,atr_14_intraday_capped,,
phase_c,BRK-2026-03-31-UNITDSPR,UNITDSPR,2026-03-31,EUPHORIA,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,44.4786,atr_14_intraday_capped,,
phase_c,BRK-2026-03-31-VEDL,VEDL,2026-03-31,EUPHORIA,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,25.3796,atr_14_intraday_capped,,
phase_b,PHB-2026-04-01-DIXON,DIXON,2026-04-01,RISK-ON,SHORT,EUPHORIA->RISK-ON,FETCH_FAILED,,,,,,,-3.5,496.4286,atr_14_intraday_capped,,
phase_b,PHB-2026-04-01-FORCEMOT,FORCEMOT,2026-04-01,RISK-ON,LONG,NEUTRAL->RISK-ON,FETCH_FAILED,,,,,,,-3.5,1255.7143,atr_14_intraday_capped,,
phase_b,PHB-2026-04-01-HINDZINC,HINDZINC,2026-04-01,RISK-ON,LONG,EUPHORIA->RISK-ON,FETCH_FAILED,,,,,,,-3.5,21.55,atr_14_intraday_capped,,
phase_b,PHB-2026-04-01-LTM,LTM,2026-04-01,RISK-ON,SHORT,NEUTRAL->RISK-ON,FETCH_FAILED,,,,,,,-3.5,158.2642,atr_14_intraday_capped,,
phase_b,PHB-2026-04-01-MAZDOCK,MAZDOCK,2026-04-01,RISK-ON,SHORT,EUPHORIA->RISK-ON,FETCH_FAILED,,,,,,,-3.5,100.95,atr_14_intraday_capped,,
phase_b,PHB-2026-04-01-NUVAMA,NUVAMA,2026-04-01,RISK-ON,LONG,NEUTRAL->RISK-ON,FETCH_FAILED,,,,,,,-3.42,39.7071,atr_14_intraday,,
phase_b,PHB-2026-04-01-PATANJALI,PATANJALI,2026-04-01,RISK-ON,SHORT,EUPHORIA->RISK-ON,FETCH_FAILED,,,,,,,-2.97,13.6536,atr_14_intraday,,
phase_b,PHB-2026-04-01-POWERINDIA,POWERINDIA,2026-04-01,RISK-ON,LONG,NEUTRAL->RISK-ON,FETCH_FAILED,,,,,,,-3.5,940.3571,atr_14_intraday_capped,,
phase_b,PHB-2026-04-01-SAMMAANCAP,SAMMAANCAP,2026-04-01,RISK-ON,LONG,EUPHORIA->RISK-ON,FETCH_FAILED,,,,,,,-3.5,6.0921,atr_14_intraday_capped,,
phase_b,PHB-2026-04-01-YESBANK,YESBANK,2026-04-01,RISK-ON,SHORT,EUPHORIA->RISK-ON,FETCH_FAILED,,,,,,,-3.325,0.5736,atr_14_intraday,,
phase_c,BRK-2026-04-01-ABB,ABB,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.435,204.1071,atr_14_intraday,,
phase_c,BRK-2026-04-01-ABCAPITAL,ABCAPITAL,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,12.5964,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-ADANIENT,ADANIENT,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,68.4357,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-AMBUJACEM,AMBUJACEM,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,15.4071,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-BAJAJFINSV,BAJAJFINSV,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.159,51.5429,atr_14_intraday,,
phase_c,BRK-2026-04-01-BAJFINANCE,BAJFINANCE,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,35.8357,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-BANKBARODA,BANKBARODA,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,9.8857,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-EICHERMOT,EICHERMOT,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,247.4286,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-FEDERALBNK,FEDERALBNK,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,9.2107,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-GODREJCP,GODREJCP,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.305,32.5429,atr_14_intraday,,
phase_c,BRK-2026-04-01-GRASIM,GRASIM,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.147,80.4786,atr_14_intraday,,
phase_c,BRK-2026-04-01-HAL,HAL,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.215,112.1143,atr_14_intraday,,
phase_c,BRK-2026-04-01-HCLTECH,HCLTECH,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-2.927,39.2714,atr_14_intraday,,
phase_c,BRK-2026-04-01-HINDPETRO,HINDPETRO,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,18.3071,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-ICICIPRULI,ICICIPRULI,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.386,17.2536,atr_14_intraday,,
phase_c,BRK-2026-04-01-INDHOTEL,INDHOTEL,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,22.2036,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-INDUSTOWER,INDUSTOWER,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.461,14.4714,atr_14_intraday,,
phase_c,BRK-2026-04-01-INFY,INFY,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-2.872,35.9214,atr_14_intraday,,
phase_c,BRK-2026-04-01-IREDA,IREDA,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,4.6511,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-JINDALSTEL,JINDALSTEL,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,46.6143,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-JIOFIN,JIOFIN,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,8.45,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-KFINTECH,KFINTECH,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,34.4928,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-KOTAKBANK,KOTAKBANK,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-2.947,10.4143,atr_14_intraday,,
phase_c,BRK-2026-04-01-MANAPPURAM,MANAPPURAM,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,10.4071,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-MARICO,MARICO,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-2.352,17.3107,atr_14_intraday,,
phase_c,BRK-2026-04-01-MUTHOOTFIN,MUTHOOTFIN,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,130.3903,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-NATIONALUM,NATIONALUM,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,18.6036,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-PIDILITIND,PIDILITIND,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,45.5072,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-RBLBANK,RBLBANK,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.237,9.3786,atr_14_intraday,,
phase_c,BRK-2026-04-01-SBICARD,SBICARD,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,25.9776,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-SRF,SRF,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,100.0571,atr_14_intraday_capped,,
phase_c,BRK-2026-04-01-TITAN,TITAN,2026-04-01,RISK-ON,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.17,125.2428,atr_14_intraday,,
phase_b,PHB-2026-04-02-ANGELONE,ANGELONE,2026-04-02,NEUTRAL,SHORT,RISK-ON->NEUTRAL,FETCH_FAILED,,,,,,,-3.5,10.5593,atr_14_intraday_capped,,
phase_b,PHB-2026-04-02-CONCOR,CONCOR,2026-04-02,NEUTRAL,SHORT,RISK-ON->NEUTRAL,FETCH_FAILED,,,,,,,-3.5,15.925,atr_14_intraday_capped,,
phase_b,PHB-2026-04-02-KFINTECH,KFINTECH,2026-04-02,NEUTRAL,LONG,CAUTION->NEUTRAL,FETCH_FAILED,,,,,,,-3.5,34.3107,atr_14_intraday_capped,,
phase_b,PHB-2026-04-02-LODHA,LODHA,2026-04-02,NEUTRAL,LONG,CAUTION->NEUTRAL,FETCH_FAILED,,,,,,,-3.5,35.5929,atr_14_intraday_capped,,
phase_b,PHB-2026-04-02-LTM,LTM,2026-04-02,NEUTRAL,SHORT,RISK-ON->NEUTRAL,FETCH_FAILED,,,,,,,-3.5,168.2856,atr_14_intraday_capped,,
phase_b,PHB-2026-04-02-NAM-INDIA,NAM-INDIA,2026-04-02,NEUTRAL,LONG,CAUTION->NEUTRAL,FETCH_FAILED,,,,,,,-3.5,35.9429,atr_14_intraday_capped,,
phase_b,PHB-2026-04-02-NMDC,NMDC,2026-04-02,NEUTRAL,SHORT,RISK-ON->NEUTRAL,FETCH_FAILED,,,,,,,-3.449,2.6957,atr_14_intraday,,
phase_b,PHB-2026-04-02-PREMIERENE,PREMIERENE,2026-04-02,NEUTRAL,LONG,CAUTION->NEUTRAL,FETCH_FAILED,,,,,,,-3.5,37.0071,atr_14_intraday_capped,,
phase_b,PHB-2026-04-02-TMPV,TMPV,2026-04-02,NEUTRAL,SHORT,CAUTION->NEUTRAL,FETCH_FAILED,,,,,,,-3.5,11.7357,atr_14_intraday_capped,,
phase_b,PHB-2026-04-02-WAAREEENER,WAAREEENER,2026-04-02,NEUTRAL,LONG,CAUTION->NEUTRAL,FETCH_FAILED,,,,,,,-3.5,144.5357,atr_14_intraday_capped,,
phase_c,BRK-2026-04-02-AXISBANK,AXISBANK,2026-04-02,NEUTRAL,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.273,39.05,atr_14_intraday,,
phase_c,BRK-2026-04-02-BAJAJFINSV,BAJAJFINSV,2026-04-02,NEUTRAL,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.207,52.8214,atr_14_intraday,,
phase_c,BRK-2026-04-02-HINDUNILVR,HINDUNILVR,2026-04-02,NEUTRAL,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-2.578,53.2357,atr_14_intraday,,
phase_c,BRK-2026-04-02-ICICIBANK,ICICIBANK,2026-04-02,NEUTRAL,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-2.415,29.2857,atr_14_intraday,,
phase_c,BRK-2026-04-02-JIOFIN,JIOFIN,2026-04-02,NEUTRAL,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,8.6457,atr_14_intraday_capped,,
phase_c,BRK-2026-04-02-OBEROIRLTY,OBEROIRLTY,2026-04-02,NEUTRAL,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.49,51.4572,atr_14_intraday,,
phase_c,BRK-2026-04-02-SWIGGY,SWIGGY,2026-04-02,NEUTRAL,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,12.7857,atr_14_intraday_capped,,
phase_c,BRK-2026-04-02-TRENT,TRENT,2026-04-02,NEUTRAL,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,144.5714,atr_14_intraday_capped,,
phase_c,BRK-2026-04-02-VMM,VMM,2026-04-02,NEUTRAL,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,4.5871,atr_14_intraday_capped,,
phase_c,BRK-2026-04-03-ALKEM,ALKEM,2026-04-03,NEUTRAL,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-2.781,146.25,atr_14_intraday,,
phase_c,BRK-2026-04-03-AUBANK,AUBANK,2026-04-03,NEUTRAL,SHORT,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.5,35.5214,atr_14_intraday_capped,,
phase_c,BRK-2026-04-03-AXISBANK,AXISBANK,2026-04-03,NEUTRAL,LONG,POSSIBLE_OPPORTUNITY,FETCH_FAILED,,,,,,,-3.184,38.1357,atr_14_intraday,,
