date,pair_id,leg_long,leg_short,entry_z,regime,gate_status,direction
2026-03-06,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.65,RISK-OFF,BLOCKED,REVERSE
2026-03-09,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.423,EUPHORIA,BLOCKED,REVERSE
2026-03-10,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.484,RISK-ON,BLOCKED,REVERSE
2026-03-11,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.644,CAUTION,BLOCKED,REVERSE
2026-03-12,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.785,RISK-OFF,BLOCKED,REVERSE
2026-03-13,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.715,NEUTRAL,BLOCKED,REVERSE
2026-03-16,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.396,EUPHORIA,BLOCKED,REVERSE
2026-03-17,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.47,RISK-ON,BLOCKED,REVERSE
2026-03-18,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.214,RISK-OFF,BLOCKED,REVERSE
2026-03-19,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.566,RISK-ON,BLOCKED,REVERSE
2026-03-20,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.533,RISK-OFF,BLOCKED,REVERSE
2026-03-23,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.653,EUPHORIA,BLOCKED,REVERSE
2026-03-24,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.521,CAUTION,BLOCKED,REVERSE
2026-03-25,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.322,RISK-ON,BLOCKED,REVERSE
2026-03-26,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.29,CAUTION,BLOCKED,REVERSE
2026-03-27,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",2.075,RISK-OFF,OPEN,REVERSE
2026-03-30,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",2.382,EUPHORIA,OPEN,REVERSE
2026-03-31,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",2.289,EUPHORIA,OPEN,REVERSE
2026-04-01,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.948,RISK-ON,BLOCKED,REVERSE
2026-04-02,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.999,NEUTRAL,BLOCKED,REVERSE
2026-04-03,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.936,NEUTRAL,BLOCKED,REVERSE
2026-04-06,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.947,NEUTRAL,BLOCKED,REVERSE
2026-04-07,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",2.114,CAUTION,OPEN,REVERSE
2026-04-08,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.102,EUPHORIA,BLOCKED,REVERSE
2026-04-09,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",1.305,EUPHORIA,BLOCKED,REVERSE
2026-04-10,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",0.694,EUPHORIA,BLOCKED,REVERSE
2026-04-13,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",0.75,RISK-ON,BLOCKED,REVERSE
2026-04-14,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",0.725,NEUTRAL,BLOCKED,REVERSE
2026-04-15,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",0.54,CAUTION,BLOCKED,REVERSE
2026-04-16,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",0.164,CAUTION,BLOCKED,REVERSE
2026-04-17,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",0.11,CAUTION,BLOCKED,REVERSE
2026-04-20,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",0.089,NEUTRAL,BLOCKED,REVERSE
2026-04-21,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",0.146,CAUTION,BLOCKED,REVERSE
2026-04-22,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",-0.012,CAUTION,BLOCKED,NORMAL
2026-04-23,PSU Energy vs Private,"ONGC,COALINDIA,OIL","RELIANCE,ADANIENT",-0.037,NEUTRAL,BLOCKED,NORMAL
2026-02-24,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.428,EUPHORIA,OPEN,REVERSE
2026-02-25,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.639,NEUTRAL,OPEN,REVERSE
2026-02-26,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",3.086,CAUTION,OPEN,REVERSE
2026-02-27,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.389,RISK-OFF,OPEN,REVERSE
2026-03-02,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.802,CAUTION,OPEN,REVERSE
2026-03-03,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.603,RISK-OFF,OPEN,REVERSE
2026-03-04,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.878,EUPHORIA,OPEN,REVERSE
2026-03-05,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",3.2,RISK-OFF,OPEN,REVERSE
2026-03-06,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",3.829,RISK-OFF,OPEN,REVERSE
2026-03-09,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",3.913,EUPHORIA,OPEN,REVERSE
2026-03-10,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",3.281,RISK-ON,OPEN,REVERSE
2026-03-11,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",3.529,CAUTION,OPEN,REVERSE
2026-03-12,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",3.352,RISK-OFF,OPEN,REVERSE
2026-03-13,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.976,NEUTRAL,OPEN,REVERSE
2026-03-16,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.135,EUPHORIA,OPEN,REVERSE
2026-03-17,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",1.969,RISK-ON,BLOCKED,REVERSE
2026-03-18,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",1.89,RISK-OFF,BLOCKED,REVERSE
2026-03-19,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.224,RISK-ON,OPEN,REVERSE
2026-03-20,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.61,RISK-OFF,OPEN,REVERSE
2026-03-23,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.579,EUPHORIA,OPEN,REVERSE
2026-03-24,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.054,CAUTION,OPEN,REVERSE
2026-03-25,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.135,RISK-ON,OPEN,REVERSE
2026-03-26,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.02,CAUTION,OPEN,REVERSE
2026-03-27,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.284,RISK-OFF,OPEN,REVERSE
2026-03-30,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.245,EUPHORIA,OPEN,REVERSE
2026-03-31,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",2.117,EUPHORIA,OPEN,REVERSE
2026-04-01,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",1.658,RISK-ON,BLOCKED,REVERSE
2026-04-02,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",1.416,NEUTRAL,BLOCKED,REVERSE
2026-04-03,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",1.364,NEUTRAL,BLOCKED,REVERSE
2026-04-06,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",1.133,NEUTRAL,BLOCKED,REVERSE
2026-04-07,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",0.993,CAUTION,BLOCKED,REVERSE
2026-04-08,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",0.292,EUPHORIA,BLOCKED,REVERSE
2026-04-09,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",0.656,EUPHORIA,BLOCKED,REVERSE
2026-04-10,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",0.225,EUPHORIA,BLOCKED,REVERSE
2026-04-13,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",0.201,RISK-ON,BLOCKED,REVERSE
2026-04-14,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",0.183,NEUTRAL,BLOCKED,REVERSE
2026-04-15,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",0.153,CAUTION,BLOCKED,REVERSE
2026-04-16,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",0.262,CAUTION,BLOCKED,REVERSE
2026-04-17,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",0.206,CAUTION,BLOCKED,REVERSE
2026-04-20,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",0.134,NEUTRAL,BLOCKED,REVERSE
2026-04-21,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",-0.252,CAUTION,BLOCKED,NORMAL
2026-04-22,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",-0.08,CAUTION,BLOCKED,NORMAL
2026-04-23,Pharma vs Banks,"SUNPHARMA,DRREDDY","HDFCBANK,ICICIBANK",-0.109,NEUTRAL,BLOCKED,NORMAL
2026-02-24,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",3.004,EUPHORIA,OPEN,REVERSE
2026-02-25,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",2.607,NEUTRAL,OPEN,REVERSE
2026-02-26,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",2.375,CAUTION,OPEN,REVERSE
2026-02-27,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",1.987,RISK-OFF,BLOCKED,REVERSE
2026-03-02,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",1.943,CAUTION,BLOCKED,REVERSE
2026-03-03,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",1.851,RISK-OFF,BLOCKED,REVERSE
2026-03-04,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",1.773,EUPHORIA,BLOCKED,REVERSE
2026-03-05,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",1.747,RISK-OFF,BLOCKED,REVERSE
2026-03-06,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",1.328,RISK-OFF,BLOCKED,REVERSE
2026-03-09,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.935,EUPHORIA,BLOCKED,REVERSE
2026-03-10,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",1.186,RISK-ON,BLOCKED,REVERSE
2026-03-11,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",1.064,CAUTION,BLOCKED,REVERSE
2026-03-12,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.95,RISK-OFF,BLOCKED,REVERSE
2026-03-13,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.959,NEUTRAL,BLOCKED,REVERSE
2026-03-16,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",1.252,EUPHORIA,BLOCKED,REVERSE
2026-03-17,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",1.492,RISK-ON,BLOCKED,REVERSE
2026-03-18,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",1.16,RISK-OFF,BLOCKED,REVERSE
2026-03-19,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",1.019,RISK-ON,BLOCKED,REVERSE
2026-03-20,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.59,RISK-OFF,BLOCKED,REVERSE
2026-03-23,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.235,EUPHORIA,BLOCKED,REVERSE
2026-03-24,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.41,CAUTION,BLOCKED,REVERSE
2026-03-25,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.604,RISK-ON,BLOCKED,REVERSE
2026-03-26,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.58,CAUTION,BLOCKED,REVERSE
2026-03-27,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.178,RISK-OFF,BLOCKED,REVERSE
2026-03-30,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.006,EUPHORIA,BLOCKED,REVERSE
2026-03-31,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",-0.011,EUPHORIA,BLOCKED,NORMAL
2026-04-01,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",-0.139,RISK-ON,BLOCKED,NORMAL
2026-04-02,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",-0.315,NEUTRAL,BLOCKED,NORMAL
2026-04-03,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",-0.333,NEUTRAL,BLOCKED,NORMAL
2026-04-06,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",-0.185,NEUTRAL,BLOCKED,NORMAL
2026-04-07,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",-0.516,CAUTION,BLOCKED,NORMAL
2026-04-08,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.165,EUPHORIA,BLOCKED,REVERSE
2026-04-09,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",-0.159,EUPHORIA,BLOCKED,NORMAL
2026-04-10,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.368,EUPHORIA,BLOCKED,REVERSE
2026-04-13,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.564,RISK-ON,BLOCKED,REVERSE
2026-04-14,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.539,NEUTRAL,BLOCKED,REVERSE
2026-04-15,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.237,CAUTION,BLOCKED,REVERSE
2026-04-16,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",-0.038,CAUTION,BLOCKED,NORMAL
2026-04-17,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.123,CAUTION,BLOCKED,REVERSE
2026-04-20,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.183,NEUTRAL,BLOCKED,REVERSE
2026-04-21,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.366,CAUTION,BLOCKED,REVERSE
2026-04-22,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.462,CAUTION,BLOCKED,REVERSE
2026-04-23,Banks vs IT,"HDFCBANK,ICICIBANK","TCS,INFY,WIPRO",0.437,NEUTRAL,BLOCKED,REVERSE
2026-02-24,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.317,EUPHORIA,BLOCKED,REVERSE
2026-02-25,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.374,NEUTRAL,BLOCKED,REVERSE
2026-02-26,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.38,CAUTION,BLOCKED,REVERSE
2026-02-27,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.329,RISK-OFF,BLOCKED,REVERSE
2026-03-02,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.423,CAUTION,BLOCKED,REVERSE
2026-03-03,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.372,RISK-OFF,BLOCKED,REVERSE
2026-03-04,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.943,EUPHORIA,BLOCKED,REVERSE
2026-03-05,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.923,RISK-OFF,BLOCKED,REVERSE
2026-03-06,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.081,RISK-OFF,BLOCKED,REVERSE
2026-03-09,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.994,EUPHORIA,BLOCKED,REVERSE
2026-03-10,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.151,RISK-ON,BLOCKED,REVERSE
2026-03-11,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.979,CAUTION,BLOCKED,REVERSE
2026-03-12,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.912,RISK-OFF,BLOCKED,REVERSE
2026-03-13,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.875,NEUTRAL,BLOCKED,REVERSE
2026-03-16,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.945,EUPHORIA,BLOCKED,REVERSE
2026-03-17,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.032,RISK-ON,BLOCKED,REVERSE
2026-03-18,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.328,RISK-OFF,BLOCKED,REVERSE
2026-03-19,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.956,RISK-ON,BLOCKED,REVERSE
2026-03-20,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.148,RISK-OFF,BLOCKED,REVERSE
2026-03-23,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.848,EUPHORIA,BLOCKED,REVERSE
2026-03-24,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.1,CAUTION,BLOCKED,REVERSE
2026-03-25,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.212,RISK-ON,BLOCKED,REVERSE
2026-03-26,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.177,CAUTION,BLOCKED,REVERSE
2026-03-27,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.918,RISK-OFF,BLOCKED,REVERSE
2026-03-30,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.472,EUPHORIA,BLOCKED,REVERSE
2026-03-31,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.447,EUPHORIA,BLOCKED,REVERSE
2026-04-01,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.617,RISK-ON,BLOCKED,REVERSE
2026-04-02,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.314,NEUTRAL,BLOCKED,REVERSE
2026-04-03,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.291,NEUTRAL,BLOCKED,REVERSE
2026-04-06,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.379,NEUTRAL,BLOCKED,REVERSE
2026-04-07,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.146,CAUTION,BLOCKED,REVERSE
2026-04-08,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.41,EUPHORIA,BLOCKED,REVERSE
2026-04-09,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.183,EUPHORIA,BLOCKED,REVERSE
2026-04-10,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,0.651,EUPHORIA,BLOCKED,REVERSE
2026-04-13,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.826,RISK-ON,BLOCKED,REVERSE
2026-04-14,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.788,NEUTRAL,BLOCKED,REVERSE
2026-04-15,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.978,CAUTION,BLOCKED,REVERSE
2026-04-16,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.653,CAUTION,BLOCKED,REVERSE
2026-04-17,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.444,CAUTION,BLOCKED,REVERSE
2026-04-20,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.348,NEUTRAL,BLOCKED,REVERSE
2026-04-21,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.415,CAUTION,BLOCKED,REVERSE
2026-04-22,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.494,CAUTION,BLOCKED,REVERSE
2026-04-23,EV Plays vs ICE Auto,"TMPV,M&M",MARUTI,1.528,NEUTRAL,BLOCKED,REVERSE
2026-02-24,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,0.21,EUPHORIA,BLOCKED,REVERSE
2026-02-25,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.266,NEUTRAL,BLOCKED,NORMAL
2026-02-26,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.202,CAUTION,BLOCKED,NORMAL
2026-02-27,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.148,RISK-OFF,BLOCKED,NORMAL
2026-03-02,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.127,CAUTION,BLOCKED,NORMAL
2026-03-03,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.14,RISK-OFF,BLOCKED,NORMAL
2026-03-04,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.33,EUPHORIA,BLOCKED,NORMAL
2026-03-05,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.239,RISK-OFF,BLOCKED,NORMAL
2026-03-06,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.311,RISK-OFF,BLOCKED,NORMAL
2026-03-09,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.82,EUPHORIA,BLOCKED,NORMAL
2026-03-10,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.295,RISK-ON,BLOCKED,NORMAL
2026-03-11,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.373,CAUTION,BLOCKED,NORMAL
2026-03-12,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-1.386,RISK-OFF,BLOCKED,NORMAL
2026-03-13,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-1.964,NEUTRAL,BLOCKED,NORMAL
2026-03-16,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-1.509,EUPHORIA,BLOCKED,NORMAL
2026-03-17,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-1.31,RISK-ON,BLOCKED,NORMAL
2026-03-18,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-1.357,RISK-OFF,BLOCKED,NORMAL
2026-03-19,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-1.549,RISK-ON,BLOCKED,NORMAL
2026-03-20,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-1.294,RISK-OFF,BLOCKED,NORMAL
2026-03-23,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-1.456,EUPHORIA,BLOCKED,NORMAL
2026-03-24,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.49,CAUTION,BLOCKED,NORMAL
2026-03-25,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.489,RISK-ON,BLOCKED,NORMAL
2026-03-26,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.487,CAUTION,BLOCKED,NORMAL
2026-03-27,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.229,RISK-OFF,BLOCKED,NORMAL
2026-03-30,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,0.04,EUPHORIA,BLOCKED,REVERSE
2026-03-31,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,0.029,EUPHORIA,BLOCKED,REVERSE
2026-04-01,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.518,RISK-ON,BLOCKED,NORMAL
2026-04-02,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.57,NEUTRAL,BLOCKED,NORMAL
2026-04-03,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.575,NEUTRAL,BLOCKED,NORMAL
2026-04-06,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.735,NEUTRAL,BLOCKED,NORMAL
2026-04-07,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-0.764,CAUTION,BLOCKED,NORMAL
2026-04-08,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-1.251,EUPHORIA,BLOCKED,NORMAL
2026-04-09,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-1.653,EUPHORIA,BLOCKED,NORMAL
2026-04-10,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-1.674,EUPHORIA,BLOCKED,NORMAL
2026-04-13,Infra Capex Beneficiaries,"ULTRACEMCO,AMBUJACEM",ADANIENT,-2.206,RISK-ON,OPEN,NORMAL
