date,ticker,side,score,regime,transition,prev_regime,hit_rate,episodes,tradeable_rate,persistence_rate
2026-04-20,LODHA,LONG,0.067529,NEUTRAL,CAUTION->NEUTRAL,CAUTION,0.7143,9,1.0,0.5714
2026-04-20,LTM,SHORT,-0.053318,NEUTRAL,RISK-ON->NEUTRAL,CAUTION,0.0,2,1.0,1.0
2026-04-20,TMPV,SHORT,-0.050269,NEUTRAL,CAUTION->NEUTRAL,CAUTION,0.0,3,1.0,0.0
2026-04-20,CONCOR,SHORT,-0.044644,NEUTRAL,RISK-ON->NEUTRAL,CAUTION,0.2917,24,0.9583,0.375
2026-04-20,NMDC,SHORT,-0.035561,NEUTRAL,RISK-ON->NEUTRAL,CAUTION,0.3333,24,0.9167,0.4167
2026-04-20,ANGELONE,SHORT,-0.035255,NEUTRAL,RISK-ON->NEUTRAL,CAUTION,0.1667,24,0.9167,0.5
2026-04-21,KAYNES,LONG,0.415615,CAUTION,RISK-ON->CAUTION,NEUTRAL,1.0,1,1.0,0.0
2026-04-21,PGEL,LONG,0.337624,CAUTION,RISK-ON->CAUTION,NEUTRAL,1.0,1,1.0,0.0
2026-04-21,MOTILALOFS,LONG,0.232066,CAUTION,RISK-ON->CAUTION,NEUTRAL,1.0,1,1.0,0.0
2026-04-21,MCX,LONG,0.230761,CAUTION,RISK-ON->CAUTION,NEUTRAL,1.0,1,1.0,0.0
2026-04-21,DIXON,LONG,0.223632,CAUTION,RISK-ON->CAUTION,NEUTRAL,1.0,1,1.0,0.0
2026-04-21,TMPV,SHORT,-0.06631,CAUTION,NEUTRAL->CAUTION,NEUTRAL,0.0,4,1.0,1.0
2026-04-21,MUTHOOTFIN,SHORT,-0.046047,CAUTION,RISK-ON->CAUTION,NEUTRAL,0.0,1,0.0,1.0
2026-04-21,AMBER,SHORT,-0.038601,CAUTION,NEUTRAL->CAUTION,NEUTRAL,0.2857,9,0.8571,0.4286
2026-04-21,SHREECEM,SHORT,-0.032834,CAUTION,NEUTRAL->CAUTION,NEUTRAL,0.2857,9,1.0,0.7143
2026-04-21,VOLTAS,SHORT,-0.032305,CAUTION,NEUTRAL->CAUTION,NEUTRAL,0.0,9,0.7143,0.7143
2026-04-23,KFINTECH,LONG,0.086171,NEUTRAL,CAUTION->NEUTRAL,CAUTION,0.8571,9,0.5714,0.8571
2026-04-23,PREMIERENE,LONG,0.073442,NEUTRAL,CAUTION->NEUTRAL,CAUTION,1.0,7,0.8,1.0
2026-04-23,WAAREEENER,LONG,0.071368,NEUTRAL,CAUTION->NEUTRAL,CAUTION,1.0,7,1.0,1.0
2026-04-23,NAM-INDIA,LONG,0.070526,NEUTRAL,CAUTION->NEUTRAL,CAUTION,1.0,9,1.0,0.8571
2026-04-23,LODHA,LONG,0.067529,NEUTRAL,CAUTION->NEUTRAL,CAUTION,0.7143,9,1.0,0.5714
2026-04-23,LTM,SHORT,-0.053318,NEUTRAL,RISK-ON->NEUTRAL,CAUTION,0.0,2,1.0,1.0
2026-04-23,TMPV,SHORT,-0.050269,NEUTRAL,CAUTION->NEUTRAL,CAUTION,0.0,3,1.0,0.0
2026-04-23,CONCOR,SHORT,-0.044644,NEUTRAL,RISK-ON->NEUTRAL,CAUTION,0.2917,24,0.9583,0.375
2026-04-23,NMDC,SHORT,-0.035561,NEUTRAL,RISK-ON->NEUTRAL,CAUTION,0.3333,24,0.9167,0.4167
2026-04-23,ANGELONE,SHORT,-0.035255,NEUTRAL,RISK-ON->NEUTRAL,CAUTION,0.1667,24,0.9167,0.5
