trigger_id,ticker,sector,side,date,snap_t,entry_px,horizon_D,variant,exit_dt,exit_px,holding_days,outcome,bps_gross,bps_net_s1,bps_net_s1_on
,MCX,Capital_Markets,SHORT,2022-04-28,12:15:00,1361.050000,3,VWAP_TOUCH,2022-04-29 09:20:00,1406.416626,1,VWAP_TOUCH,-333.3208,-363.3208,-368.3208
,MCX,Capital_Markets,SHORT,2022-04-28,12:15:00,1361.050000,3,CLOSE,2022-05-04 15:25:00,1354.000000,3,FORCED_CLOSE,51.7982,21.7982,6.7982
,MCX,Capital_Markets,SHORT,2022-04-28,12:15:00,1361.050000,4,VWAP_TOUCH,2022-04-29 09:20:00,1406.416626,1,VWAP_TOUCH,-333.3208,-363.3208,-368.3208
,MCX,Capital_Markets,SHORT,2022-04-28,12:15:00,1361.050000,4,CLOSE,2022-05-05 15:25:00,1308.900024,4,FORCED_CLOSE,383.1599,353.1599,333.1599
,MCX,Capital_Markets,SHORT,2022-04-28,12:15:00,1361.050000,5,VWAP_TOUCH,2022-04-29 09:20:00,1406.416626,1,VWAP_TOUCH,-333.3208,-363.3208,-368.3208
,MCX,Capital_Markets,SHORT,2022-04-28,12:15:00,1361.050000,5,CLOSE,2022-05-06 15:25:00,1269.000000,5,FORCED_CLOSE,676.3161,646.3161,621.3161
,MCX,Capital_Markets,SHORT,2022-04-29,11:45:00,1430.100000,0,VWAP_TOUCH,2022-04-29 15:25:00,1431.500000,0,FORCE_CLOSE_NO_TOUCH,-9.7895,-39.7895,-39.7895
,MCX,Capital_Markets,SHORT,2022-04-29,11:45:00,1430.100000,0,CLOSE,2022-04-29 15:25:00,1431.500000,0,FORCED_CLOSE,-9.7895,-39.7895,-39.7895
,MCX,Capital_Markets,SHORT,2022-04-29,11:45:00,1430.100000,1,VWAP_TOUCH,2022-05-02 09:20:00,1412.816690,1,VWAP_TOUCH,120.8539,90.8539,85.8539
,MCX,Capital_Markets,SHORT,2022-04-29,11:45:00,1430.100000,1,CLOSE,2022-05-02 15:25:00,1430.599975,1,FORCED_CLOSE,-3.4961,-33.4961,-38.4961
,MCX,Capital_Markets,SHORT,2022-04-29,11:45:00,1430.100000,2,VWAP_TOUCH,2022-05-02 09:20:00,1412.816690,1,VWAP_TOUCH,120.8539,90.8539,85.8539
,MCX,Capital_Markets,SHORT,2022-04-29,11:45:00,1430.100000,2,CLOSE,2022-05-04 15:25:00,1354.000000,2,FORCED_CLOSE,532.1306,502.1306,492.1306
,MCX,Capital_Markets,SHORT,2022-04-29,11:45:00,1430.100000,3,VWAP_TOUCH,2022-05-02 09:20:00,1412.816690,1,VWAP_TOUCH,120.8539,90.8539,85.8539
,MCX,Capital_Markets,SHORT,2022-04-29,11:45:00,1430.100000,3,CLOSE,2022-05-05 15:25:00,1308.900024,3,FORCED_CLOSE,847.4930,817.4930,802.4930
,MCX,Capital_Markets,SHORT,2022-04-29,11:45:00,1430.100000,4,VWAP_TOUCH,2022-05-02 09:20:00,1412.816690,1,VWAP_TOUCH,120.8539,90.8539,85.8539
,MCX,Capital_Markets,SHORT,2022-04-29,11:45:00,1430.100000,4,CLOSE,2022-05-06 15:25:00,1269.000000,4,FORCED_CLOSE,1126.4947,1096.4947,1076.4947
,MCX,Capital_Markets,SHORT,2022-04-29,11:45:00,1430.100000,5,VWAP_TOUCH,2022-05-02 09:20:00,1412.816690,1,VWAP_TOUCH,120.8539,90.8539,85.8539
,MCX,Capital_Markets,SHORT,2022-04-29,11:45:00,1430.100000,5,CLOSE,2022-05-09 15:25:00,1242.000000,5,FORCED_CLOSE,1315.2926,1285.2926,1260.2926
,MCX,Capital_Markets,SHORT,2022-05-02,14:00:00,1427.300000,0,VWAP_TOUCH,2022-05-02 14:25:00,1409.585746,0,VWAP_TOUCH,124.1102,94.1102,94.1102
,MCX,Capital_Markets,SHORT,2022-05-02,14:00:00,1427.300000,0,CLOSE,2022-05-02 15:25:00,1430.599975,0,FORCED_CLOSE,-23.1204,-53.1204,-53.1204
,MCX,Capital_Markets,SHORT,2022-05-02,14:00:00,1427.300000,1,VWAP_TOUCH,2022-05-02 14:25:00,1409.585746,0,VWAP_TOUCH,124.1102,94.1102,94.1102
,MCX,Capital_Markets,SHORT,2022-05-02,14:00:00,1427.300000,1,CLOSE,2022-05-04 15:25:00,1354.000000,1,FORCED_CLOSE,513.5571,483.5571,478.5571
,MCX,Capital_Markets,SHORT,2022-05-02,14:00:00,1427.300000,2,VWAP_TOUCH,2022-05-02 14:25:00,1409.585746,0,VWAP_TOUCH,124.1102,94.1102,94.1102
,MCX,Capital_Markets,SHORT,2022-05-02,14:00:00,1427.300000,2,CLOSE,2022-05-05 15:25:00,1308.900024,2,FORCED_CLOSE,829.5381,799.5381,789.5381
,MCX,Capital_Markets,SHORT,2022-05-02,14:00:00,1427.300000,3,VWAP_TOUCH,2022-05-02 14:25:00,1409.585746,0,VWAP_TOUCH,124.1102,94.1102,94.1102
