date,signal,refit_anchor,refit_id,zone,direction
2025-12-01,25.83097506079319,2025-12-01,1,EUPHORIA,UP
2025-12-02,20.032250730859108,2025-12-01,1,RISK-ON,UP
2025-12-03,13.9142127278188,2025-12-01,1,RISK-ON,UP
2025-12-04,17.90132292310267,2025-12-01,1,RISK-ON,UP
2025-12-05,19.579577874118137,2025-12-01,1,RISK-ON,UP
2025-12-08,0.5843508853872721,2025-12-08,2,NEUTRAL,UP
2025-12-09,1.2301594921616568,2025-12-08,2,NEUTRAL,UP
2025-12-10,0.6223105354396758,2025-12-08,2,NEUTRAL,UP
2025-12-11,0.3848633306833122,2025-12-08,2,NEUTRAL,UP
2025-12-12,2.2968458389255826,2025-12-08,2,NEUTRAL,UP
2025-12-15,1.076593140322978,2025-12-15,3,NEUTRAL,UP
2025-12-16,0.9864026899138203,2025-12-15,3,NEUTRAL,UP
2025-12-17,0.5215458498703687,2025-12-15,3,NEUTRAL,UP
2025-12-18,0.2153848588460334,2025-12-15,3,NEUTRAL,UP
2025-12-19,0.06985120937904529,2025-12-15,3,NEUTRAL,UP
2025-12-22,0.4711659376247632,2025-12-22,4,NEUTRAL,UP
2025-12-23,4.599460804823064,2025-12-22,4,NEUTRAL,UP
2025-12-24,5.791943286593714,2025-12-22,4,NEUTRAL,UP
2025-12-26,5.451308180422427,2025-12-22,4,NEUTRAL,UP
2025-12-29,5.4175560023445515,2025-12-22,4,NEUTRAL,UP
2025-12-30,4.583083004600866,2025-12-30,5,NEUTRAL,UP
2025-12-31,4.316865424165886,2025-12-30,5,NEUTRAL,UP
2026-01-01,5.672040776397788,2025-12-30,5,NEUTRAL,UP
2026-01-02,5.9754938037492344,2025-12-30,5,NEUTRAL,UP
2026-01-05,4.370919735374774,2025-12-30,5,NEUTRAL,UP
2026-01-06,0.3074270429461679,2026-01-06,6,NEUTRAL,UP
2026-01-07,-1.3385019858662481,2026-01-06,6,NEUTRAL,DOWN
2026-01-08,-0.21855889366404138,2026-01-06,6,NEUTRAL,DOWN
2026-01-09,-0.6517811134204078,2026-01-06,6,NEUTRAL,DOWN
2026-01-12,-0.6355045451257718,2026-01-06,6,NEUTRAL,DOWN
2026-01-13,29.257943107826616,2026-01-13,7,EUPHORIA,UP
2026-01-14,-2.889666420293711,2026-01-13,7,NEUTRAL,DOWN
2026-01-16,-10.315171586834621,2026-01-13,7,CAUTION,DOWN
2026-01-19,-1.1352933766716478,2026-01-13,7,NEUTRAL,DOWN
2026-01-20,17.96622805235407,2026-01-13,7,RISK-ON,UP
2026-01-21,-0.1297453768011691,2026-01-21,8,NEUTRAL,DOWN
2026-01-22,2.3078737102222764,2026-01-21,8,NEUTRAL,UP
2026-01-23,4.465278817809225,2026-01-21,8,NEUTRAL,UP
2026-01-27,3.4815980302760283,2026-01-21,8,NEUTRAL,UP
2026-01-28,9.158893990297528,2026-01-21,8,NEUTRAL,UP
2026-01-29,3.8543805436912493,2026-01-29,9,NEUTRAL,UP
2026-01-30,4.284279748234048,2026-01-29,9,NEUTRAL,UP
2026-02-02,4.034352159818097,2026-01-29,9,NEUTRAL,UP
2026-02-03,2.688030148793015,2026-01-29,9,NEUTRAL,UP
2026-02-04,2.5935617322023603,2026-01-29,9,NEUTRAL,UP
2026-02-05,21.21232302408453,2026-02-05,10,RISK-ON,UP
2026-02-06,16.145656501265265,2026-02-05,10,RISK-ON,UP
2026-02-09,8.775527381946846,2026-02-05,10,NEUTRAL,UP
2026-02-10,8.970788575235286,2026-02-05,10,NEUTRAL,UP
2026-02-11,9.890248553673313,2026-02-05,10,NEUTRAL,UP
2026-02-12,0.16775677870165406,2026-02-12,11,NEUTRAL,UP
2026-02-13,0.08494616812713826,2026-02-12,11,NEUTRAL,UP
2026-02-16,0.05429119620921515,2026-02-12,11,NEUTRAL,UP
2026-02-17,-0.005911794118958549,2026-02-12,11,NEUTRAL,DOWN
2026-02-18,-0.10322598236376059,2026-02-12,11,NEUTRAL,DOWN
2026-02-19,29.353683622618316,2026-02-19,12,EUPHORIA,UP
2026-02-20,33.85267196727739,2026-02-19,12,EUPHORIA,UP
2026-02-23,5.404355316948307,2026-02-19,12,NEUTRAL,UP
2026-02-24,17.355393915780052,2026-02-19,12,RISK-ON,UP
2026-02-25,18.959425898194684,2026-02-19,12,RISK-ON,UP
2026-02-26,0.9892469939236608,2026-02-26,13,NEUTRAL,UP
2026-02-27,2.28085898964569,2026-02-26,13,NEUTRAL,UP
2026-03-02,3.651540605283309,2026-02-26,13,NEUTRAL,UP
2026-03-04,0.9300408860605156,2026-02-26,13,NEUTRAL,UP
2026-03-05,-0.41192554865409114,2026-02-26,13,NEUTRAL,DOWN
2026-03-06,0.859849164559397,2026-03-06,14,NEUTRAL,UP
2026-03-09,-0.8367858098998774,2026-03-06,14,NEUTRAL,DOWN
2026-03-10,-0.22278252509724056,2026-03-06,14,NEUTRAL,DOWN
2026-03-11,0.8747922569673603,2026-03-06,14,NEUTRAL,UP
2026-03-12,-0.26921384758196526,2026-03-06,14,NEUTRAL,DOWN
2026-03-13,-3.678974312546713,2026-03-13,15,NEUTRAL,DOWN
2026-03-16,-3.16651877393579,2026-03-13,15,NEUTRAL,DOWN
2026-03-17,-2.653548009393078,2026-03-13,15,NEUTRAL,DOWN
2026-03-18,-1.9087976056463285,2026-03-13,15,NEUTRAL,DOWN
2026-03-19,-2.3523032594565874,2026-03-13,15,NEUTRAL,DOWN
2026-03-20,2.7685242989809695,2026-03-20,16,NEUTRAL,UP
2026-03-23,2.2234414520439163,2026-03-20,16,NEUTRAL,UP
2026-03-24,0.6719361388156346,2026-03-20,16,NEUTRAL,UP
2026-03-25,-0.7404624343981674,2026-03-20,16,NEUTRAL,DOWN
2026-03-27,-0.7359185711317572,2026-03-20,16,NEUTRAL,DOWN
2026-03-30,-0.7365837114046895,2026-03-30,17,NEUTRAL,DOWN
2026-04-01,-1.1558981945953946,2026-03-30,17,NEUTRAL,DOWN
2026-04-02,0.18940172766937294,2026-03-30,17,NEUTRAL,UP
2026-04-06,-0.26004148305892494,2026-03-30,17,NEUTRAL,DOWN
2026-04-07,0.013104884401222561,2026-03-30,17,NEUTRAL,UP
2026-04-08,2.8277816275341987,2026-04-08,18,NEUTRAL,UP
2026-04-09,5.39266517669173,2026-04-08,18,NEUTRAL,UP
2026-04-10,2.22602266605739,2026-04-08,18,NEUTRAL,UP
2026-04-13,3.189251395163097,2026-04-08,18,NEUTRAL,UP
2026-04-15,2.6377014854779253,2026-04-08,18,NEUTRAL,UP
2026-04-16,34.32309963377677,2026-04-16,19,EUPHORIA,UP
2026-04-17,-8.443682845899016,2026-04-16,19,CAUTION,DOWN
2026-04-20,10.841090153558785,2026-04-16,19,NEUTRAL,UP
2026-04-21,12.266588071876628,2026-04-16,19,NEUTRAL,UP
2026-04-22,13.026328010300697,2026-04-16,19,NEUTRAL,UP
