symbol,event_date,sector,volume_z,short_mom_bps,med_mom_bps,long_mom_bps,peer_drift_bps,sector_drift_bps,peer_dispersion_bps,realized_vol_21d_pct,vix_t1,usdinr_change_5d_bps,in10y_change_5d_bps,trust_score_pct,trust_tier,liq_decile,dte_monthly_exp,quarter,stock_event_ret_bps,sector_event_ret_bps,excess_event_ret_bps,direction_proxy,regime,ret_h1_bps,ret_h3_bps,ret_h5_bps,ret_h10_bps,ret_h21_bps
TECHM,2023-10-25,IT_Services,-0.2628,-347.78,-1144.52,1790.54,-405.82,-405.82,285.19,21.5639,,-18.2,5.4,33.6,LOW,4,1,4,-119.38,-2.38,-117.0,MISS_LIKE,NEUTRAL,-119.38,-306.24,-197.24,47.04,588.3
TECHM,2024-01-24,IT_Services,0.7079,350.27,717.56,1314.01,-70.87,-70.87,868.57,27.4868,,7.94,2.8,33.6,LOW,4,1,1,302.2,136.31,165.89,BEAT_LIKE,NEUTRAL,302.2,-382.69,-241.47,-355.98,-282.08
TECHM,2024-04-25,IT_Services,-0.0482,51.29,-756.58,7.37,-123.34,-123.34,376.2,19.8358,,-25.75,0.6,33.6,LOW,4,0,2,38.8,4.9,33.9,BEAT_LIKE,NEUTRAL,38.8,865.31,684.83,703.38,1214.47
UNIONBANK,2021-11-02,Banks,0.3567,-331.61,2798.35,3720.59,-358.83,-358.83,542.85,73.3304,,-14.01,2.5,100.0,HIGH,8,23,4,568.06,243.44,324.62,BEAT_LIKE,RISK-ON,568.06,535.91,1586.28,42.87,-75.03
UNIONBANK,2022-02-07,Banks,1.2816,126.58,389.61,3296.4,223.1,223.1,279.01,48.0416,,11.95,19.5,100.0,HIGH,8,17,1,-83.33,-80.72,-2.61,MISS_LIKE,NEUTRAL,-83.33,-166.67,-354.17,-968.75,-1989.58
UNIONBANK,2022-05-13,Banks,-0.437,-546.22,-2232.45,-3755.78,-678.48,-678.48,403.01,24.723,,59.26,-20.7,100.0,HIGH,8,13,2,711.11,86.14,624.98,BEAT_LIKE,NEUTRAL,711.11,933.33,518.52,548.15,1022.22
UNIONBANK,2022-07-26,Banks,-0.1246,13.19,873.93,-812.31,222.38,222.38,313.23,20.8659,,-18.34,-4.3,100.0,HIGH,8,2,3,-210.8,-120.72,-90.09,MISS_LIKE,NEUTRAL,-210.8,52.7,197.63,223.98,1146.25
UNIONBANK,2022-10-20,Banks,-0.2068,731.71,-242.87,1908.83,547.86,547.86,277.27,38.8472,,100.8,2.9,100.0,HIGH,8,7,4,227.27,-10.05,237.32,BEAT_LIKE,NEUTRAL,227.27,573.59,1450.22,1666.67,6482.68
UNIONBANK,2023-01-20,Banks,-0.8262,361.9,715.69,11818.18,-147.33,-147.33,220.08,84.412,,-4.92,1.4,100.0,HIGH,8,6,1,-42.89,-0.94,-41.95,MISS_LIKE,NEUTRAL,-42.89,-116.42,-821.08,-943.63,-1372.55
UNIONBANK,2023-05-08,Banks,-0.1305,72.51,1276.75,4524.71,-93.93,-93.93,323.25,27.905,,-2.45,-10.2,100.0,HIGH,8,17,2,-327.22,53.63,-380.85,MISS_LIKE,CAUTION,-327.22,-785.34,-647.91,-922.77,-497.38
UNIONBANK,2023-07-20,Banks,0.7297,519.48,2004.24,800.0,297.91,297.91,251.37,24.305,,0.61,0.1,100.0,HIGH,8,7,3,217.52,91.49,126.03,BEAT_LIKE,RISK-ON,217.52,423.28,699.59,677.0,1485.22
UNIONBANK,2023-10-27,Banks,-0.3149,-756.1,-496.49,3076.13,-555.17,-555.17,296.97,47.9146,,17.5,-0.3,100.0,HIGH,8,34,4,543.54,256.69,286.84,BEAT_LIKE,NEUTRAL,543.54,722.95,1171.5,970.98,1419.52
UNIONBANK,2024-01-23,Banks,0.5877,134.23,1463.52,6516.84,-245.11,-245.11,425.79,26.2952,,32.22,3.6,100.0,HIGH,8,2,1,298.01,-264.89,562.9,BEAT_LIKE,NEUTRAL,298.01,327.45,375.28,665.93,676.97
WIPRO,2022-01-12,IT_Services,0.0589,-271.2,730.41,3200.53,24.56,24.56,604.28,24.455,,-62.93,6.2,83.7,HIGH,9,15,1,-40.34,52.16,-92.5,MISS_LIKE,NEUTRAL,-40.34,-782.97,-876.61,-1880.49,-1722.48
WIPRO,2022-04-29,IT_Services,-0.7969,-281.76,-1254.77,-2101.2,-131.48,-131.48,437.77,21.8074,,25.5,-1.2,83.7,HIGH,9,27,2,-263.13,-56.06,-207.08,MISS_LIKE,NEUTRAL,-263.13,-589.42,-716.68,-1031.48,-886.04
WIPRO,2022-07-20,IT_Services,0.0081,-25.82,-458.66,-3664.38,67.73,67.73,397.06,25.1722,,23.22,9.7,83.7,HIGH,9,8,3,159.01,272.98,-113.97,MISS_LIKE,NEUTRAL,159.01,128.19,-11.09,590.41,660.67
WIPRO,2022-10-12,IT_Services,0.0705,-27.13,-417.06,-3071.19,-41.12,-41.12,267.02,20.1758,,97.57,6.4,83.7,HIGH,9,15,4,87.79,47.89,39.9,BEAT_LIKE,NEUTRAL,87.79,-670.13,-620.67,-488.38,-116.22
WIPRO,2023-01-13,IT_Services,-0.3421,327.23,-17.71,-299.98,167.2,167.2,252.28,19.1432,,-141.6,-8.7,83.7,HIGH,9,13,1,-15.21,8.54,-23.75,MISS_LIKE,NEUTRAL,-15.21,46.9,225.6,114.84,179.64
WIPRO,2023-04-27,IT_Services,0.5358,322.45,361.0,-185.01,226.3,226.3,285.78,20.8176,,-46.26,-10.4,83.7,HIGH,9,0,2,-4.01,198.26,-202.27,MISS_LIKE,RISK-ON,-4.01,368.44,244.29,269.66,724.87
WIPRO,2023-07-13,IT_Services,-0.2598,-109.79,-93.54,283.12,-199.65,-199.65,228.97,15.3038,,-94.36,-2.9,83.7,HIGH,9,14,3,62.52,148.7,-86.18,MISS_LIKE,NEUTRAL,62.52,597.17,666.07,278.17,683.93
WIPRO,2023-10-18,IT_Services,-0.052,-231.51,-672.26,1182.39,-70.12,-70.12,288.25,19.8638,,10.22,2.1,83.7,HIGH,9,8,4,-96.01,-81.58,-14.43,MISS_LIKE,NEUTRAL,-96.01,-475.21,-718.28,-740.16,-388.92
WIPRO,2024-01-12,IT_Services,-0.1404,-183.97,680.33,1432.22,33.58,33.58,280.06,32.6542,,-7.7,-7.0,83.7,HIGH,9,13,1,384.87,347.7,37.18,BEAT_LIKE,NEUTRAL,384.87,821.06,768.63,575.83,1438.89
WIPRO,2024-04-19,IT_Services,-0.0727,-690.34,-1405.22,573.38,-535.08,-535.08,187.57,21.3156,,17.23,6.4,83.7,HIGH,9,6,2,189.04,-67.21,256.25,BEAT_LIKE,NEUTRAL,189.04,399.46,374.7,292.56,372.45
YESBANK,2022-01-24,Banks,-0.612,-248.23,377.36,536.4,-323.62,-323.62,202.53,27.7351,,20.79,-1.6,12.9,LOW,10,3,1,-218.18,-200.87,-17.31,MISS_LIKE,CAUTION,-218.18,-145.45,-327.27,145.45,-109.09
YESBANK,2022-05-02,Banks,-0.4699,-72.73,1142.86,459.77,28.68,28.68,245.69,56.811,,-27.69,9.6,12.9,LOW,10,24,2,109.89,-39.21,149.1,BEAT_LIKE,NEUTRAL,109.89,-109.89,-512.82,-695.97,-366.3
YESBANK,2022-07-25,Banks,0.8583,1011.24,1529.41,652.17,465.89,465.89,265.8,23.0817,,-21.25,-2.3,12.9,LOW,10,3,3,-306.12,-46.39,-259.73,MISS_LIKE,RISK-ON,-306.12,0.0,170.07,1326.53,1292.52
YESBANK,2022-10-24,Banks,-0.639,190.48,-417.91,1505.38,399.52,399.52,565.82,31.0411,,42.95,10.4,12.9,LOW,10,3,4,-186.92,56.29,-243.2,MISS_LIKE,NEUTRAL,-186.92,-186.92,-311.53,311.53,498.44
YESBANK,2023-01-23,Banks,-0.5692,-198.51,1318.05,3811.19,-182.01,-182.01,257.31,59.6335,,-82.24,2.0,12.9,LOW,10,3,1,-810.13,60.24,-870.37,MISS_LIKE,NEUTRAL,-810.13,-936.71,-1341.77,-1569.62,-1544.3
YESBANK,2023-04-24,Banks,0.2074,553.75,553.75,220.82,-59.22,-59.22,238.66,33.3531,,6.1,-6.2,12.9,LOW,10,3,2,-308.64,177.86,-486.51,MISS_LIKE,NEUTRAL,-308.64,-432.1,-308.64,-61.73,-401.23
YESBANK,2023-07-24,Banks,1.293,197.74,1281.25,-1019.9,154.75,154.75,258.41,24.3366,,-7.31,1.3,12.9,LOW,10,3,3,-360.11,-22.83,-337.28,MISS_LIKE,RISK-ON,-360.11,-581.72,-609.42,-609.42,-609.42
YESBANK,2023-10-23,Banks,-0.3258,146.63,-225.99,679.01,-197.41,-197.41,214.8,13.1677,,-4.21,3.2,12.9,LOW,10,3,4,-549.13,-302.73,-246.4,MISS_LIKE,NEUTRAL,-549.13,-809.25,-780.35,-346.82,1098.27
YESBANK,2024-01-29,Banks,-0.316,-40.08,1861.57,4281.61,-138.82,-138.82,382.17,40.9759,,0.24,-0.7,12.9,LOW,10,31,1,-201.21,134.19,-335.4,MISS_LIKE,NEUTRAL,-201.21,-301.81,-462.78,2635.81,160.97
YESBANK,2024-04-29,Banks,-0.2076,376.98,1104.03,5337.24,145.02,145.02,379.79,32.7708,,4.2,0.7,12.9,LOW,10,31,2,363.29,198.61,164.68,BEAT_LIKE,CAUTION,363.29,-267.69,-783.94,-1491.4,-1300.19
