symbol,event_date,sector,volume_z,short_mom_bps,med_mom_bps,long_mom_bps,peer_drift_bps,sector_drift_bps,peer_dispersion_bps,realized_vol_21d_pct,vix_t1,usdinr_change_5d_bps,in10y_change_5d_bps,trust_score_pct,trust_tier,liq_decile,dte_monthly_exp,quarter,stock_event_ret_bps,sector_event_ret_bps,excess_event_ret_bps,direction_proxy,regime,ret_h1_bps,ret_h3_bps,ret_h5_bps,ret_h10_bps,ret_h21_bps
MPHASIS,2022-10-20,IT_Services,-1.1272,109.51,176.57,-2536.84,-2.18,-2.18,402.6,24.6171,,100.8,2.9,96.2,HIGH,2,7,4,179.91,68.04,111.87,BEAT_LIKE,NEUTRAL,179.91,-338.71,-661.31,-567.68,-872.5
MPHASIS,2023-01-19,IT_Services,-0.6403,162.08,447.6,-464.65,58.19,58.19,304.94,20.7467,,41.3,3.9,96.2,HIGH,2,7,1,99.17,23.36,75.8,BEAT_LIKE,NEUTRAL,99.17,57.4,112.11,238.15,925.72
MPHASIS,2023-07-20,IT_Services,4.5524,1288.11,1822.52,946.83,430.98,430.98,290.88,29.3836,,0.61,0.1,96.2,HIGH,2,7,3,203.24,-35.13,238.37,BEAT_LIKE,RISK-ON,203.24,473.78,390.13,176.05,558.81
MPHASIS,2023-10-19,IT_Services,-0.0957,-817.03,-921.1,2979.7,-59.36,-59.36,276.88,23.7557,,0.6,5.1,96.2,HIGH,2,7,4,24.39,19.6,4.79,BEAT_LIKE,NEUTRAL,24.39,-594.4,-664.46,-299.31,417.92
MPHASIS,2024-02-01,IT_Services,-0.0004,127.64,-505.51,1392.18,-2.67,-2.67,305.77,31.5704,,-4.21,-3.7,96.2,HIGH,2,28,1,6.35,-64.83,71.18,BEAT_LIKE,NEUTRAL,6.35,-376.56,-29.06,-148.74,72.54
MPHASIS,2024-04-25,IT_Services,-0.2863,-397.83,-793.44,-206.26,-99.7,-99.7,372.3,26.3254,,-25.75,0.6,96.2,HIGH,2,0,2,-63.29,10.27,-73.57,MISS_LIKE,NEUTRAL,-63.29,433.92,338.31,26.07,880.99
NAUKRI,2021-11-15,IT_Services,-0.4316,406.84,-586.84,4951.75,367.25,367.25,628.41,43.8124,,57.59,6.7,57.5,MEDIUM,4,10,4,-99.59,56.98,-156.56,MISS_LIKE,NEUTRAL,-99.59,216.19,-522.28,-875.05,-1624.05
NAUKRI,2022-01-28,IT_Services,2.6844,-1222.76,-1945.65,-1626.87,-1191.89,-1191.89,715.83,40.0807,,99.59,13.8,57.5,MEDIUM,4,27,1,27.19,240.52,-213.32,MISS_LIKE,NEUTRAL,27.19,1379.33,1368.52,1125.02,128.58
NAUKRI,2022-05-27,IT_Services,0.3844,171.35,-2077.27,-4044.65,-374.77,-374.77,305.41,51.1908,,-29.4,-6.5,57.5,MEDIUM,4,34,2,404.54,329.66,74.88,BEAT_LIKE,NEUTRAL,404.54,1731.7,1051.78,650.62,1042.06
NAUKRI,2022-08-12,IT_Services,-0.2649,337.13,1338.34,-1041.1,156.73,156.73,249.91,40.5039,,53.05,11.0,57.5,MEDIUM,4,13,3,71.91,16.3,55.6,BEAT_LIKE,NEUTRAL,71.91,182.21,131.37,90.43,-68.55
NAUKRI,2022-11-11,IT_Services,-0.9271,-296.56,136.7,406.55,-54.26,-54.26,208.54,29.743,,-253.63,-13.6,57.5,MEDIUM,4,13,4,747.15,371.53,375.62,BEAT_LIKE,CAUTION,747.15,890.01,242.19,148.9,550.83
NAUKRI,2023-02-10,IT_Services,-0.0819,457.61,461.76,-947.05,384.2,384.2,475.74,20.432,,37.27,6.7,57.5,MEDIUM,4,13,1,-27.72,32.96,-60.68,MISS_LIKE,NEUTRAL,-27.72,-801.3,-615.52,-838.17,-1043.04
NAUKRI,2023-05-26,IT_Services,0.4042,186.21,679.02,121.32,174.95,174.95,220.08,23.2484,,-19.69,0.3,57.5,MEDIUM,4,34,2,762.5,115.27,647.22,BEAT_LIKE,RISK-ON,762.5,422.78,816.08,565.46,1042.34
NAUKRI,2023-08-11,IT_Services,0.3225,-485.2,71.93,2671.59,78.33,78.33,275.93,34.4017,,-6.29,-3.9,57.5,MEDIUM,4,20,3,-406.06,13.47,-419.53,MISS_LIKE,NEUTRAL,-406.06,-700.7,-989.55,-952.34,-301.42
NAUKRI,2023-11-07,IT_Services,-0.5192,556.53,234.16,1097.98,328.96,328.96,422.21,20.2431,,-7.26,-4.6,57.5,MEDIUM,4,23,4,66.1,-1.82,67.93,BEAT_LIKE,NEUTRAL,66.1,597.35,466.65,1014.66,1169.46
NAUKRI,2024-02-13,IT_Services,-0.0182,58.72,416.79,1449.96,77.92,77.92,314.71,28.329,,-11.08,0.5,57.5,MEDIUM,4,16,1,-84.65,16.9,-101.54,MISS_LIKE,NEUTRAL,-84.65,-415.52,-90.49,-241.78,-519.75
OFSS,2022-01-19,IT_Services,-0.2722,-521.9,-123.85,-228.63,-194.52,-194.52,554.96,20.2498,,104.0,3.4,0.0,LOW,1,8,1,42.97,-213.84,256.81,BEAT_LIKE,NEUTRAL,42.97,-766.26,-1244.64,-594.87,-925.85
OFSS,2022-05-04,IT_Services,-0.7229,-119.71,-234.69,-2093.18,-220.57,-220.57,301.59,18.2681,,-25.43,6.6,0.0,LOW,1,22,2,-206.36,-165.47,-40.89,MISS_LIKE,NEUTRAL,-206.36,38.68,193.38,-139.93,-87.56
OFSS,2022-07-20,IT_Services,-0.4391,110.13,431.64,-1600.29,60.18,60.18,397.48,25.1057,,23.22,9.7,0.0,LOW,1,8,3,70.46,277.9,-207.44,MISS_LIKE,NEUTRAL,70.46,-8.04,-445.77,186.65,315.51
OFSS,2022-10-19,IT_Services,-0.2657,108.83,-167.2,-1253.36,-13.92,-13.92,477.75,19.951,,14.85,-0.9,0.0,LOW,1,8,4,21.36,-91.35,112.71,BEAT_LIKE,NEUTRAL,21.36,-109.86,-115.96,105.11,426.9
OFSS,2023-01-18,IT_Services,-0.1965,268.65,362.63,-236.26,69.61,69.61,362.67,9.2647,,-0.86,4.2,0.0,LOW,1,8,1,-50.63,18.24,-68.87,MISS_LIKE,NEUTRAL,-50.63,-280.63,-34.02,-334.77,290.69
OFSS,2023-04-26,IT_Services,0.6889,392.72,645.61,1708.88,145.59,145.59,272.12,14.2483,,-35.25,-11.7,0.0,LOW,1,1,2,140.97,46.1,94.88,BEAT_LIKE,NEUTRAL,140.97,417.66,666.12,875.08,1102.7
OFSS,2023-07-26,IT_Services,-0.6659,-285.31,44.02,3221.22,-291.38,-291.38,331.83,23.3103,,-24.37,2.8,0.0,LOW,1,1,3,-120.31,-0.83,-119.48,MISS_LIKE,NEUTRAL,-120.31,-65.94,67.11,277.3,442.49
OFSS,2023-10-18,IT_Services,-0.2621,20.66,-298.79,3457.23,-84.13,-84.13,289.62,18.8004,,10.22,2.1,0.0,LOW,1,8,4,-92.07,-81.8,-10.27,MISS_LIKE,NEUTRAL,-92.07,-584.34,-505.81,-610.12,22.78
OFSS,2024-01-17,IT_Services,2.8915,1335.33,1228.71,2216.58,322.65,322.65,290.93,48.9916,,7.35,-3.2,0.0,LOW,1,8,1,352.75,13.29,339.46,BEAT_LIKE,NEUTRAL,352.75,3998.05,3438.81,3114.76,6115.74
OFSS,2024-04-24,IT_Services,-0.1672,-651.09,-1085.99,7890.54,-108.57,-108.57,336.99,27.4215,,-43.99,-2.6,0.0,LOW,1,1,2,16.4,-42.43,58.83,BEAT_LIKE,NEUTRAL,16.4,195.8,342.87,730.53,589.63
PERSISTENT,2022-01-20,IT_Services,-0.2422,-555.74,-599.94,5209.49,-401.85,-401.85,479.59,26.968,,65.21,3.7,38.3,LOW,2,7,1,-48.16,-123.08,74.93,BEAT_LIKE,NEUTRAL,-48.16,-471.26,-423.52,226.05,-914.26
PERSISTENT,2022-04-27,IT_Services,-0.2073,178.51,-1323.9,528.61,-85.22,-85.22,487.2,32.4353,,53.89,-5.2,38.3,LOW,2,1,2,49.42,-42.9,92.32,BEAT_LIKE,RISK-ON,49.42,650.13,136.06,-541.79,-1507.55
PERSISTENT,2022-07-21,IT_Services,0.826,1079.22,958.54,-1853.15,516.8,516.8,449.14,48.1205,,11.26,6.5,38.3,LOW,2,7,3,137.86,74.29,63.56,BEAT_LIKE,RISK-ON,137.86,261.77,-373.3,589.83,507.46
PERSISTENT,2022-10-19,IT_Services,-0.3877,257.27,1665.82,-1131.19,-22.16,-22.16,474.26,34.1137,,14.85,-0.9,38.3,LOW,2,8,4,-74.12,-86.05,11.93,BEAT_LIKE,NEUTRAL,-74.12,-65.58,377.79,167.62,121.01
PERSISTENT,2023-01-18,IT_Services,0.0412,127.98,164.87,2233.36,77.42,77.42,365.35,28.1454,,-0.86,4.2,38.3,LOW,2,8,1,-43.0,17.81,-60.81,MISS_LIKE,NEUTRAL,-43.0,872.08,1537.96,1851.82,2498.0
PERSISTENT,2023-04-24,IT_Services,0.4687,230.23,-562.97,1728.67,-3.57,-3.57,254.06,30.3953,,6.1,-6.2,38.3,LOW,2,3,2,327.69,76.92,250.77,BEAT_LIKE,NEUTRAL,327.69,397.2,1013.4,866.94,1508.13
PERSISTENT,2023-04-25,IT_Services,0.0486,199.05,-76.51,2203.45,-19.33,-19.33,272.66,32.1751,,-17.66,-11.0,38.3,LOW,2,2,2,67.31,20.71,46.6,BEAT_LIKE,NEUTRAL,67.31,317.18,694.68,569.07,1180.47
PERSISTENT,2023-07-20,IT_Services,1.9985,795.36,389.55,2966.67,458.35,458.35,342.49,25.9416,,0.61,0.1,38.3,LOW,2,7,3,-184.78,-13.57,-171.21,MISS_LIKE,RISK-ON,-184.78,-709.91,-923.48,-820.64,-558.51
PERSISTENT,2023-10-18,IT_Services,-0.0107,-85.58,-425.77,3174.39,-78.23,-78.23,290.61,20.3919,,10.22,2.1,38.3,LOW,2,8,4,7.18,-87.32,94.49,BEAT_LIKE,NEUTRAL,7.18,342.55,327.23,874.27,1182.15
PERSISTENT,2024-01-23,IT_Services,-0.2155,259.49,981.7,5306.88,65.67,65.67,886.48,22.7048,,32.22,3.6,38.3,LOW,2,2,1,494.11,-249.72,743.83,BEAT_LIKE,NEUTRAL,494.11,652.19,685.55,1027.73,871.92
PERSISTENT,2024-04-22,IT_Services,-0.6242,-234.42,-501.2,3511.84,-503.56,-503.56,176.56,24.9932,,-21.48,4.6,38.3,LOW,2,3,2,-968.41,22.72,-991.13,MISS_LIKE,NEUTRAL,-968.41,-1076.79,-1254.28,-1258.78,-992.1
PERSISTENT,2024-04-22,IT_Services,-0.6242,-234.42,-501.2,3511.84,-503.56,-503.56,176.56,24.9932,,-21.48,4.6,38.3,LOW,2,3,2,-968.41,22.72,-991.13,MISS_LIKE,NEUTRAL,-968.41,-1076.79,-1254.28,-1258.78,-992.1
PNB,2022-01-27,Banks,-0.1828,-150.0,563.0,63.86,-159.41,-159.41,324.22,26.331,,44.67,6.4,55.5,MEDIUM,8,0,1,444.16,312.08,132.08,BEAT_LIKE,NEUTRAL,444.16,545.69,862.94,558.38,-1878.17
PNB,2022-05-11,Banks,-0.5962,-305.68,-1108.14,-2052.51,-399.95,-399.95,277.9,15.1312,,123.53,-7.7,55.5,MEDIUM,8,15,2,-60.06,-59.38,-0.68,MISS_LIKE,NEUTRAL,-60.06,-1201.2,-1006.01,-900.9,-645.65
PNB,2022-07-28,Banks,-0.2802,62.79,773.11,-1686.64,40.22,40.22,219.27,24.0192,,-1.88,-10.2,55.5,MEDIUM,8,0,3,187.21,98.69,88.52,BEAT_LIKE,NEUTRAL,187.21,421.22,608.43,421.22,998.44
PNB,2022-11-01,Banks,1.6006,377.13,2220.63,2418.15,205.99,205.99,604.76,36.1423,,2.24,-6.6,55.5,MEDIUM,8,23,4,-597.89,0.09,-597.98,MISS_LIKE,EUPHORIA,-597.89,-316.53,-187.58,304.81,2028.13
PNB,2023-01-30,Banks,-0.8212,-1079.89,-830.33,5850.23,-634.51,-634.51,409.7,36.2629,,65.57,4.0,55.5,MEDIUM,8,24,1,-19.69,36.42,-56.11,MISS_LIKE,CAUTION,-19.69,-98.42,196.85,88.58,-531.5
PNB,2023-05-19,Banks,-0.9471,-20.6,-20.6,1023.89,13.66,13.66,196.68,27.0154,,63.81,-1.2,55.5,MEDIUM,8,6,2,165.12,17.45,147.67,BEAT_LIKE,NEUTRAL,165.12,443.76,247.68,670.79,639.83
PNB,2023-07-26,Banks,0.9269,-537.8,2067.59,748.88,28.26,28.26,240.11,38.1124,,-24.37,2.8,55.5,MEDIUM,8,1,3,403.62,130.71,272.92,BEAT_LIKE,NEUTRAL,403.62,205.93,107.08,238.88,354.2
PNB,2023-10-26,Banks,-0.2909,-633.42,-1334.16,4135.99,-443.69,-443.69,337.0,38.2958,,-18.61,-1.0,55.5,MEDIUM,8,0,4,50.36,-133.86,184.22,BEAT_LIKE,NEUTRAL,50.36,525.18,489.21,906.48,928.06
PNB,2024-01-25,Banks,1.1833,514.4,1548.02,6325.88,-173.93,-173.93,392.06,32.3327,,-6.25,1.8,55.5,MEDIUM,8,0,1,225.05,-26.74,251.79,BEAT_LIKE,RISK-ON,225.05,689.82,1629.16,2162.43,2519.57
POLICYBZR,2022-05-27,IT_Services,0.6815,-231.3,282.64,-4865.97,-352.4,-352.4,328.94,91.1744,,-29.4,-6.5,58.2,MEDIUM,4,34,2,294.29,335.79,-41.5,MISS_LIKE,NEUTRAL,294.29,-85.9,-180.76,-1307.14,-965.79
POLICYBZR,2022-08-10,IT_Services,0.3172,-34.86,-16.12,-3751.61,272.73,272.73,270.83,58.5579,,125.57,15.2,58.2,MEDIUM,4,15,3,54.71,-106.06,160.77,BEAT_LIKE,NEUTRAL,54.71,281.64,257.42,-802.76,-791.1
POLICYBZR,2022-11-07,IT_Services,0.0298,-240.9,-2317.5,-3893.35,15.81,15.81,158.86,39.0081,,-96.4,2.4,58.2,MEDIUM,4,17,4,241.54,56.37,185.17,BEAT_LIKE,NEUTRAL,241.54,-75.65,302.59,923.69,2148.64
POLICYBZR,2023-02-10,IT_Services,-0.236,1924.29,910.84,-895.63,302.71,302.71,297.02,52.1731,,37.27,6.7,58.2,MEDIUM,4,13,1,305.7,14.44,291.26,BEAT_LIKE,NEUTRAL,305.7,-145.99,-201.84,220.46,1112.09
POLICYBZR,2023-05-22,IT_Services,-0.0806,506.38,760.42,6683.0,102.74,102.74,303.82,25.4303,,77.61,0.3,58.2,MEDIUM,4,3,2,-168.33,186.58,-354.91,MISS_LIKE,NEUTRAL,-168.33,-107.99,-393.04,-566.14,505.0
POLICYBZR,2023-08-07,IT_Services,-0.1192,675.96,1119.81,9406.14,332.99,332.99,413.99,49.7402,,54.78,2.1,58.2,MEDIUM,4,24,3,219.59,138.26,81.33,BEAT_LIKE,NEUTRAL,219.59,-463.51,-685.66,-765.04,-290.65
POLICYBZR,2023-11-06,IT_Services,0.1322,-60.17,-846.81,1762.59,234.96,234.96,283.57,28.2551,,-12.61,-5.2,58.2,MEDIUM,4,24,4,321.91,105.02,216.89,BEAT_LIKE,NEUTRAL,321.91,343.99,633.86,1814.69,2016.95
RBLBANK,2022-01-27,Banks,-0.1217,-454.09,-116.68,-2658.68,-142.52,-142.52,316.24,62.0001,,44.67,6.4,36.8,LOW,6,0,1,635.42,301.46,333.96,BEAT_LIKE,NEUTRAL,635.42,298.61,743.06,159.72,-1506.94
RBLBANK,2022-05-12,Banks,0.3535,-884.21,-1549.57,-4697.53,-380.76,-380.76,247.98,39.1149,,119.0,-18.8,36.8,LOW,6,14,2,-605.08,-436.43,-168.66,MISS_LIKE,NEUTRAL,-605.08,766.74,1048.5,-36.95,521.94
RBLBANK,2022-07-21,Banks,-0.1889,1125.3,689.65,-3870.64,440.82,440.82,209.82,53.8558,,11.26,6.5,36.8,LOW,6,7,3,382.72,183.41,199.32,BEAT_LIKE,RISK-ON,382.72,355.39,21.87,546.75,743.58
RBLBANK,2022-10-24,Banks,-0.3732,488.0,442.79,737.31,382.99,382.99,567.34,48.8675,,42.95,10.4,36.8,LOW,6,3,4,-446.53,70.71,-517.24,MISS_LIKE,NEUTRAL,-446.53,232.64,142.59,225.14,577.86
RBLBANK,2023-01-20,Banks,-0.674,-540.01,320.79,8294.15,-97.23,-97.23,227.52,47.6449,,-4.92,1.4,36.8,LOW,6,6,1,149.43,-11.63,161.06,BEAT_LIKE,NEUTRAL,149.43,-391.51,-995.22,-591.75,-511.06
RBLBANK,2023-05-02,Banks,-0.2993,679.87,1857.82,3069.47,298.41,298.41,234.94,32.0634,,-26.23,0.5,36.8,LOW,6,23,2,-444.99,97.05,-542.04,MISS_LIKE,RISK-ON,-444.99,-398.64,-574.78,-577.87,74.17
RBLBANK,2023-07-24,Banks,1.8244,-222.81,3273.44,2891.22,178.11,178.11,241.69,48.5098,,-7.31,1.3,36.8,LOW,6,3,3,18.05,-43.84,61.89,BEAT_LIKE,RISK-ON,18.05,794.22,564.08,-248.19,59.86
RBLBANK,2023-10-23,Banks,-0.7684,28.72,797.44,6666.79,-190.86,-190.86,223.23,32.7651,,-4.21,3.2,36.8,LOW,6,3,4,-568.74,-301.64,-267.1,MISS_LIKE,NEUTRAL,-568.74,-1147.71,-877.66,-570.79,-421.44
RBLBANK,2024-01-19,Banks,-0.3513,-761.73,72.79,2404.04,-161.03,-161.03,305.65,44.2984,,37.17,0.0,36.8,LOW,6,6,1,-170.47,35.98,-206.44,MISS_LIKE,NEUTRAL,-170.47,-372.43,-548.45,-164.91,-246.43
RBLBANK,2024-04-29,Banks,-0.0686,276.86,1053.73,803.99,150.58,150.58,382.4,24.4727,,4.2,0.7,36.8,LOW,6,31,2,-94.2,224.02,-318.22,MISS_LIKE,CAUTION,-94.2,62.17,-423.89,-770.54,-638.66
SBIN,2021-11-03,Banks,0.206,49.12,1264.17,4979.13,-96.86,-96.86,484.47,25.8726,,-49.82,2.4,86.0,HIGH,8,22,4,114.05,-178.98,293.03,BEAT_LIKE,RISK-ON,114.05,29.71,51.75,-451.41,-930.61
SBIN,2022-02-07,Banks,0.7368,-148.62,785.03,2001.81,238.39,238.39,265.43,26.8918,,11.95,19.5,86.0,HIGH,8,17,1,55.63,-88.44,144.07,BEAT_LIKE,NEUTRAL,55.63,93.34,-13.2,-282.86,-1697.15
SBIN,2022-05-13,Banks,-0.5796,-440.13,-1014.76,-1256.73,-684.37,-684.37,400.24,24.2391,,59.26,-20.7,86.0,HIGH,8,13,2,-389.06,147.26,-536.32,MISS_LIKE,NEUTRAL,-389.06,100.51,-327.46,293.26,138.5
SBIN,2022-08-08,Banks,0.6197,-50.59,869.92,170.43,87.43,87.43,299.44,18.544,,49.83,6.0,86.0,HIGH,8,17,3,-200.55,61.97,-262.52,MISS_LIKE,RISK-ON,-200.55,-118.63,-96.04,-172.3,256.1
SBIN,2022-11-07,Banks,0.443,351.17,1054.35,2464.5,109.94,109.94,364.25,23.6217,,-96.4,2.4,86.0,HIGH,8,17,4,340.1,194.83,145.27,BEAT_LIKE,NEUTRAL,340.1,198.67,-23.57,69.87,252.55
SBIN,2023-02-03,Banks,4.0924,-219.47,-1273.96,-258.26,48.56,48.56,329.29,32.1867,,64.9,-9.1,86.0,HIGH,8,20,1,304.87,139.36,165.51,BEAT_LIKE,RISK-ON,304.87,359.78,429.84,227.23,626.78
SBIN,2023-05-18,Banks,-0.1003,224.08,741.05,-105.48,71.67,71.67,221.72,16.6495,,37.15,-5.1,86.0,HIGH,8,7,2,-206.38,-51.21,-155.17,MISS_LIKE,NEUTRAL,-206.38,-156.06,-61.4,82.18,-149.95
SBIN,2023-08-04,Banks,-0.1899,-414.74,-33.76,875.79,-162.73,-162.73,255.49,18.7603,,61.03,3.3,86.0,HIGH,8,27,3,-291.28,75.22,-366.5,MISS_LIKE,NEUTRAL,-291.28,-294.66,-285.35,-297.2,-253.17
SBIN,2023-11-06,Banks,-0.6882,229.12,-236.43,223.5,185.18,185.18,162.75,18.1795,,-12.61,-5.2,86.0,HIGH,8,24,4,-65.73,23.55,-89.28,MISS_LIKE,NEUTRAL,-65.73,37.19,23.35,-249.07,524.08
SBIN,2024-02-05,Banks,1.053,428.61,96.36,474.85,357.14,357.14,575.34,23.3875,,-16.24,-12.1,86.0,HIGH,8,24,1,-103.13,-88.8,-14.33,MISS_LIKE,RISK-ON,-103.13,394.06,1163.7,1617.02,1884.09
TATAELXSI,2022-01-18,IT_Services,0.5639,773.48,1774.63,4870.14,24.97,24.97,542.42,34.1667,,59.27,6.6,50.6,MEDIUM,1,9,1,-34.07,-239.98,205.91,BEAT_LIKE,NEUTRAL,-34.07,1613.53,1004.36,1667.29,938.4
TATAELXSI,2022-04-20,IT_Services,-0.0701,-1168.62,351.73,2289.48,-755.56,-755.56,324.21,61.5597,,80.3,0.2,50.6,MEDIUM,1,8,2,148.9,-48.65,197.55,BEAT_LIKE,NEUTRAL,148.9,864.21,193.94,108.34,738.77
TATAELXSI,2022-07-14,IT_Services,-0.6333,-459.61,-549.35,3051.02,-114.53,-114.53,365.12,39.6266,,63.78,-1.7,50.6,MEDIUM,1,14,3,114.31,-219.85,334.16,BEAT_LIKE,NEUTRAL,114.31,509.18,521.82,998.52,3276.51
TATAELXSI,2022-10-14,IT_Services,-0.8549,-277.43,-675.12,-64.29,-249.41,-249.41,341.84,26.6964,,-77.32,-3.8,50.6,MEDIUM,1,13,4,183.69,82.32,101.37,BEAT_LIKE,RISK-ON,183.69,-1333.12,-1128.49,-1728.95,-1578.52
TATAELXSI,2023-01-25,IT_Services,0.3552,696.08,415.45,-2146.17,262.89,262.89,447.06,22.2923,,18.91,2.1,50.6,MEDIUM,1,1,1,-151.74,-182.09,30.35,BEAT_LIKE,NEUTRAL,-151.74,-180.18,-151.82,-1.49,-319.98
TATAELXSI,2023-05-18,IT_Services,0.4644,-137.81,1149.39,177.63,91.37,91.37,221.09,22.7818,,37.15,-5.1,50.6,MEDIUM,1,7,2,-145.86,-51.08,-94.78,MISS_LIKE,NEUTRAL,-145.86,-236.86,-93.95,454.14,968.29
TATAELXSI,2023-07-17,IT_Services,0.0196,325.22,6.17,2567.11,602.58,602.58,291.7,16.755,,-54.29,-6.0,50.6,MEDIUM,1,10,3,-14.55,56.22,-70.78,MISS_LIKE,NEUTRAL,-14.55,-222.29,-543.16,-656.73,-850.24
TATAELXSI,2023-10-17,IT_Services,0.1146,159.86,227.61,1980.87,-75.7,-75.7,279.12,9.9291,,0.66,-1.8,50.6,MEDIUM,1,9,4,-42.4,31.13,-73.53,MISS_LIKE,NEUTRAL,-42.4,303.6,-188.04,198.14,1313.49
TATAELXSI,2024-01-23,IT_Services,-0.1965,-469.62,-528.08,990.09,104.05,104.05,878.22,16.9184,,32.22,3.6,50.6,MEDIUM,1,2,1,-134.34,-216.65,82.31,BEAT_LIKE,NEUTRAL,-134.34,-770.59,-857.68,-704.8,-675.43
TATAELXSI,2024-04-23,IT_Services,-0.1533,-118.39,-260.87,-9.54,-320.08,-320.08,335.73,21.3637,,-16.94,1.7,50.6,MEDIUM,1,2,2,-55.74,8.59,-64.33,MISS_LIKE,NEUTRAL,-55.74,-460.89,-449.19,-401.79,-26.96
TCS,2022-01-12,IT_Services,-0.1369,142.32,806.06,2313.98,1.59,1.59,607.22,14.8341,,-62.93,6.2,72.4,HIGH,6,15,1,-143.01,57.87,-200.87,MISS_LIKE,NEUTRAL,-143.01,133.43,190.76,-355.92,-354.77
TCS,2022-04-11,IT_Services,-0.6593,-224.65,178.68,-497.55,-163.33,-163.33,252.91,17.1385,,67.46,22.1,72.4,HIGH,6,17,2,29.17,-85.51,114.68,BEAT_LIKE,NEUTRAL,29.17,-64.3,-579.95,-378.09,-751.56
TCS,2022-07-08,IT_Services,-0.3051,-82.2,-406.32,-1411.92,70.57,70.57,240.55,27.3794,,27.69,-7.0,72.4,HIGH,6,20,3,-68.13,68.27,-136.4,MISS_LIKE,NEUTRAL,-68.13,-617.88,-855.22,-310.73,261.82
TCS,2022-10-10,IT_Services,-0.2267,200.86,-330.48,-1761.91,306.42,306.42,301.22,23.8038,,160.82,6.2,72.4,HIGH,6,17,4,175.05,-16.8,191.85,BEAT_LIKE,NEUTRAL,175.05,116.97,111.75,263.04,520.32
TCS,2023-01-09,IT_Services,-0.2423,-153.0,-246.6,-180.94,-212.59,-212.59,271.87,19.2845,,-60.1,3.3,72.4,HIGH,6,17,1,337.53,175.21,162.32,BEAT_LIKE,CAUTION,337.53,364.78,507.54,709.92,1058.47
TCS,2023-04-12,IT_Services,0.2907,43.12,-368.76,751.93,155.43,155.43,288.67,16.8625,,-16.42,-9.1,72.4,HIGH,6,15,2,86.66,104.74,-18.08,MISS_LIKE,NEUTRAL,86.66,-231.19,-386.46,-48.7,188.25
TCS,2023-07-12,IT_Services,-0.4601,-143.23,153.49,182.94,-140.9,-140.9,206.37,15.6803,,-1.02,-1.0,72.4,HIGH,6,15,3,-38.2,-22.17,-16.03,MISS_LIKE,NEUTRAL,-38.2,740.28,685.89,414.34,608.43
TCS,2023-10-11,IT_Services,0.6604,257.65,543.31,1231.83,238.84,238.84,253.72,14.5992,,-7.87,11.3,72.4,HIGH,6,15,4,-52.36,48.3,-100.66,MISS_LIKE,NEUTRAL,-52.36,-159.97,-335.78,-633.88,-751.71
TCS,2024-01-11,IT_Services,-0.1038,126.13,111.52,1407.08,155.68,155.68,298.76,26.012,,-26.43,-4.2,72.4,HIGH,6,14,1,60.6,1.11,59.49,BEAT_LIKE,NEUTRAL,60.6,513.73,462.02,333.41,1175.2
TCS,2024-04-12,IT_Services,-0.1932,-46.59,-334.03,1207.58,-48.62,-48.62,375.46,22.4138,,3.75,2.2,72.4,HIGH,6,13,2,42.04,-117.7,159.74,BEAT_LIKE,NEUTRAL,42.04,-280.7,-397.65,-409.82,-209.43
TECHM,2022-02-01,IT_Services,2.0818,-225.69,-1739.97,2349.39,168.87,168.87,522.39,36.6624,,-11.54,3.2,33.6,LOW,4,23,1,180.86,162.69,18.18,BEAT_LIKE,NEUTRAL,180.86,-167.01,-234.62,-600.74,-572.35
TECHM,2022-05-13,IT_Services,1.761,-603.91,-1631.24,-2221.65,-662.5,-662.5,409.2,30.7601,,59.26,-20.7,33.6,LOW,4,13,2,-82.04,166.29,-248.33,MISS_LIKE,NEUTRAL,-82.04,-120.38,-861.23,-1106.53,-848.86
TECHM,2022-07-25,IT_Services,0.5673,506.84,793.82,-3646.35,382.01,382.01,328.42,25.5541,,-21.25,-2.3,33.6,LOW,4,3,3,-111.3,-74.33,-36.97,MISS_LIKE,RISK-ON,-111.3,-204.63,193.94,286.77,410.71
TECHM,2022-11-01,IT_Services,-0.8465,145.49,559.03,-1304.09,-23.35,-23.35,227.38,23.1494,,2.24,-6.6,33.6,LOW,4,23,4,70.53,135.98,-65.45,MISS_LIKE,EUPHORIA,70.53,-99.21,-93.1,207.79,303.94
TECHM,2023-01-30,IT_Services,-0.8906,-156.71,166.8,400.5,12.97,12.97,374.24,23.1558,,65.57,4.0,33.6,LOW,4,24,1,58.25,107.27,-49.02,MISS_LIKE,CAUTION,58.25,-61.64,-182.51,-123.78,814.0
TECHM,2023-04-27,IT_Services,-0.2799,-249.56,-938.2,-264.43,258.08,258.08,261.91,26.4527,,-46.26,-10.4,33.6,LOW,4,0,2,68.75,194.22,-125.47,MISS_LIKE,RISK-ON,68.75,573.62,493.32,479.27,1188.9
TECHM,2023-07-26,IT_Services,0.3802,-465.09,673.72,1267.55,-281.39,-281.39,329.14,27.0446,,-24.37,2.8,33.6,LOW,4,1,3,-115.0,-1.13,-113.87,MISS_LIKE,NEUTRAL,-115.0,-565.93,-112.41,422.83,368.35
