symbol,event_date,horizon,regime,direction_proxy,trust_tier,entry_S,exit_S,call_entry_premium,call_exit,put_entry_premium,put_exit,straddle_entry_premium,straddle_exit,pnl_futures_bps,pnl_long_call_bps,pnl_long_put_bps,pnl_long_straddle_bps,call_premium_pct_S,put_premium_pct_S
INFY,2023-01-12,10,CAUTION,BEAT_LIKE,LOW,1349.32,1415.13,34.2,73.24,25.98,2.95,60.18,76.19,487.68,11414.5,-8865.21,2659.68,2.535,1.926
INFY,2023-01-12,21,CAUTION,BEAT_LIKE,LOW,1349.32,1475.25,34.2,125.92,25.98,0.0,60.18,125.92,933.22,26816.74,-10000.0,10922.83,2.535,1.926
INFY,2023-04-13,1,NEUTRAL,MISS_LIKE,LOW,1309.93,1274.07,34.95,17.67,26.97,45.91,61.92,63.58,-273.75,-4944.39,7024.05,268.48,2.668,2.059
INFY,2023-04-13,3,NEUTRAL,MISS_LIKE,LOW,1309.93,1154.98,34.95,0.33,26.97,148.39,61.92,148.72,-1182.87,-9904.58,45024.81,14019.98,2.668,2.059
INFY,2023-04-13,5,NEUTRAL,MISS_LIKE,LOW,1309.93,1122.01,34.95,0.04,26.97,181.78,61.92,181.82,-1434.57,-9989.89,57408.97,19365.76,2.668,2.059
INFY,2023-04-13,10,NEUTRAL,MISS_LIKE,LOW,1309.93,1142.97,34.95,0.02,26.97,162.62,61.92,162.64,-1274.59,-9995.06,50303.19,16267.91,2.668,2.059
INFY,2023-04-13,21,NEUTRAL,MISS_LIKE,LOW,1309.93,1154.07,34.95,0.0,26.97,155.87,61.92,155.87,-1189.88,-10000.0,47798.21,15174.07,2.668,2.059
INFY,2023-07-20,1,RISK-ON,MISS_LIKE,LOW,1370.9,1347.24,45.2,32.26,36.85,47.94,82.04,80.2,-172.55,-2862.79,3010.84,-224.94,3.297,2.688
INFY,2023-07-20,3,RISK-ON,MISS_LIKE,LOW,1370.9,1242.31,45.2,3.81,36.85,125.19,82.04,129.0,-938.0,-9156.66,23975.24,5722.87,3.297,2.688
INFY,2023-07-20,5,RISK-ON,MISS_LIKE,LOW,1370.9,1253.69,45.2,4.06,36.85,114.81,82.04,118.87,-854.94,-9101.48,21158.52,4488.28,3.297,2.688
INFY,2023-07-20,10,RISK-ON,MISS_LIKE,LOW,1370.9,1261.13,45.2,2.4,36.85,107.61,82.04,110.02,-800.71,-9468.0,19205.58,3409.3,3.297,2.688
INFY,2023-07-20,21,RISK-ON,MISS_LIKE,LOW,1370.9,1290.83,45.2,0.0,36.85,80.07,82.04,80.07,-584.09,-10000.0,11731.61,-240.34,3.297,2.688
INFY,2023-10-12,1,NEUTRAL,MISS_LIKE,LOW,1388.98,1362.12,28.91,15.44,20.44,34.22,49.35,49.66,-193.39,-4659.4,6738.6,62.36,2.081,1.472
INFY,2023-10-12,3,NEUTRAL,MISS_LIKE,LOW,1388.98,1332.98,28.91,5.89,20.44,54.58,49.35,60.47,-403.17,-7961.4,16698.09,2254.09,2.081,1.472
INFY,2023-10-12,5,NEUTRAL,MISS_LIKE,LOW,1388.98,1338.93,28.91,6.12,20.44,49.62,49.35,55.74,-360.34,-7884.09,14273.23,1294.85,2.081,1.472
INFY,2023-10-12,10,NEUTRAL,MISS_LIKE,LOW,1388.98,1279.9,28.91,0.12,20.44,104.57,49.35,104.69,-785.29,-9959.14,41150.58,11213.67,2.081,1.472
INFY,2023-10-12,21,NEUTRAL,MISS_LIKE,LOW,1388.98,1288.75,28.91,0.0,20.44,100.23,49.35,100.23,-721.58,-10000.0,39024.81,10309.12,2.081,1.472
INFY,2024-01-11,1,NEUTRAL,MISS_LIKE,LOW,1430.96,1406.77,53.69,40.16,44.97,56.03,98.66,96.19,-169.09,-2520.27,2459.65,-250.35,3.752,3.143
INFY,2024-01-11,3,NEUTRAL,MISS_LIKE,LOW,1430.96,1555.43,53.69,140.14,44.97,8.15,98.66,148.29,869.79,16103.9,-8188.32,5031.13,3.752,3.143
INFY,2024-01-11,5,NEUTRAL,MISS_LIKE,LOW,1430.96,1544.22,53.69,128.3,44.97,8.3,98.66,136.6,791.5,13897.78,-8154.79,3845.88,3.752,3.143
INFY,2024-01-11,10,NEUTRAL,MISS_LIKE,LOW,1430.96,1571.43,53.69,147.92,44.97,2.69,98.66,150.6,981.64,17552.04,-9402.51,5265.74,3.752,3.143
INFY,2024-01-11,21,NEUTRAL,MISS_LIKE,LOW,1430.96,1581.79,53.69,150.83,44.97,0.0,98.66,150.83,1054.02,18093.64,-10000.0,5288.13,3.752,3.143
INFY,2024-04-18,1,NEUTRAL,BEAT_LIKE,LOW,1331.68,1336.2,40.47,41.97,32.35,29.7,72.82,71.67,33.94,370.59,-819.64,-158.22,3.039,2.43
INFY,2024-04-18,3,NEUTRAL,BEAT_LIKE,LOW,1331.68,1348.91,40.47,47.42,32.35,23.19,72.82,70.61,129.38,1719.01,-2834.01,-303.87,3.039,2.43
INFY,2024-04-18,5,NEUTRAL,BEAT_LIKE,LOW,1331.68,1347.03,40.47,44.05,32.35,22.43,72.82,66.48,115.24,885.17,-3067.52,-870.99,3.039,2.43
INFY,2024-04-18,10,NEUTRAL,BEAT_LIKE,LOW,1331.68,1331.68,40.47,29.1,32.35,24.67,72.82,53.77,0.0,-2809.49,-2376.07,-2616.92,3.039,2.43
INFY,2024-04-18,21,NEUTRAL,BEAT_LIKE,LOW,1331.68,1359.79,40.47,28.1,32.35,0.0,72.82,28.1,211.04,-3055.31,-10000.0,-6140.79,3.039,2.43
KOTAKBANK,2022-01-28,1,NEUTRAL,BEAT_LIKE,HIGH,376.46,378.27,12.86,13.54,10.56,9.55,23.42,23.09,47.9,532.97,-960.02,-140.42,3.415,2.806
KOTAKBANK,2022-01-28,3,NEUTRAL,BEAT_LIKE,HIGH,376.46,375.08,12.86,11.14,10.56,10.54,23.42,21.67,-36.79,-1339.22,-23.76,-745.9,3.415,2.806
KOTAKBANK,2022-01-28,5,NEUTRAL,BEAT_LIKE,HIGH,376.46,380.41,12.86,13.44,10.56,7.72,23.42,21.15,104.8,449.04,-2696.04,-969.51,3.415,2.806
KOTAKBANK,2022-01-28,10,NEUTRAL,BEAT_LIKE,HIGH,376.46,372.07,12.86,7.11,10.56,10.25,23.42,17.35,-116.71,-4473.49,-300.3,-2591.22,3.415,2.806
KOTAKBANK,2022-01-28,21,NEUTRAL,BEAT_LIKE,HIGH,376.46,369.98,12.86,0.0,10.56,6.49,23.42,6.49,-172.29,-10000.0,-3860.24,-7230.74,3.415,2.806
KOTAKBANK,2022-05-04,1,NEUTRAL,BEAT_LIKE,HIGH,353.57,353.82,11.08,10.94,8.93,8.63,20.01,19.57,7.04,-128.32,-328.94,-217.83,3.134,2.525
KOTAKBANK,2022-05-04,3,NEUTRAL,BEAT_LIKE,HIGH,353.57,353.76,11.08,10.33,8.93,8.28,20.01,18.61,5.35,-677.43,-724.73,-698.53,3.134,2.525
KOTAKBANK,2022-05-04,5,NEUTRAL,BEAT_LIKE,HIGH,353.57,358.11,11.08,12.27,8.93,6.06,20.01,18.34,128.5,1076.87,-3206.01,-834.0,3.134,2.525
KOTAKBANK,2022-05-04,10,NEUTRAL,BEAT_LIKE,HIGH,353.57,366.71,11.08,16.74,8.93,2.42,20.01,19.16,371.68,5108.83,-7286.13,-421.35,3.134,2.525
KOTAKBANK,2022-05-04,21,NEUTRAL,BEAT_LIKE,HIGH,353.57,371.65,11.08,18.08,8.93,0.0,20.01,18.08,511.45,6320.73,-10000.0,-960.98,3.134,2.525
KOTAKBANK,2022-07-25,1,RISK-ON,MISS_LIKE,HIGH,364.08,357.79,10.25,6.89,8.04,11.06,18.29,17.95,-172.68,-3281.76,3760.39,-187.68,2.817,2.207
KOTAKBANK,2022-07-25,3,RISK-ON,MISS_LIKE,HIGH,364.08,349.53,10.25,3.46,8.04,16.09,18.29,19.56,-399.54,-6623.05,10024.74,691.42,2.817,2.207
KOTAKBANK,2022-07-25,5,RISK-ON,MISS_LIKE,HIGH,364.08,360.74,10.25,7.19,8.04,8.81,18.29,15.99,-91.68,-2992.72,960.24,-1255.93,2.817,2.207
KOTAKBANK,2022-07-25,10,RISK-ON,MISS_LIKE,HIGH,364.08,365.44,10.25,8.11,8.04,5.54,18.29,13.65,37.22,-2095.35,-3107.26,-2539.95,2.817,2.207
KOTAKBANK,2022-07-25,21,RISK-ON,MISS_LIKE,HIGH,364.08,372.37,10.25,8.29,8.04,0.0,18.29,8.29,227.82,-1911.66,-10000.0,-5465.4,2.817,2.207
KOTAKBANK,2022-10-24,1,NEUTRAL,MISS_LIKE,HIGH,379.36,378.0,11.69,10.66,9.38,9.82,21.06,20.48,-36.0,-880.0,471.56,-278.38,3.081,2.471
KOTAKBANK,2022-10-24,3,NEUTRAL,MISS_LIKE,HIGH,379.36,371.86,11.69,7.15,9.38,12.66,21.06,19.81,-197.88,-3881.37,3504.02,-593.89,3.081,2.471
KOTAKBANK,2022-10-24,5,NEUTRAL,MISS_LIKE,HIGH,379.36,379.22,11.69,10.07,9.38,8.43,21.06,18.5,-3.68,-1379.87,-1012.23,-1216.22,3.081,2.471
KOTAKBANK,2022-10-24,10,NEUTRAL,MISS_LIKE,HIGH,379.36,375.37,11.69,6.43,9.38,9.16,21.06,15.59,-105.38,-4500.0,-226.68,-2597.81,3.081,2.471
KOTAKBANK,2022-10-24,21,NEUTRAL,MISS_LIKE,HIGH,379.36,389.47,11.69,10.11,9.38,0.0,21.06,10.11,266.47,-1350.07,-10000.0,-5200.44,3.081,2.471
KOTAKBANK,2023-01-23,1,NEUTRAL,BEAT_LIKE,HIGH,351.5,355.66,6.31,8.77,4.17,2.57,10.48,11.34,118.27,3902.34,-3833.87,824.83,1.795,1.186
KOTAKBANK,2023-01-23,3,NEUTRAL,BEAT_LIKE,HIGH,351.5,348.89,6.31,4.42,4.17,5.18,10.48,9.59,-74.31,-3001.12,2422.37,-843.63,1.795,1.186
KOTAKBANK,2023-01-23,5,NEUTRAL,BEAT_LIKE,HIGH,351.5,344.19,6.31,2.23,4.17,7.88,10.48,10.1,-207.9,-6471.03,8901.39,-355.8,1.795,1.186
KOTAKBANK,2023-01-23,10,NEUTRAL,BEAT_LIKE,HIGH,351.5,348.33,6.31,2.89,4.17,4.89,10.48,7.78,-90.19,-5422.3,1729.41,-2577.31,1.795,1.186
KOTAKBANK,2023-01-23,21,NEUTRAL,BEAT_LIKE,HIGH,351.5,344.98,6.31,0.0,4.17,6.52,10.48,6.52,-185.49,-10000.0,5642.69,-3777.25,1.795,1.186
KOTAKBANK,2023-05-02,1,RISK-ON,MISS_LIKE,HIGH,386.42,383.05,9.73,7.73,7.38,8.85,17.12,16.57,-87.2,-2063.24,1988.68,-315.96,2.519,1.91
KOTAKBANK,2023-05-02,3,RISK-ON,MISS_LIKE,HIGH,386.42,388.33,9.73,10.05,7.38,6.11,17.12,16.17,49.28,325.73,-1716.52,-554.94,2.519,1.91
KOTAKBANK,2023-05-02,5,RISK-ON,MISS_LIKE,HIGH,386.42,390.57,9.73,10.88,7.38,4.91,17.12,15.79,107.32,1176.46,-3344.16,-772.94,2.519,1.91
KOTAKBANK,2023-05-02,10,RISK-ON,MISS_LIKE,HIGH,386.42,393.39,9.73,11.31,7.38,3.06,17.12,14.37,180.34,1618.58,-5859.42,-1606.11,2.519,1.91
KOTAKBANK,2023-05-02,21,RISK-ON,MISS_LIKE,HIGH,386.42,393.73,9.73,7.31,7.38,0.0,17.12,7.31,189.11,-2493.44,-10000.0,-5730.45,2.519,1.91
KOTAKBANK,2023-07-24,1,RISK-ON,MISS_LIKE,HIGH,392.83,378.29,7.5,1.74,5.1,14.0,12.6,15.74,-370.27,-7679.35,17429.02,2490.55,1.909,1.299
KOTAKBANK,2023-07-24,3,RISK-ON,MISS_LIKE,HIGH,392.83,377.9,7.5,1.42,5.1,14.29,12.6,15.71,-380.16,-8106.33,17988.74,2463.21,1.909,1.299
KOTAKBANK,2023-07-24,5,RISK-ON,MISS_LIKE,HIGH,392.83,374.22,7.5,0.68,5.1,17.44,12.6,18.12,-473.81,-9096.57,24166.85,4376.45,1.909,1.299
KOTAKBANK,2023-07-24,10,RISK-ON,MISS_LIKE,HIGH,392.83,366.87,7.5,0.05,5.1,24.7,12.6,24.76,-660.78,-9929.07,38398.01,9645.33,1.909,1.299
KOTAKBANK,2023-07-24,21,RISK-ON,MISS_LIKE,HIGH,392.83,351.83,7.5,0.0,5.1,41.0,12.6,41.0,-1043.79,-10000.0,70332.99,22538.08,1.909,1.299
KOTAKBANK,2023-10-23,1,NEUTRAL,BEAT_LIKE,HIGH,353.13,347.37,8.68,5.62,6.52,9.32,15.2,14.93,-163.03,-3527.38,4282.68,-175.06,2.457,1.848
KOTAKBANK,2023-10-23,3,NEUTRAL,BEAT_LIKE,HIGH,353.13,338.21,8.68,2.23,6.52,15.29,15.2,17.51,-422.41,-7432.33,13427.57,1521.4,2.457,1.848
KOTAKBANK,2023-10-23,5,NEUTRAL,BEAT_LIKE,HIGH,353.13,342.73,8.68,3.08,6.52,11.82,15.2,14.9,-294.42,-6445.22,8111.89,-196.84,2.457,1.848
KOTAKBANK,2023-10-23,10,NEUTRAL,BEAT_LIKE,HIGH,353.13,347.26,8.68,3.51,6.52,8.2,15.2,11.7,-166.14,-5958.84,2564.6,-2300.31,2.457,1.848
KOTAKBANK,2023-10-23,21,NEUTRAL,BEAT_LIKE,HIGH,353.13,348.35,8.68,0.0,6.52,4.78,15.2,4.78,-135.34,-10000.0,-2674.89,-6855.83,2.457,1.848
KOTAKBANK,2024-01-23,1,NEUTRAL,BEAT_LIKE,HIGH,352.07,356.1,9.1,11.26,6.96,5.18,16.06,16.43,114.49,2367.88,-2556.83,234.44,2.585,1.976
KOTAKBANK,2024-01-23,3,NEUTRAL,BEAT_LIKE,HIGH,352.07,352.89,9.1,8.84,6.96,6.17,16.06,15.01,23.24,-284.24,-1128.63,-650.04,2.585,1.976
KOTAKBANK,2024-01-23,5,NEUTRAL,BEAT_LIKE,HIGH,352.07,363.9,9.1,15.82,6.96,2.33,16.06,18.16,336.11,7386.38,-6647.72,1306.65,2.585,1.976
KOTAKBANK,2024-01-23,10,NEUTRAL,BEAT_LIKE,HIGH,352.07,356.6,9.1,9.22,6.96,3.52,16.06,12.74,128.66,133.79,-4937.43,-2063.12,2.585,1.976
KOTAKBANK,2024-01-23,21,NEUTRAL,BEAT_LIKE,HIGH,352.07,348.44,9.1,0.0,6.96,3.63,16.06,3.63,-103.16,-10000.0,-4779.2,-7738.29,2.585,1.976
KPITTECH,2021-11-01,1,NEUTRAL,MISS_LIKE,HIGH,301.86,302.69,15.47,15.55,13.63,12.96,29.1,28.51,27.53,52.1,-489.44,-201.56,5.125,4.515
KPITTECH,2021-11-01,3,NEUTRAL,MISS_LIKE,HIGH,301.86,337.11,15.47,39.66,13.63,2.82,29.1,42.49,1167.8,15640.17,-7928.42,4600.63,5.125,4.515
KPITTECH,2021-11-01,5,NEUTRAL,MISS_LIKE,HIGH,301.86,346.89,15.47,47.86,13.63,1.4,29.1,49.26,1491.74,20935.09,-8970.66,6927.23,5.125,4.515
KPITTECH,2021-11-01,10,NEUTRAL,MISS_LIKE,HIGH,301.86,413.63,15.47,112.77,13.63,0.0,29.1,112.78,3702.62,62900.94,-9998.93,28754.61,5.125,4.515
KPITTECH,2021-11-01,21,NEUTRAL,MISS_LIKE,HIGH,301.86,495.38,15.47,193.52,13.63,0.0,29.1,193.52,6410.75,115095.4,-10000.0,56500.66,5.125,4.515
KPITTECH,2021-11-01,1,NEUTRAL,MISS_LIKE,HIGH,301.86,302.69,15.47,15.55,13.63,12.96,29.1,28.51,27.53,52.1,-489.44,-201.56,5.125,4.515
KPITTECH,2021-11-01,3,NEUTRAL,MISS_LIKE,HIGH,301.86,337.11,15.47,39.66,13.63,2.82,29.1,42.49,1167.8,15640.17,-7928.42,4600.63,5.125,4.515
KPITTECH,2021-11-01,5,NEUTRAL,MISS_LIKE,HIGH,301.86,346.89,15.47,47.86,13.63,1.4,29.1,49.26,1491.74,20935.09,-8970.66,6927.23,5.125,4.515
KPITTECH,2021-11-01,10,NEUTRAL,MISS_LIKE,HIGH,301.86,413.63,15.47,112.77,13.63,0.0,29.1,112.78,3702.62,62900.94,-9998.93,28754.61,5.125,4.515
KPITTECH,2021-11-01,21,NEUTRAL,MISS_LIKE,HIGH,301.86,495.38,15.47,193.52,13.63,0.0,29.1,193.52,6410.75,115095.4,-10000.0,56500.66,5.125,4.515
KPITTECH,2022-01-31,1,NEUTRAL,MISS_LIKE,HIGH,625.24,631.94,51.66,54.2,47.85,43.87,99.51,98.07,107.13,491.77,-832.79,-145.16,8.263,7.653
KPITTECH,2022-01-31,3,NEUTRAL,MISS_LIKE,HIGH,625.24,615.7,51.66,42.84,47.85,49.08,99.51,91.92,-152.49,-1707.46,257.31,-762.68,8.263,7.653
KPITTECH,2022-01-31,5,NEUTRAL,MISS_LIKE,HIGH,625.24,609.69,51.66,37.21,47.85,49.81,99.51,87.02,-248.67,-2797.49,409.5,-1255.38,8.263,7.653
KPITTECH,2022-01-31,10,NEUTRAL,MISS_LIKE,HIGH,625.24,566.56,51.66,13.78,47.85,70.38,99.51,84.17,-938.48,-7331.64,4708.26,-1542.13,8.263,7.653
KPITTECH,2022-01-31,21,NEUTRAL,MISS_LIKE,HIGH,625.24,557.06,51.66,0.0,47.85,68.18,99.51,68.18,-1090.5,-10000.0,4248.61,-3148.41,8.263,7.653
KPITTECH,2022-04-26,1,NEUTRAL,MISS_LIKE,HIGH,513.79,510.9,24.01,21.88,20.88,21.79,44.89,43.67,-56.26,-884.79,434.9,-270.96,4.673,4.064
KPITTECH,2022-04-26,3,NEUTRAL,MISS_LIKE,HIGH,513.79,562.2,24.01,56.25,20.88,5.14,44.89,61.4,942.12,13430.63,-7536.52,3678.15,4.673,4.064
KPITTECH,2022-04-26,5,NEUTRAL,MISS_LIKE,HIGH,513.79,526.63,24.01,28.51,20.88,13.25,44.89,41.76,249.83,1874.52,-3652.67,-696.35,4.673,4.064
KPITTECH,2022-04-26,10,NEUTRAL,MISS_LIKE,HIGH,513.79,499.19,24.01,10.7,20.88,23.59,44.89,34.28,-284.16,-5544.35,1297.63,-2361.93,4.673,4.064
KPITTECH,2022-04-26,21,NEUTRAL,MISS_LIKE,HIGH,513.79,447.31,24.01,0.0,20.88,66.48,44.89,66.48,-1293.98,-10000.0,21843.64,4811.48,4.673,4.064
KPITTECH,2022-07-25,1,RISK-ON,BEAT_LIKE,HIGH,522.96,519.87,19.86,17.73,16.67,17.77,36.53,35.5,-59.02,-1071.99,661.28,-280.95,3.797,3.188
KPITTECH,2022-07-25,3,RISK-ON,BEAT_LIKE,HIGH,522.96,516.59,19.86,15.09,16.67,18.71,36.53,33.79,-121.79,-2400.8,1220.91,-747.9,3.797,3.188
KPITTECH,2022-07-25,5,RISK-ON,BEAT_LIKE,HIGH,522.96,536.92,19.86,25.76,16.67,9.33,36.53,35.09,267.0,2972.57,-4402.02,-393.09,3.797,3.188
KPITTECH,2022-07-25,10,RISK-ON,BEAT_LIKE,HIGH,522.96,525.11,19.86,15.54,16.67,11.65,36.53,27.19,41.22,-2173.08,-3014.29,-2557.0,3.797,3.188
KPITTECH,2022-07-25,21,RISK-ON,BEAT_LIKE,HIGH,522.96,558.15,19.86,35.19,16.67,0.0,36.53,35.19,672.92,7722.75,-10000.0,-365.68,3.797,3.188
KPITTECH,2022-10-18,1,RISK-ON,MISS_LIKE,HIGH,663.15,649.14,39.78,31.62,35.74,41.77,75.51,73.39,-211.27,-2051.02,1688.76,-281.18,5.998,5.389
KPITTECH,2022-10-18,3,RISK-ON,MISS_LIKE,HIGH,663.15,641.91,39.78,26.36,35.74,44.11,75.51,70.47,-320.24,-3372.94,2342.01,-668.35,5.998,5.389
KPITTECH,2022-10-18,5,RISK-ON,MISS_LIKE,HIGH,663.15,700.85,39.78,58.35,35.74,17.53,75.51,75.88,568.57,4670.47,-5095.93,48.54,5.998,5.389
KPITTECH,2022-10-18,10,RISK-ON,MISS_LIKE,HIGH,663.15,705.28,39.78,56.22,35.74,11.89,75.51,68.11,635.29,4134.92,-6673.36,-980.08,5.998,5.389
KPITTECH,2022-10-18,21,RISK-ON,MISS_LIKE,HIGH,663.15,684.09,39.78,20.94,35.74,0.0,75.51,20.94,315.79,-4735.2,-10000.0,-7226.76,5.998,5.389
KPITTECH,2023-01-31,1,NEUTRAL,BEAT_LIKE,HIGH,697.36,750.06,21.72,59.87,17.47,3.11,39.18,62.98,755.68,17570.04,-8216.97,6074.65,3.114,2.505
KPITTECH,2023-01-31,3,NEUTRAL,BEAT_LIKE,HIGH,697.36,774.25,21.72,81.48,17.47,0.92,39.18,82.4,1102.5,27520.32,-9472.9,11029.4,3.114,2.505
KPITTECH,2023-01-31,5,NEUTRAL,BEAT_LIKE,HIGH,697.36,763.24,21.72,70.37,17.47,1.22,39.18,71.59,944.59,22408.28,-9303.28,8271.83,3.114,2.505
KPITTECH,2023-01-31,10,NEUTRAL,BEAT_LIKE,HIGH,697.36,807.93,21.72,112.91,17.47,0.02,39.18,112.93,1585.48,41995.09,-9987.73,18822.08,3.114,2.505
KPITTECH,2023-01-31,21,NEUTRAL,BEAT_LIKE,HIGH,697.36,817.14,21.72,119.77,17.47,0.0,39.18,119.77,1717.53,45157.41,-10000.0,20569.22,3.114,2.505
KPITTECH,2023-04-26,1,NEUTRAL,BEAT_LIKE,HIGH,839.15,891.85,56.23,87.64,51.12,30.07,107.36,117.71,627.94,5585.2,-4118.41,964.45,6.701,6.092
KPITTECH,2023-04-26,3,NEUTRAL,BEAT_LIKE,HIGH,839.15,902.97,56.23,92.87,51.12,24.63,107.36,117.5,760.56,6515.13,-5181.89,945.14,6.701,6.092
KPITTECH,2023-04-26,5,NEUTRAL,BEAT_LIKE,HIGH,839.15,908.49,56.23,94.22,51.12,20.93,107.36,115.15,826.29,6755.24,-5905.96,726.12,6.701,6.092
KPITTECH,2023-04-26,10,NEUTRAL,BEAT_LIKE,HIGH,839.15,882.73,56.23,68.03,51.12,21.66,107.36,89.69,519.37,2098.13,-5763.57,-1645.53,6.701,6.092
KPITTECH,2023-04-26,21,NEUTRAL,BEAT_LIKE,HIGH,839.15,1004.91,56.23,165.76,51.12,0.0,107.36,165.76,1975.35,19477.31,-10000.0,5440.55,6.701,6.092
KPITTECH,2023-07-25,1,RISK-ON,BEAT_LIKE,HIGH,1040.86,1040.67,47.88,46.6,41.53,40.74,89.41,87.35,-1.89,-266.25,-190.24,-230.94,4.6,3.99
KPITTECH,2023-07-25,3,RISK-ON,BEAT_LIKE,HIGH,1040.86,1068.49,47.88,60.66,41.53,27.55,89.41,88.21,265.42,2669.79,-3366.43,-134.26,4.6,3.99
KPITTECH,2023-07-25,5,RISK-ON,BEAT_LIKE,HIGH,1040.86,1066.42,47.88,56.82,41.53,26.36,89.41,83.18,245.55,1868.49,-3653.55,-696.7,4.6,3.99
KPITTECH,2023-07-25,10,RISK-ON,BEAT_LIKE,HIGH,1040.86,1133.64,47.88,102.01,41.53,5.77,89.41,107.78,891.37,11307.2,-8611.45,2054.24,4.6,3.99
KPITTECH,2023-07-25,21,RISK-ON,BEAT_LIKE,HIGH,1040.86,1162.29,47.88,121.43,41.53,0.0,89.41,121.43,1166.61,15363.08,-10000.0,3580.97,4.6,3.99
KPITTECH,2023-10-30,1,NEUTRAL,BEAT_LIKE,HIGH,1114.07,1170.24,48.35,83.05,41.56,20.4,89.92,103.45,504.21,7176.35,-5092.27,1505.1,4.34,3.731
KPITTECH,2023-10-30,3,NEUTRAL,BEAT_LIKE,HIGH,1114.07,1198.33,48.35,102.48,41.56,12.35,89.92,114.83,756.31,11193.7,-7028.09,2770.55,4.34,3.731
KPITTECH,2023-10-30,5,NEUTRAL,BEAT_LIKE,HIGH,1114.07,1225.62,48.35,123.59,41.56,6.78,89.92,130.37,1001.33,15559.77,-8368.17,4498.92,4.34,3.731
KPITTECH,2023-10-30,10,NEUTRAL,BEAT_LIKE,HIGH,1114.07,1351.69,48.35,241.45,41.56,0.12,89.92,241.57,2132.92,39936.42,-9970.51,16866.6,4.34,3.731
KPITTECH,2023-10-30,21,NEUTRAL,BEAT_LIKE,HIGH,1114.07,1473.51,48.35,359.44,41.56,0.0,89.92,359.44,3226.41,64339.26,-10000.0,29975.42,4.34,3.731
KPITTECH,2024-01-30,1,NEUTRAL,BEAT_LIKE,HIGH,1389.15,1438.61,49.92,79.77,41.46,22.23,91.37,102.01,356.04,5980.55,-4636.7,1163.63,3.593,2.984
KPITTECH,2024-01-30,3,NEUTRAL,BEAT_LIKE,HIGH,1389.15,1505.15,49.92,130.67,41.46,7.36,91.37,138.03,835.02,16176.45,-8224.63,5105.96,3.593,2.984
KPITTECH,2024-01-30,5,NEUTRAL,BEAT_LIKE,HIGH,1389.15,1573.96,49.92,192.92,41.46,1.57,91.37,194.5,1330.35,28647.77,-9620.2,11286.04,3.593,2.984
KPITTECH,2024-01-30,10,NEUTRAL,BEAT_LIKE,HIGH,1389.15,1688.23,49.92,303.71,41.46,0.01,91.37,303.73,2152.93,50841.12,-9996.62,23239.75,3.593,2.984
KPITTECH,2024-01-30,21,NEUTRAL,BEAT_LIKE,HIGH,1389.15,1561.66,49.92,172.51,41.46,0.0,91.37,172.51,1241.81,24557.5,-10000.0,8879.17,3.593,2.984
KPITTECH,2024-04-29,1,CAUTION,BEAT_LIKE,HIGH,1400.05,1491.04,47.97,110.19,39.44,11.07,87.41,121.26,649.87,12971.3,-7194.12,3872.49,3.426,2.817
KPITTECH,2024-04-29,3,CAUTION,BEAT_LIKE,HIGH,1400.05,1494.69,47.97,111.23,39.44,9.22,87.41,120.45,675.99,13187.25,-7662.59,3779.62,3.426,2.817
KPITTECH,2024-04-29,5,CAUTION,BEAT_LIKE,HIGH,1400.05,1496.08,47.97,110.39,39.44,7.77,87.41,118.16,685.87,13012.32,-8030.0,3517.84,3.426,2.817
KPITTECH,2024-04-29,10,CAUTION,BEAT_LIKE,HIGH,1400.05,1425.7,47.97,49.9,39.44,19.59,87.41,69.49,183.21,402.27,-5032.74,-2050.05,3.426,2.817
KPITTECH,2024-04-29,21,CAUTION,BEAT_LIKE,HIGH,1400.05,1458.77,47.97,58.71,39.44,0.0,87.41,58.71,419.36,2239.31,-10000.0,-3283.18,3.426,2.817
MPHASIS,2022-01-20,1,NEUTRAL,MISS_LIKE,HIGH,2826.78,2792.73,99.67,79.66,82.44,97.27,182.11,176.93,-120.46,-2007.31,1798.27,-284.47,3.526,2.916
MPHASIS,2022-01-20,3,NEUTRAL,MISS_LIKE,HIGH,2826.78,2697.81,99.67,37.68,82.44,151.77,182.11,189.45,-456.25,-6219.56,8408.92,402.97,3.526,2.916
MPHASIS,2022-01-20,5,NEUTRAL,MISS_LIKE,HIGH,2826.78,2685.59,99.67,30.06,82.44,157.94,182.11,188.0,-499.47,-6983.68,9156.91,323.4,3.526,2.916
MPHASIS,2022-01-20,10,NEUTRAL,MISS_LIKE,HIGH,2826.78,2758.59,99.67,41.05,82.44,99.84,182.11,140.89,-241.24,-5880.89,2110.07,-2263.27,3.526,2.916
MPHASIS,2022-01-20,21,NEUTRAL,MISS_LIKE,HIGH,2826.78,2766.1,99.67,0.0,82.44,60.69,182.11,60.69,-214.68,-10000.0,-2638.94,-6667.54,3.526,2.916
MPHASIS,2022-04-28,1,RISK-ON,MISS_LIKE,HIGH,2560.83,2561.15,97.5,95.26,81.9,80.05,179.4,175.31,1.25,-229.49,-226.01,-227.9,3.807,3.198
MPHASIS,2022-04-28,3,RISK-ON,MISS_LIKE,HIGH,2560.83,2508.11,97.5,64.2,81.9,103.44,179.4,167.64,-205.88,-3415.47,2630.43,-655.41,3.807,3.198
