symbol,event_date,horizon,regime,direction_proxy,trust_tier,entry_S,exit_S,call_entry_premium,call_exit,put_entry_premium,put_exit,straddle_entry_premium,straddle_exit,pnl_futures_bps,pnl_long_call_bps,pnl_long_put_bps,pnl_long_straddle_bps,call_premium_pct_S,put_premium_pct_S
COFORGE,2024-01-23,3,NEUTRAL,MISS_LIKE,LOW,1252.27,1211.22,45.72,23.43,38.09,57.89,83.81,81.33,-327.81,-4874.39,5198.55,-296.39,3.651,3.042
COFORGE,2024-01-23,5,NEUTRAL,MISS_LIKE,LOW,1252.27,1218.98,45.72,24.21,38.09,51.61,83.81,75.82,-265.85,-4703.85,3548.02,-953.5,3.651,3.042
COFORGE,2024-01-23,10,NEUTRAL,MISS_LIKE,LOW,1252.27,1284.46,45.72,52.79,38.09,16.43,83.81,69.22,257.05,1546.17,-5685.93,-1740.71,3.651,3.042
COFORGE,2024-01-23,21,NEUTRAL,MISS_LIKE,LOW,1252.27,1281.56,45.72,29.29,38.09,0.0,83.81,29.29,233.91,-3593.25,-10000.0,-6505.02,3.651,3.042
ETERNAL,2022-02-10,1,CAUTION,BEAT_LIKE,LOW,94.2,94.45,11.34,11.22,10.77,10.42,22.11,21.64,26.54,-107.71,-321.5,-211.83,12.038,11.429
ETERNAL,2022-02-10,3,CAUTION,BEAT_LIKE,LOW,94.2,82.7,11.34,5.12,10.77,16.12,22.11,21.24,-1220.81,-5486.54,4975.17,-391.49,12.038,11.429
ETERNAL,2022-02-10,5,CAUTION,BEAT_LIKE,LOW,94.2,89.15,11.34,7.34,10.77,11.95,22.11,19.29,-536.09,-3527.15,1096.34,-1275.42,12.038,11.429
ETERNAL,2022-02-10,10,CAUTION,BEAT_LIKE,LOW,94.2,78.5,11.34,2.18,10.77,17.56,22.11,19.74,-1666.67,-8081.83,6312.08,-1071.72,12.038,11.429
ETERNAL,2022-02-10,21,CAUTION,BEAT_LIKE,LOW,94.2,79.3,11.34,0.0,10.77,14.9,22.11,14.9,-1581.74,-10000.0,3839.75,-3259.78,12.038,11.429
ETERNAL,2022-05-23,1,CAUTION,MISS_LIKE,LOW,58.05,57.05,5.22,4.56,4.87,5.23,10.09,9.79,-172.27,-1264.2,730.48,-301.81,8.998,8.389
ETERNAL,2022-05-23,3,CAUTION,MISS_LIKE,LOW,58.05,62.3,5.22,7.47,4.87,2.92,10.09,10.39,732.13,4310.3,-4005.58,298.06,8.998,8.389
ETERNAL,2022-05-23,5,CAUTION,MISS_LIKE,LOW,58.05,62.05,5.22,7.04,4.87,2.77,10.09,9.81,689.06,3479.18,-4317.78,-282.69,8.998,8.389
ETERNAL,2022-05-23,10,CAUTION,MISS_LIKE,LOW,58.05,72.15,5.22,14.71,4.87,0.41,10.09,15.12,2428.94,18153.86,-9153.55,4978.6,8.998,8.389
ETERNAL,2022-05-23,21,CAUTION,MISS_LIKE,LOW,58.05,65.0,5.22,6.95,4.87,0.0,10.09,6.95,1197.24,3305.99,-10000.0,-3113.87,8.998,8.389
ETERNAL,2022-08-01,1,NEUTRAL,MISS_LIKE,LOW,46.8,46.3,4.35,3.98,4.06,4.2,8.41,8.18,-106.84,-861.47,339.96,-281.11,9.295,8.686
ETERNAL,2022-08-01,3,NEUTRAL,MISS_LIKE,LOW,46.8,55.45,4.35,10.11,4.06,1.21,8.41,11.32,1848.29,13238.77,-7017.33,3453.9,9.295,8.686
ETERNAL,2022-08-01,5,NEUTRAL,MISS_LIKE,LOW,46.8,54.6,4.35,9.23,4.06,1.21,8.41,10.43,1666.67,11213.01,-7030.43,2400.37,9.295,8.686
ETERNAL,2022-08-01,10,NEUTRAL,MISS_LIKE,LOW,46.8,64.25,4.35,17.7,4.06,0.1,8.41,17.8,3728.63,30696.65,-9761.12,11153.21,9.295,8.686
ETERNAL,2022-08-01,21,NEUTRAL,MISS_LIKE,LOW,46.8,62.45,4.35,15.65,4.06,0.0,8.41,15.65,3344.02,25977.42,-10000.0,8598.24,9.295,8.686
ETERNAL,2022-11-10,1,RISK-OFF,MISS_LIKE,LOW,65.3,63.95,2.9,2.15,2.5,3.12,5.39,5.26,-206.74,-2585.64,2478.98,-240.11,4.435,3.825
ETERNAL,2022-11-10,3,RISK-OFF,MISS_LIKE,LOW,65.3,69.6,2.9,5.54,2.5,0.9,5.39,6.44,658.5,9142.79,-6397.94,1945.54,4.435,3.825
ETERNAL,2022-11-10,5,RISK-OFF,MISS_LIKE,LOW,65.3,68.7,2.9,4.72,2.5,1.01,5.39,5.73,520.67,6300.21,-5945.92,628.76,4.435,3.825
ETERNAL,2022-11-10,10,RISK-OFF,MISS_LIKE,LOW,65.3,61.75,2.9,0.71,2.5,4.04,5.39,4.75,-543.65,-7549.08,6182.45,-1189.71,4.435,3.825
ETERNAL,2022-11-10,21,RISK-OFF,MISS_LIKE,LOW,65.3,63.8,2.9,0.0,2.5,1.5,5.39,1.5,-229.71,-10000.0,-3995.3,-7219.09,4.435,3.825
ETERNAL,2023-02-09,1,NEUTRAL,MISS_LIKE,LOW,54.3,54.4,3.89,3.85,3.56,3.44,7.45,7.29,18.42,-96.64,-344.37,-215.01,7.166,6.557
ETERNAL,2023-02-09,3,NEUTRAL,MISS_LIKE,LOW,54.3,51.8,3.89,2.39,3.56,4.6,7.45,6.99,-460.41,-3859.09,2930.27,-615.12,7.166,6.557
ETERNAL,2023-02-09,5,NEUTRAL,MISS_LIKE,LOW,54.3,50.25,3.89,1.61,3.56,5.41,7.45,7.02,-745.86,-5857.47,5183.89,-581.88,7.166,6.557
ETERNAL,2023-02-09,10,NEUTRAL,MISS_LIKE,LOW,54.3,52.95,3.89,2.18,3.56,3.35,7.45,5.52,-248.62,-4407.48,-603.72,-2590.03,7.166,6.557
ETERNAL,2023-02-09,21,NEUTRAL,MISS_LIKE,LOW,54.3,53.85,3.89,0.0,3.56,0.45,7.45,0.45,-82.87,-10000.0,-8736.12,-9396.11,7.166,6.557
ETERNAL,2023-05-19,1,NEUTRAL,BEAT_LIKE,LOW,63.35,64.5,3.32,3.89,2.93,2.38,6.24,6.27,181.53,1744.53,-1891.8,38.74,5.233,4.624
ETERNAL,2023-05-19,3,NEUTRAL,BEAT_LIKE,LOW,63.35,63.2,3.32,2.99,2.93,2.81,6.24,5.79,-23.68,-984.88,-423.38,-721.48,5.233,4.624
ETERNAL,2023-05-19,5,NEUTRAL,BEAT_LIKE,LOW,63.35,67.3,3.32,5.45,2.93,1.2,6.24,6.64,623.52,6426.34,-5912.8,638.1,5.233,4.624
ETERNAL,2023-05-19,10,NEUTRAL,BEAT_LIKE,LOW,63.35,71.15,3.32,8.29,2.93,0.28,6.24,8.56,1231.26,14994.49,-9059.77,3710.73,5.233,4.624
ETERNAL,2023-05-19,21,NEUTRAL,BEAT_LIKE,LOW,63.35,75.85,3.32,12.5,2.93,0.0,6.24,12.5,1973.17,27704.84,-10000.0,10017.65,5.233,4.624
ETERNAL,2023-08-03,1,CAUTION,BEAT_LIKE,LOW,86.8,86.55,4.92,4.66,4.39,4.41,9.3,9.07,-28.8,-515.16,47.31,-249.91,5.663,5.054
ETERNAL,2023-08-03,3,CAUTION,BEAT_LIKE,LOW,86.8,97.6,4.92,12.25,4.39,0.99,9.3,13.25,1244.24,14925.62,-7732.23,4240.77,5.663,5.054
ETERNAL,2023-08-03,5,CAUTION,BEAT_LIKE,LOW,86.8,94.1,4.92,9.18,4.39,1.47,9.3,10.64,841.01,8669.81,-6653.74,1443.63,5.663,5.054
ETERNAL,2023-08-03,10,CAUTION,BEAT_LIKE,LOW,86.8,91.15,4.92,6.32,4.39,1.68,9.3,8.0,501.15,2852.62,-6173.27,-1403.76,5.663,5.054
ETERNAL,2023-08-03,21,CAUTION,BEAT_LIKE,LOW,86.8,97.2,4.92,10.4,4.39,0.0,9.3,10.4,1198.16,11158.48,-10000.0,1180.7,5.663,5.054
ETERNAL,2023-11-03,1,NEUTRAL,BEAT_LIKE,LOW,107.55,116.5,4.99,10.99,4.33,1.41,9.32,12.4,832.17,12016.07,-6746.78,3293.89,4.64,4.03
ETERNAL,2023-11-03,3,NEUTRAL,BEAT_LIKE,LOW,107.55,121.3,4.99,14.91,4.33,0.59,9.32,15.5,1278.48,19879.52,-8631.24,6625.89,4.64,4.03
ETERNAL,2023-11-03,5,NEUTRAL,BEAT_LIKE,LOW,107.55,121.85,4.99,15.25,4.33,0.44,9.32,15.69,1329.61,20561.61,-8977.73,6829.83,4.64,4.03
ETERNAL,2023-11-03,10,NEUTRAL,BEAT_LIKE,LOW,107.55,122.2,4.99,15.21,4.33,0.2,9.32,15.41,1362.16,20476.23,-9540.25,6522.64,4.64,4.03
ETERNAL,2023-11-03,21,NEUTRAL,BEAT_LIKE,LOW,107.55,116.75,4.99,9.2,4.33,0.0,9.32,9.2,855.42,8437.42,-10000.0,-133.47,4.64,4.03
ETERNAL,2024-02-08,1,CAUTION,BEAT_LIKE,LOW,140.4,144.1,7.41,9.4,6.55,4.88,13.96,14.27,263.53,2680.97,-2555.49,223.13,5.277,4.668
ETERNAL,2024-02-08,3,CAUTION,BEAT_LIKE,LOW,140.4,153.8,7.41,16.08,6.55,1.94,13.96,18.01,954.42,11696.45,-7045.34,2899.61,5.277,4.668
ETERNAL,2024-02-08,5,CAUTION,BEAT_LIKE,LOW,140.4,152.25,7.41,14.5,6.55,1.99,13.96,16.49,844.02,9573.0,-6962.51,1811.73,5.277,4.668
ETERNAL,2024-02-08,10,CAUTION,BEAT_LIKE,LOW,140.4,158.65,7.41,19.27,6.55,0.55,13.96,19.82,1299.86,16003.57,-9161.48,4191.85,5.277,4.668
ETERNAL,2024-02-08,21,CAUTION,BEAT_LIKE,LOW,140.4,160.0,7.41,19.6,6.55,0.0,13.96,19.6,1396.01,16453.32,-10000.0,4036.92,5.277,4.668
FEDERALBNK,2022-01-25,1,CAUTION,BEAT_LIKE,HIGH,88.65,92.36,3.62,5.86,3.08,1.64,6.7,7.5,418.48,6201.6,-4678.66,1200.09,4.083,3.474
FEDERALBNK,2022-01-25,3,CAUTION,BEAT_LIKE,HIGH,88.65,96.55,3.62,9.01,3.08,0.64,6.7,9.65,891.31,14890.72,-7918.57,4405.6,4.083,3.474
FEDERALBNK,2022-01-25,5,CAUTION,BEAT_LIKE,HIGH,88.65,96.6,3.62,8.91,3.08,0.54,6.7,9.45,896.74,14614.29,-8240.8,4108.11,4.083,3.474
FEDERALBNK,2022-01-25,10,CAUTION,BEAT_LIKE,HIGH,88.65,95.4,3.62,7.49,3.08,0.45,6.7,7.93,760.87,10682.61,-8552.31,1840.57,4.083,3.474
FEDERALBNK,2022-01-25,21,CAUTION,BEAT_LIKE,HIGH,88.65,96.65,3.62,8.0,3.08,0.0,6.7,8.0,902.18,12096.85,-10000.0,1939.23,4.083,3.474
FEDERALBNK,2022-05-06,1,RISK-OFF,MISS_LIKE,HIGH,90.72,87.79,2.69,1.3,2.14,3.71,4.83,5.01,-323.95,-5160.95,7378.47,390.57,2.964,2.355
FEDERALBNK,2022-05-06,3,RISK-OFF,MISS_LIKE,HIGH,90.72,89.04,2.69,1.66,2.14,2.87,4.83,4.53,-185.87,-3823.64,3432.56,-611.13,2.964,2.355
FEDERALBNK,2022-05-06,5,RISK-OFF,MISS_LIKE,HIGH,90.72,82.34,2.69,0.12,2.14,8.08,4.83,8.2,-924.06,-9538.09,27823.45,7002.83,2.964,2.355
FEDERALBNK,2022-05-06,10,RISK-OFF,MISS_LIKE,HIGH,90.72,80.41,2.69,0.01,2.14,10.02,4.83,10.03,-1136.48,-9955.63,36906.59,10791.48,2.964,2.355
FEDERALBNK,2022-05-06,21,RISK-OFF,MISS_LIKE,HIGH,90.72,86.87,2.69,0.0,2.14,3.85,4.83,3.85,-424.85,-10000.0,8042.54,-2012.1,2.964,2.355
FEDERALBNK,2022-07-15,1,NEUTRAL,BEAT_LIKE,HIGH,93.66,95.16,3.5,4.28,2.93,2.24,6.43,6.53,159.47,2232.06,-2341.35,148.22,3.738,3.129
FEDERALBNK,2022-07-15,3,NEUTRAL,BEAT_LIKE,HIGH,93.66,104.99,3.5,12.06,2.93,0.24,6.43,12.29,1209.27,24430.54,-9193.99,9109.79,3.738,3.129
FEDERALBNK,2022-07-15,5,NEUTRAL,BEAT_LIKE,HIGH,93.66,105.14,3.5,12.09,2.93,0.18,6.43,12.27,1224.97,24539.3,-9389.32,9079.99,3.738,3.129
FEDERALBNK,2022-07-15,10,NEUTRAL,BEAT_LIKE,HIGH,93.66,105.23,3.5,11.96,2.93,0.07,6.43,12.03,1235.44,24145.98,-9751.78,8700.73,3.738,3.129
FEDERALBNK,2022-07-15,21,NEUTRAL,BEAT_LIKE,HIGH,93.66,108.23,3.5,14.56,2.93,0.0,6.43,14.56,1554.81,31591.1,-10000.0,12640.45,3.738,3.129
FEDERALBNK,2022-10-14,1,RISK-ON,BEAT_LIKE,HIGH,122.5,127.84,6.11,9.26,5.37,3.2,11.48,12.45,436.35,5137.7,-4042.79,845.81,4.991,4.382
FEDERALBNK,2022-10-14,3,RISK-ON,BEAT_LIKE,HIGH,122.5,129.75,6.11,10.32,5.37,2.42,11.48,12.74,592.47,6878.9,-5496.29,1093.49,4.991,4.382
FEDERALBNK,2022-10-14,5,RISK-ON,BEAT_LIKE,HIGH,122.5,127.79,6.11,8.61,5.37,2.74,11.48,11.35,432.35,4086.55,-4896.47,-113.02,4.991,4.382
FEDERALBNK,2022-10-14,10,RISK-ON,BEAT_LIKE,HIGH,122.5,128.63,6.11,8.37,5.37,1.84,11.48,10.21,500.4,3697.92,-6576.51,-1105.38,4.991,4.382
FEDERALBNK,2022-10-14,21,RISK-ON,BEAT_LIKE,HIGH,122.5,133.48,6.11,10.98,5.37,0.0,11.48,10.98,896.72,7965.87,-10000.0,-433.19,4.991,4.382
FEDERALBNK,2023-01-16,1,NEUTRAL,BEAT_LIKE,HIGH,135.79,137.6,6.23,7.11,5.4,4.5,11.63,11.61,133.62,1410.86,-1663.36,-16.89,4.586,3.977
FEDERALBNK,2023-01-16,3,NEUTRAL,BEAT_LIKE,HIGH,135.79,134.07,6.23,4.88,5.4,5.88,11.63,10.76,-126.4,-2169.04,885.19,-750.57,4.586,3.977
FEDERALBNK,2023-01-16,5,NEUTRAL,BEAT_LIKE,HIGH,135.79,131.67,6.23,3.48,5.4,6.96,11.63,10.44,-303.36,-4413.02,2885.89,-1023.21,4.586,3.977
FEDERALBNK,2023-01-16,10,NEUTRAL,BEAT_LIKE,HIGH,135.79,130.49,6.23,2.22,5.4,7.07,11.63,9.29,-390.03,-6429.75,3087.34,-2009.75,4.586,3.977
FEDERALBNK,2023-01-16,21,NEUTRAL,BEAT_LIKE,HIGH,135.79,127.25,6.23,0.0,5.4,8.53,11.63,8.53,-628.38,-10000.0,5800.04,-2662.03,4.586,3.977
FEDERALBNK,2023-05-05,1,NEUTRAL,MISS_LIKE,HIGH,136.72,125.29,3.8,0.32,2.96,10.96,6.76,11.28,-835.72,-9145.11,26959.42,6683.2,2.777,2.168
FEDERALBNK,2023-05-05,3,NEUTRAL,MISS_LIKE,HIGH,136.72,126.08,3.8,0.33,2.96,10.25,6.76,10.58,-778.34,-9130.09,24586.44,5651.32,2.777,2.168
FEDERALBNK,2023-05-05,5,NEUTRAL,MISS_LIKE,HIGH,136.72,125.34,3.8,0.2,2.96,10.94,6.76,11.14,-832.14,-9464.75,26894.31,6475.15,2.777,2.168
FEDERALBNK,2023-05-05,10,NEUTRAL,MISS_LIKE,HIGH,136.72,124.31,3.8,0.05,2.96,12.0,6.76,12.05,-907.46,-9870.08,30487.31,7822.69,2.777,2.168
FEDERALBNK,2023-05-05,21,NEUTRAL,MISS_LIKE,HIGH,136.72,123.72,3.8,0.0,2.96,12.99,6.76,12.99,-950.5,-10000.0,33841.05,9220.02,2.777,2.168
FEDERALBNK,2023-07-13,1,NEUTRAL,MISS_LIKE,HIGH,131.67,124.31,3.78,0.92,2.97,7.51,6.75,8.43,-558.66,-7559.21,15250.34,2490.61,2.869,2.259
FEDERALBNK,2023-07-13,3,NEUTRAL,MISS_LIKE,HIGH,131.67,130.05,3.78,2.66,2.97,3.59,6.75,6.25,-122.9,-2945.16,2067.06,-736.79,2.869,2.259
FEDERALBNK,2023-07-13,5,NEUTRAL,MISS_LIKE,HIGH,131.67,133.14,3.78,4.13,2.97,2.04,6.75,6.18,111.73,947.54,-3130.7,-849.32,2.869,2.259
FEDERALBNK,2023-07-13,10,NEUTRAL,MISS_LIKE,HIGH,131.67,131.32,3.78,2.53,2.97,2.44,6.75,4.97,-26.07,-3301.11,-1813.76,-2645.79,2.869,2.259
FEDERALBNK,2023-07-13,21,NEUTRAL,MISS_LIKE,HIGH,131.67,131.62,3.78,0.0,2.97,0.05,6.75,0.05,-3.72,-10000.0,-9835.2,-9927.39,2.869,2.259
FEDERALBNK,2023-10-16,1,NEUTRAL,MISS_LIKE,HIGH,147.62,146.78,4.48,3.92,3.58,3.9,8.07,7.83,-56.89,-1247.64,896.75,-294.99,3.037,2.427
FEDERALBNK,2023-10-16,3,NEUTRAL,MISS_LIKE,HIGH,147.62,144.81,4.48,2.77,3.58,4.81,8.07,7.58,-190.76,-3823.87,3416.34,-607.41,3.037,2.427
FEDERALBNK,2023-10-16,5,NEUTRAL,MISS_LIKE,HIGH,147.62,144.12,4.48,2.26,3.58,5.08,8.07,7.34,-237.62,-4949.08,4166.63,-899.43,3.037,2.427
FEDERALBNK,2023-10-16,10,NEUTRAL,MISS_LIKE,HIGH,147.62,139.23,4.48,0.5,3.58,8.41,8.07,8.91,-568.94,-8877.68,13471.16,1050.79,3.037,2.427
FEDERALBNK,2023-10-16,21,NEUTRAL,MISS_LIKE,HIGH,147.62,148.37,4.48,0.74,3.58,0.0,8.07,0.74,50.2,-8346.88,-10000.0,-9081.28,3.037,2.427
FEDERALBNK,2024-01-16,1,NEUTRAL,MISS_LIKE,HIGH,151.13,147.92,4.57,2.9,3.64,5.23,8.21,8.12,-212.49,-3658.23,4343.69,-106.0,3.021,2.411
FEDERALBNK,2024-01-16,3,NEUTRAL,MISS_LIKE,HIGH,151.13,145.1,4.57,1.68,3.64,6.91,8.21,8.59,-398.82,-6322.85,8962.13,462.48,3.021,2.411
FEDERALBNK,2024-01-16,5,NEUTRAL,MISS_LIKE,HIGH,151.13,138.58,4.57,0.34,3.64,12.17,8.21,12.51,-830.34,-9260.6,23405.94,5240.78,3.021,2.411
FEDERALBNK,2024-01-16,10,NEUTRAL,MISS_LIKE,HIGH,151.13,145.55,4.57,1.09,3.64,6.17,8.21,7.27,-369.4,-7603.63,6940.56,-1147.15,3.021,2.411
FEDERALBNK,2024-01-16,21,NEUTRAL,MISS_LIKE,HIGH,151.13,154.74,4.57,3.61,3.64,0.0,8.21,3.61,238.64,-2099.74,-10000.0,-5606.83,3.021,2.411
HCLTECH,2022-01-14,1,CAUTION,BEAT_LIKE,HIGH,1125.83,1128.32,37.34,37.78,30.48,28.74,67.82,66.52,22.11,117.62,-570.56,-191.67,3.317,2.707
HCLTECH,2022-01-14,3,CAUTION,BEAT_LIKE,HIGH,1125.83,1029.21,37.34,4.19,30.48,94.88,67.82,99.08,-858.16,-8876.86,21129.11,4608.76,3.317,2.707
HCLTECH,2022-01-14,5,CAUTION,BEAT_LIKE,HIGH,1125.83,1000.09,37.34,1.24,30.48,121.68,67.82,122.92,-1116.86,-9667.01,29920.67,8124.93,3.317,2.707
HCLTECH,2022-01-14,10,CAUTION,BEAT_LIKE,HIGH,1125.83,919.34,37.34,0.0,30.48,202.74,67.82,202.75,-1834.1,-9999.34,56516.95,19895.15,3.317,2.707
HCLTECH,2022-01-14,21,CAUTION,BEAT_LIKE,HIGH,1125.83,975.5,37.34,0.0,30.48,150.33,67.82,150.33,-1335.28,-10000.0,39320.58,12166.2,3.317,2.707
HCLTECH,2022-04-21,1,RISK-ON,MISS_LIKE,HIGH,926.95,935.29,26.83,30.96,21.18,17.23,48.01,48.19,89.96,1539.65,-1865.71,37.25,2.894,2.285
HCLTECH,2022-04-21,3,RISK-ON,MISS_LIKE,HIGH,926.95,927.34,26.83,24.96,21.18,19.69,48.01,44.65,4.13,-698.67,-703.09,-700.62,2.894,2.285
HCLTECH,2022-04-21,5,RISK-ON,MISS_LIKE,HIGH,926.95,932.23,26.83,26.26,21.18,16.61,48.01,42.87,56.91,-214.0,-2157.06,-1071.25,2.894,2.285
HCLTECH,2022-04-21,10,RISK-ON,MISS_LIKE,HIGH,926.95,927.43,26.83,19.52,21.18,15.96,48.01,35.48,5.12,-2725.19,-2465.79,-2610.74,2.894,2.285
HCLTECH,2022-04-21,21,RISK-ON,MISS_LIKE,HIGH,926.95,890.06,26.83,0.0,21.18,36.9,48.01,36.9,-398.06,-10000.0,7419.39,-2314.79,2.894,2.285
HCLTECH,2022-07-12,1,NEUTRAL,MISS_LIKE,HIGH,816.26,802.64,28.28,20.74,23.31,29.61,51.59,50.35,-166.92,-2668.91,2703.43,-241.65,3.465,2.856
HCLTECH,2022-07-12,3,NEUTRAL,MISS_LIKE,HIGH,816.26,781.18,28.28,11.16,23.31,41.94,51.59,53.09,-429.76,-6055.95,7990.87,290.5,3.465,2.856
HCLTECH,2022-07-12,5,NEUTRAL,MISS_LIKE,HIGH,816.26,778.85,28.28,9.26,23.31,42.83,51.59,52.08,-458.38,-6727.33,8371.86,94.59,3.465,2.856
HCLTECH,2022-07-12,10,NEUTRAL,MISS_LIKE,HIGH,816.26,814.15,28.28,19.3,23.31,18.7,51.59,38.0,-25.93,-3175.84,-1977.21,-2634.29,3.465,2.856
HCLTECH,2022-07-12,21,NEUTRAL,MISS_LIKE,HIGH,816.26,832.87,28.28,16.6,23.31,0.0,51.59,16.6,203.42,-4129.46,-10000.0,-6781.81,3.465,2.856
HCLTECH,2022-10-12,1,NEUTRAL,BEAT_LIKE,HIGH,821.1,832.82,23.91,30.25,18.9,13.75,42.81,43.99,142.77,2652.34,-2727.29,276.86,2.911,2.302
HCLTECH,2022-10-12,3,NEUTRAL,BEAT_LIKE,HIGH,821.1,877.05,23.91,63.3,18.9,3.04,42.81,66.34,681.34,16481.45,-8392.9,5497.69,2.911,2.302
HCLTECH,2022-10-12,5,NEUTRAL,BEAT_LIKE,HIGH,821.1,882.86,23.91,67.64,18.9,2.01,42.81,69.65,752.18,18294.34,-8937.66,6269.51,2.911,2.302
HCLTECH,2022-10-12,10,NEUTRAL,BEAT_LIKE,HIGH,821.1,906.98,23.91,88.86,18.9,0.25,42.81,89.11,1045.95,27172.18,-9870.33,10815.32,2.911,2.302
HCLTECH,2022-10-12,21,NEUTRAL,BEAT_LIKE,HIGH,821.1,963.67,23.91,142.56,18.9,0.0,42.81,142.56,1736.26,49637.38,-10000.0,23303.31,2.911,2.302
HCLTECH,2023-01-12,1,CAUTION,BEAT_LIKE,HIGH,931.99,946.88,20.92,29.64,15.24,9.33,36.15,38.98,159.75,4173.47,-3873.53,781.91,2.244,1.635
HCLTECH,2023-01-12,3,CAUTION,BEAT_LIKE,HIGH,931.99,966.36,20.92,43.37,15.24,4.1,36.15,47.47,368.79,10738.51,-7310.47,3131.43,2.244,1.635
HCLTECH,2023-01-12,5,CAUTION,BEAT_LIKE,HIGH,931.99,985.31,20.92,59.14,15.24,1.43,36.15,60.57,572.15,18277.79,-9062.2,6754.84,2.244,1.635
HCLTECH,2023-01-12,10,CAUTION,BEAT_LIKE,HIGH,931.99,1001.0,20.92,72.34,15.24,0.23,36.15,72.57,740.51,24589.54,-9850.66,10074.08,2.244,1.635
HCLTECH,2023-01-12,21,CAUTION,BEAT_LIKE,HIGH,931.99,994.67,20.92,62.68,15.24,0.0,36.15,62.68,672.59,19971.23,-10000.0,7339.3,2.244,1.635
HCLTECH,2023-04-20,1,NEUTRAL,BEAT_LIKE,HIGH,926.07,925.0,32.65,31.26,27.01,26.94,59.66,58.2,-11.55,-426.68,-25.04,-244.85,3.526,2.916
HCLTECH,2023-04-20,3,NEUTRAL,BEAT_LIKE,HIGH,926.07,939.75,32.65,38.12,27.01,19.56,59.66,57.67,147.78,1674.36,-2759.14,-332.74,3.526,2.916
HCLTECH,2023-04-20,5,NEUTRAL,BEAT_LIKE,HIGH,926.07,950.01,32.65,43.02,27.01,14.72,59.66,57.74,258.5,3177.18,-4549.24,-320.66,3.526,2.916
HCLTECH,2023-04-20,10,NEUTRAL,BEAT_LIKE,HIGH,926.07,967.38,32.65,51.32,27.01,6.93,59.66,58.24,446.05,5717.29,-7435.4,-237.09,3.526,2.916
HCLTECH,2023-04-20,21,NEUTRAL,BEAT_LIKE,HIGH,926.07,993.27,32.65,67.2,27.01,0.0,59.66,67.2,725.62,10581.54,-10000.0,1264.03,3.526,2.916
HCLTECH,2023-07-12,1,NEUTRAL,MISS_LIKE,HIGH,1010.99,1007.05,28.05,25.21,21.89,23.28,49.94,48.49,-39.02,-1011.16,633.93,-290.08,2.774,2.165
HCLTECH,2023-07-12,3,NEUTRAL,MISS_LIKE,HIGH,1010.99,1043.68,28.05,47.21,21.89,9.2,49.94,56.42,323.35,6833.2,-5796.13,1297.42,2.774,2.165
HCLTECH,2023-07-12,5,NEUTRAL,MISS_LIKE,HIGH,1010.99,1058.42,28.05,57.51,21.89,5.32,49.94,62.83,469.1,10503.31,-7569.82,2581.37,2.774,2.165
HCLTECH,2023-07-12,10,NEUTRAL,MISS_LIKE,HIGH,1010.99,1016.65,28.05,23.29,21.89,14.27,49.94,37.56,55.97,-1696.11,-3481.61,-2478.74,2.774,2.165
HCLTECH,2023-07-12,21,NEUTRAL,MISS_LIKE,HIGH,1010.99,1046.47,28.05,35.48,21.89,0.0,49.94,35.48,350.9,2648.19,-10000.0,-2895.85,2.774,2.165
HCLTECH,2023-10-12,1,NEUTRAL,MISS_LIKE,HIGH,1139.26,1119.27,22.16,12.01,15.22,25.37,37.38,37.38,-175.42,-4580.38,6667.78,-0.58,1.945,1.336
HCLTECH,2023-10-12,3,NEUTRAL,MISS_LIKE,HIGH,1139.26,1162.17,22.16,35.51,15.22,6.6,37.38,42.11,201.11,6022.59,-5664.24,1264.18,1.945,1.336
HCLTECH,2023-10-12,5,NEUTRAL,MISS_LIKE,HIGH,1139.26,1161.07,22.16,33.46,15.22,6.28,37.38,39.74,191.47,5099.54,-5873.11,631.91,1.945,1.336
HCLTECH,2023-10-12,10,NEUTRAL,MISS_LIKE,HIGH,1139.26,1137.41,22.16,14.65,15.22,12.71,37.38,27.36,-16.26,-3388.99,-1648.12,-2680.18,1.945,1.336
HCLTECH,2023-10-12,21,NEUTRAL,MISS_LIKE,HIGH,1139.26,1159.24,22.16,19.99,15.22,0.0,37.38,19.99,175.43,-981.67,-10000.0,-4653.57,1.945,1.336
HCLTECH,2024-01-12,1,NEUTRAL,BEAT_LIKE,HIGH,1371.02,1422.73,54.0,84.95,45.65,25.27,99.65,110.22,377.15,5730.99,-4464.71,1060.44,3.939,3.33
HCLTECH,2024-01-12,3,NEUTRAL,BEAT_LIKE,HIGH,1371.02,1436.25,54.0,92.1,45.65,19.65,99.65,111.76,475.82,7055.64,-5695.01,1214.7,3.939,3.33
HCLTECH,2024-01-12,5,NEUTRAL,BEAT_LIKE,HIGH,1371.02,1447.43,54.0,98.02,45.65,15.15,99.65,113.17,557.31,8150.37,-6681.49,1356.05,3.939,3.33
HCLTECH,2024-01-12,10,NEUTRAL,BEAT_LIKE,HIGH,1371.02,1465.11,54.0,106.07,45.65,7.42,99.65,113.5,686.26,9642.52,-8373.69,1389.48,3.939,3.33
HCLTECH,2024-01-12,21,NEUTRAL,BEAT_LIKE,HIGH,1371.02,1549.83,54.0,178.81,45.65,0.0,99.65,178.81,1304.21,23111.24,-10000.0,7943.32,3.939,3.33
