signal_id,ticker,date,regime,classification,sector,side,exit_reason,pnl_pct,abs_z,z_bucket
BRK-2026-04-21-ADANIPORTS,ADANIPORTS,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Logistics_Transport,LONG,TIME_STOP,-0.2313,0.38055420297958015,<2.0
BRK-2026-04-21-APOLLOHOSP,APOLLOHOSP,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Hospitals_Diagnostics,LONG,TIME_STOP,0.6457,0.9079963251801331,<2.0
BRK-2026-04-21-AUBANK,AUBANK,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Banks,LONG,TRAIL,2.4812,2.4872431501785397,"[2.0,3.0)"
BRK-2026-04-21-BHEL,BHEL,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Capital_Goods,LONG,TRAIL,1.3106,0.9214971854159023,<2.0
BRK-2026-04-21-BIOCON,BIOCON,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Pharma,LONG,TIME_STOP,0.1048,0.10073110462895249,<2.0
BRK-2026-04-21-BOSCHLTD,BOSCHLTD,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Auto_Ancillaries,LONG,TIME_STOP,0.711,0.42061580978354957,<2.0
BRK-2026-04-21-BRITANNIA,BRITANNIA,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,FMCG,LONG,TIME_STOP,1.4228,1.5888986182992335,<2.0
BRK-2026-04-21-CANBK,CANBK,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Banks,LONG,TIME_STOP,0.113,0.4952369535984847,<2.0
BRK-2026-04-21-COFORGE,COFORGE,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,IT_Services,LONG,TIME_STOP,0.3608,0.11304923387560747,<2.0
BRK-2026-04-21-DABUR,DABUR,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,FMCG,LONG,TRAIL,1.7615,1.4771533178053737,<2.0
BRK-2026-04-21-DALBHARAT,DALBHARAT,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Cement_Building,LONG,TIME_STOP,0.0517,0.17484881220945528,<2.0
BRK-2026-04-21-DIXON,DIXON,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Consumer_Discretionary,LONG,TIME_STOP,-0.359,0.09059602131978406,<2.0
BRK-2026-04-21-DLF,DLF,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Infra_EPC,LONG,TIME_STOP,0.4627,0.8350055578522133,<2.0
BRK-2026-04-21-DRREDDY,DRREDDY,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Unmapped,SHORT,TIME_STOP,0.4757,0.7087153850198034,<2.0
BRK-2026-04-21-EICHERMOT,EICHERMOT,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Consumer_Discretionary,LONG,TIME_STOP,0.2622,0.18896419365193495,<2.0
BRK-2026-04-21-EXIDEIND,EXIDEIND,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Capital_Goods,LONG,TIME_STOP,0.7234,0.31655028511825084,<2.0
BRK-2026-04-21-FEDERALBNK,FEDERALBNK,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Banks,LONG,TIME_STOP,-0.5709,0.23169709169728264,<2.0
BRK-2026-04-21-GAIL,GAIL,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Power_Utilities,LONG,TIME_STOP,0.7885,0.8237125299044135,<2.0
BRK-2026-04-21-GLENMARK,GLENMARK,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Pharma,LONG,TIME_STOP,0.1413,0.08103383651631127,<2.0
BRK-2026-04-21-GRASIM,GRASIM,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Cement_Building,LONG,TIME_STOP,0.0918,0.32748310964115984,<2.0
BRK-2026-04-21-HAL,HAL,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Defence,LONG,TIME_STOP,0.218,0.113262894231069,<2.0
BRK-2026-04-21-HDFCBANK,HDFCBANK,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Banks,LONG,TIME_STOP,1.0416,1.7919608488926182,<2.0
BRK-2026-04-21-ICICIGI,ICICIGI,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Insurance,SHORT,TIME_STOP,-0.3134,1.3891515418638454,<2.0
BRK-2026-04-21-IDEA,IDEA,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Telecom,LONG,TRAIL,1.1134,0.19971829243687303,<2.0
BRK-2026-04-21-INDHOTEL,INDHOTEL,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Real_Estate_Hotels,LONG,TIME_STOP,0.5716,0.4155670292869379,<2.0
BRK-2026-04-21-INDUSTOWER,INDUSTOWER,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Infra_EPC,LONG,TIME_STOP,1.3355,0.8267943194170728,<2.0
BRK-2026-04-21-JINDALSTEL,JINDALSTEL,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Metals_Mining,LONG,TIME_STOP,-0.3936,0.0685139944495577,<2.0
BRK-2026-04-21-JSWSTEEL,JSWSTEEL,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Metals_Mining,LONG,TIME_STOP,-0.8042,0.09030475828490561,<2.0
BRK-2026-04-21-JUBLFOOD,JUBLFOOD,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Real_Estate_Hotels,LONG,TRAIL,1.4169,1.7208696619474053,<2.0
BRK-2026-04-21-KAYNES,KAYNES,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Capital_Goods,LONG,TIME_STOP,1.1435,0.07094442182883924,<2.0
BRK-2026-04-21-KFINTECH,KFINTECH,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Capital_Markets,LONG,TIME_STOP,1.3752,0.614969586899818,<2.0
BRK-2026-04-21-LUPIN,LUPIN,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Pharma,SHORT,TIME_STOP,0.6227,0.38351241081474463,<2.0
BRK-2026-04-21-M&M,M&M,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Unmapped,LONG,TIME_STOP,0.3412,0.2042751777032865,<2.0
BRK-2026-04-21-MANAPPURAM,MANAPPURAM,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,NBFC_HFC,LONG,TIME_STOP,2.8425,1.98972137526019,<2.0
BRK-2026-04-21-MUTHOOTFIN,MUTHOOTFIN,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,NBFC_HFC,LONG,TIME_STOP,1.1767,0.8683716678573553,<2.0
BRK-2026-04-21-OBEROIRLTY,OBEROIRLTY,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Infra_EPC,LONG,TIME_STOP,-0.443,0.7749746106354216,<2.0
BRK-2026-04-21-PAYTM,PAYTM,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,NBFC_HFC,LONG,TIME_STOP,-0.1359,0.09382598355942695,<2.0
BRK-2026-04-21-PETRONET,PETRONET,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Oil_Gas,LONG,TIME_STOP,2.0959,1.125267359168498,<2.0
BRK-2026-04-21-PPLPHARMA,PPLPHARMA,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Pharma,LONG,TIME_STOP,0.879,0.42424014062745813,<2.0
BRK-2026-04-21-SAIL,SAIL,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Metals_Mining,LONG,TIME_STOP,-0.7841,0.4847873382535625,<2.0
BRK-2026-04-21-SBILIFE,SBILIFE,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Insurance,SHORT,TIME_STOP,0.2845,2.356902425165812,"[2.0,3.0)"
BRK-2026-04-21-SHRIRAMFIN,SHRIRAMFIN,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,NBFC_HFC,LONG,TIME_STOP,-1.2236,0.12537222054659622,<2.0
BRK-2026-04-21-ULTRACEMCO,ULTRACEMCO,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Cement_Building,LONG,TIME_STOP,1.3488,0.5741191956974794,<2.0
BRK-2026-04-21-UNITDSPR,UNITDSPR,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,FMCG,LONG,TIME_STOP,2.9728,3.0279664523397125,"[3.0,4.0)"
BRK-2026-04-21-VMM,VMM,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Consumer_Discretionary,LONG,TRAIL,1.0865,1.766933708188857,<2.0
BRK-2026-04-21-WAAREEENER,WAAREEENER,2026-04-21,CAUTION,POSSIBLE_OPPORTUNITY,Capital_Goods,SHORT,TIME_STOP,1.0137,0.1160193237216266,<2.0
BRK-2026-04-22-ADANIENSOL,ADANIENSOL,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Power_Utilities,LONG,TRAIL,3.4253,2.2458671143094397,"[2.0,3.0)"
BRK-2026-04-22-ASHOKLEY,ASHOKLEY,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Autos,LONG,TRAIL,1.7046,0.5477208348546782,<2.0
BRK-2026-04-22-ASTRAL,ASTRAL,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Chemicals,LONG,TIME_STOP,0.2479,0.1892146071501448,<2.0
BRK-2026-04-22-AUBANK,AUBANK,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Banks,LONG,TIME_STOP,0.6915,0.24070944606422004,<2.0
BRK-2026-04-22-BHEL,BHEL,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Capital_Goods,LONG,TIME_STOP,-0.1431,0.07740379086519909,<2.0
BRK-2026-04-22-CANBK,CANBK,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Banks,LONG,TIME_STOP,0.8959,0.2889676876801881,<2.0
BRK-2026-04-22-CUMMINSIND,CUMMINSIND,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Auto_Ancillaries,LONG,TIME_STOP,2.2626,1.0608897852718004,<2.0
BRK-2026-04-22-DABUR,DABUR,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,FMCG,LONG,TIME_STOP,1.6284,1.1043158337798302,<2.0
BRK-2026-04-22-DELHIVERY,DELHIVERY,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Business_Services,SHORT,TRAIL,1.9156,0.8304398915595803,<2.0
BRK-2026-04-22-DIVISLAB,DIVISLAB,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Unmapped,LONG,TIME_STOP,-0.192,0.09282747043376939,<2.0
BRK-2026-04-22-DIXON,DIXON,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Consumer_Discretionary,LONG,TIME_STOP,-0.0625,0.09939328538401336,<2.0
BRK-2026-04-22-DLF,DLF,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Infra_EPC,LONG,TIME_STOP,0.739,0.16018762418414817,<2.0
BRK-2026-04-22-DRREDDY,DRREDDY,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Unmapped,SHORT,TIME_STOP,-1.0668,0.13724159051575163,<2.0
BRK-2026-04-22-EXIDEIND,EXIDEIND,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Capital_Goods,LONG,TRAIL,5.9939,2.592424191109882,"[2.0,3.0)"
BRK-2026-04-22-GAIL,GAIL,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Power_Utilities,LONG,TIME_STOP,2.4394,1.4966560465823948,<2.0
BRK-2026-04-22-GRASIM,GRASIM,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Cement_Building,LONG,TIME_STOP,0.1106,0.12057978915820432,<2.0
BRK-2026-04-22-HAL,HAL,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Defence,LONG,TIME_STOP,0.0489,0.464486033255039,<2.0
BRK-2026-04-22-HCLTECH,HCLTECH,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,IT_Services,SHORT,TRAIL,1.1554,7.114844687390081,5.0+
BRK-2026-04-22-ICICIGI,ICICIGI,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Insurance,SHORT,TIME_STOP,-0.38,0.3613848521908298,<2.0
BRK-2026-04-22-IREDA,IREDA,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Power_Utilities,LONG,TRAIL,6.4638,3.3910894584717686,"[3.0,4.0)"
BRK-2026-04-22-JUBLFOOD,JUBLFOOD,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Real_Estate_Hotels,LONG,TIME_STOP,2.4233,2.2709690629472368,"[2.0,3.0)"
BRK-2026-04-22-KAYNES,KAYNES,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Capital_Goods,LONG,TRAIL,3.9975,1.4937652035660671,<2.0
BRK-2026-04-22-KOTAKBANK,KOTAKBANK,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Banks,SHORT,TIME_STOP,0.6011,0.9109856788407553,<2.0
BRK-2026-04-22-MANAPPURAM,MANAPPURAM,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,NBFC_HFC,LONG,TRAIL,4.3304,1.981901781783778,<2.0
BRK-2026-04-22-MARICO,MARICO,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,FMCG,LONG,TIME_STOP,1.6472,0.6997147004833836,<2.0
BRK-2026-04-22-NATIONALUM,NATIONALUM,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Metals_Mining,LONG,TIME_STOP,1.9346,1.0336208805509326,<2.0
BRK-2026-04-22-NMDC,NMDC,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Metals_Mining,LONG,TIME_STOP,-1.1404,0.053577593515166326,<2.0
BRK-2026-04-22-NUVAMA,NUVAMA,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Capital_Markets,SHORT,TIME_STOP,0.4475,0.5315980068033564,<2.0
BRK-2026-04-22-OBEROIRLTY,OBEROIRLTY,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Infra_EPC,LONG,TIME_STOP,0.6165,0.15975746366913138,<2.0
BRK-2026-04-22-OFSS,OFSS,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,IT_Services,LONG,TRAIL,1.7898,0.8970164143150382,<2.0
BRK-2026-04-22-PETRONET,PETRONET,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Oil_Gas,LONG,TIME_STOP,-0.0706,0.2876503170885731,<2.0
BRK-2026-04-22-POLYCAB,POLYCAB,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Capital_Goods,LONG,TIME_STOP,0.5938,0.5244247924386864,<2.0
BRK-2026-04-22-PPLPHARMA,PPLPHARMA,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Pharma,LONG,TIME_STOP,1.6073,0.6589745741658637,<2.0
BRK-2026-04-22-RECLTD,RECLTD,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Capital_Markets,LONG,TIME_STOP,0.1139,0.09071100148101274,<2.0
BRK-2026-04-22-SAIL,SAIL,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Metals_Mining,LONG,TIME_STOP,-0.7525,0.1965830451470035,<2.0
BRK-2026-04-22-SBILIFE,SBILIFE,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Insurance,SHORT,TIME_STOP,1.5101,0.8811666957326074,<2.0
BRK-2026-04-22-SHREECEM,SHREECEM,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Cement_Building,LONG,TIME_STOP,0.3471,0.4886997290905375,<2.0
BRK-2026-04-22-SHRIRAMFIN,SHRIRAMFIN,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,NBFC_HFC,LONG,TIME_STOP,-0.0326,0.16465159247888608,<2.0
BRK-2026-04-22-TATASTEEL,TATASTEEL,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Metals_Mining,LONG,TIME_STOP,-0.1154,0.20982251793006843,<2.0
BRK-2026-04-22-TCS,TCS,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,IT_Services,SHORT,TRAIL,1.1709,1.9511426331935668,<2.0
BRK-2026-04-22-ULTRACEMCO,ULTRACEMCO,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Cement_Building,LONG,TIME_STOP,0.1731,0.7526005390457171,<2.0
BRK-2026-04-22-UNITDSPR,UNITDSPR,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,FMCG,LONG,TIME_STOP,2.8133,1.5042398605113034,<2.0
BRK-2026-04-22-VMM,VMM,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Consumer_Discretionary,LONG,TIME_STOP,0.5209,0.37763285868323593,<2.0
BRK-2026-04-22-WAAREEENER,WAAREEENER,2026-04-22,CAUTION,POSSIBLE_OPPORTUNITY,Capital_Goods,SHORT,TIME_STOP,0.7241,0.3933628045964603,<2.0
BRK-2026-04-23-BAJAJFINSV,BAJAJFINSV,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Insurance,SHORT,TIME_STOP,1.0919,0.2124630015067978,<2.0
BRK-2026-04-23-BHARATFORG,BHARATFORG,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Metals_Mining,LONG,TIME_STOP,-1.2217,0.13250278833096804,<2.0
BRK-2026-04-23-BIOCON,BIOCON,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Pharma,SHORT,TIME_STOP,-0.4229,0.4093410316733528,<2.0
BRK-2026-04-23-COFORGE,COFORGE,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,IT_Services,SHORT,TIME_STOP,0.4737,1.7610313917071732,<2.0
BRK-2026-04-23-DIXON,DIXON,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Consumer_Discretionary,LONG,TIME_STOP,-1.9135,0.09378643000207677,<2.0
BRK-2026-04-23-HCLTECH,HCLTECH,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,IT_Services,SHORT,TIME_STOP,-0.2313,8.01509319932863,5.0+
BRK-2026-04-23-HINDPETRO,HINDPETRO,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Oil_Gas,SHORT,TIME_STOP,-0.2931,0.15032704617316117,<2.0
BRK-2026-04-23-HINDUNILVR,HINDUNILVR,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,FMCG,LONG,TIME_STOP,0.2903,2.48852817990416,"[2.0,3.0)"
BRK-2026-04-23-ICICIPRULI,ICICIPRULI,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Insurance,SHORT,TIME_STOP,-1.1116,1.2853591015481247,<2.0
BRK-2026-04-23-INFY,INFY,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,IT_Services,SHORT,TIME_STOP,0.3352,2.222278848093014,"[2.0,3.0)"
BRK-2026-04-23-LICI,LICI,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Insurance,SHORT,TIME_STOP,0.5152,0.1292607481650275,<2.0
BRK-2026-04-23-MANKIND,MANKIND,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Pharma,LONG,TRAIL,2.2157,0.7057114804483003,<2.0
BRK-2026-04-23-MPHASIS,MPHASIS,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,IT_Services,SHORT,TIME_STOP,2.2631,1.718171615207702,<2.0
BRK-2026-04-23-NAUKRI,NAUKRI,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,IT_Services,SHORT,TIME_STOP,0.8409,1.1413687606768443,<2.0
BRK-2026-04-23-NTPC,NTPC,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Power_Utilities,LONG,TIME_STOP,-0.435,1.5651755574957937,<2.0
BRK-2026-04-23-PIDILITIND,PIDILITIND,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Chemicals,LONG,TIME_STOP,-0.662,0.554122561106128,<2.0
BRK-2026-04-23-POLICYBZR,POLICYBZR,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,IT_Services,LONG,TIME_STOP,3.3954,0.06291168470758512,<2.0
BRK-2026-04-23-RECLTD,RECLTD,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Capital_Markets,SHORT,TIME_STOP,1.3163,0.12960431764223132,<2.0
BRK-2026-04-23-SAMMAANCAP,SAMMAANCAP,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,NBFC_HFC,SHORT,TIME_STOP,1.1161,0.3786584759328982,<2.0
BRK-2026-04-23-SWIGGY,SWIGGY,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Business_Services,LONG,TIME_STOP,1.7217,1.139841096339628,<2.0
BRK-2026-04-23-TATATECH,TATATECH,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,IT_Services,SHORT,TIME_STOP,1.043,0.7635330294870947,<2.0
BRK-2026-04-23-TCS,TCS,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,IT_Services,SHORT,TIME_STOP,0.1825,1.9302101185307778,<2.0
BRK-2026-04-23-TRENT,TRENT,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Consumer_Discretionary,LONG,TIME_STOP,-2.9273,0.39915250648820494,<2.0
BRK-2026-04-23-UNITDSPR,UNITDSPR,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,FMCG,LONG,TIME_STOP,0.1983,1.4754283111371251,<2.0
BRK-2026-04-23-VMM,VMM,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,Consumer_Discretionary,LONG,TRAIL,2.756,0.35179641620923374,<2.0
BRK-2026-04-23-WIPRO,WIPRO,2026-04-23,NEUTRAL,POSSIBLE_OPPORTUNITY,IT_Services,SHORT,TIME_STOP,0.031,0.1840371219757284,<2.0
