ticker,date,time,regime,days_in_regime,expected_return,actual_return,z_score,classification,action,pcr,pcr_class,oi_anomaly,oi_anomaly_type,trade_rec,trade_detail,event_geometry,direction_tested,direction_intended,direction_consistent,regime_zone,signal_id,actual_pnl_pct,actual_open_time_ist,actual_close_time_ist,actual_side,source,regime_history_value,open_price,peak_price,peak_minute,trough_price,trough_minute,close_price_15_30,price_at_14_30,peak_pct,trough_pct,close_pct,pct_at_14_30,range_first_15min,range_first_30min,peak_in_first_15min,trough_in_first_15min,validation,shape,cf_grid_avg_pnl_pct,cf_grid_avg_win,cf_best_grid_pnl_pct,cf_entry_0915_pnl_pct,cf_entry_0915_exit_reason,cf_entry_0915_exit_minute,cf_entry_0920_pnl_pct,cf_entry_0920_exit_reason,cf_entry_0920_exit_minute,cf_entry_0925_pnl_pct,cf_entry_0925_exit_reason,cf_entry_0925_exit_minute,cf_entry_0930_pnl_pct,cf_entry_0930_exit_reason,cf_entry_0930_exit_minute,cf_entry_0945_pnl_pct,cf_entry_0945_exit_reason,cf_entry_0945_exit_minute
ZYDUSLIFE,2026-04-24,10:48:26,CAUTION,1,-0.63,-2.61,-1.67,OPPORTUNITY_OVERSHOOT,ALERT,0.6,BEARISH,False,,,,OVERSHOOT,FADE,NEUTRAL,False,,MISSED-2026-04-24-ZYDUSLIFE-OPPORTUNITY_OVERSHOOT,,,,,missed,,948.0,948.7,0.0,923.25,93.0,926.95,929.65,0.07383966244726219,-2.6107594936708862,-2.2204641350210923,-1.935654008438821,1.719409282700417,1.7985232067510502,True,False,OK,ONE_WAY_DOWN,,False,,,,,,,,,,,,,,,,
TITAN,2026-04-16,12:36:04,CAUTION,1,-0.1,-2.35,-1.67,POSSIBLE_OPPORTUNITY,HOLD,,NEUTRAL,False,,,,,,,,CAUTION,MISSED-2026-04-16-TITAN-POSSIBLE_OPPORTUNITY,,,,,missed,CAUTION,4554.0,4535.4,10.0,4441.3,195.0,4461.5,4477.7,-0.40843214756259033,-2.474747474747471,-2.031181379007466,-1.6754501537110273,1.1418533157663593,1.2933684672815027,True,False,OK,ONE_WAY_DOWN,,False,,,,,,,,,,,,,,,,
SONACOMS,2026-04-24,13:18:25,CAUTION,1,-0.84,-2.48,-1.66,OPPORTUNITY_OVERSHOOT,ALERT,0.64,BEARISH,False,,,,OVERSHOOT,FADE,NEUTRAL,False,,MISSED-2026-04-24-SONACOMS-OPPORTUNITY_OVERSHOOT,,,,,missed,,574.9,574.2,3.0,560.55,292.0,564.5,564.6,-0.12176030614018643,-2.496086275874069,-1.8090102626543707,-1.791615933205767,1.6002783092711856,2.417811793355382,True,False,OK,CHOPPY,,False,,,,,,,,,,,,,,,,
MCX,2026-04-16,14:45:26,CAUTION,1,1.55,-0.45,-1.64,POSSIBLE_OPPORTUNITY,HOLD,,NEUTRAL,False,,,,,,,,CAUTION,MISSED-2026-04-16-MCX-POSSIBLE_OPPORTUNITY,,,,,missed,CAUTION,2881.0,2899.9,25.0,2842.0,265.0,2862.0,2865.0,0.6560222145088542,-1.3536966331135023,-0.6594932315168345,-0.5553627212773342,1.023950017355085,1.492537313432836,False,False,OK,CHOPPY,,False,,,,,,,,,,,,,,,,
GLENMARK,2026-04-24,15:30:39,CAUTION,1,-0.58,-2.72,-1.64,OPPORTUNITY_OVERSHOOT,ALERT,0.76,MILD_BEAR,False,,,,OVERSHOOT,FADE,NEUTRAL,False,,MISSED-2026-04-24-GLENMARK-OPPORTUNITY_OVERSHOOT,,,,,missed,,2351.0,2372.0,9.0,2286.0,373.0,2287.0,2306.2,0.893236920459379,-2.76478094427903,-2.722245852828584,-1.9055720969800163,1.1824755423224238,2.552105487026797,True,False,OK,REVERSE_V_HIGH,,False,,,,,,,,,,,,,,,,
LTM,2026-04-17,11:15:36,CAUTION,1,0.48,-0.04,-1.64,POSSIBLE_OPPORTUNITY,HOLD,,NEUTRAL,False,,,,,,,,CAUTION,MISSED-2026-04-17-LTM-POSSIBLE_OPPORTUNITY,,,,,missed,CAUTION,4724.9,4776.9,173.0,4659.2,0.0,4700.0,4742.5,1.1005523926432306,-1.3905056191665395,-0.5269952803233854,0.37249465597156267,2.747148087790222,2.747148087790222,False,True,OK,V_LOW_RECOVERY,,False,,,,,,,,,,,,,,,,
HYUNDAI,2026-04-25,12:30:40,CAUTION,1,-0.84,-3.52,-1.6,OPPORTUNITY_OVERSHOOT,ALERT,0.68,BEARISH,False,,,,OVERSHOOT,FADE,NEUTRAL,False,,MISSED-2026-04-25-HYUNDAI-OPPORTUNITY_OVERSHOOT,,,,,missed,,,,,,,,,,,,,,,,,BARS_INSUFFICIENT,INVALID,,False,,,,,,,,,,,,,,,,
NAUKRI,2026-04-24,14:15:37,CAUTION,1,-1.03,-3.43,-1.6,POSSIBLE_OPPORTUNITY,HOLD,1.06,NEUTRAL,False,,,,OVERSHOOT,FADE,NEUTRAL,,,MISSED-2026-04-24-NAUKRI-POSSIBLE_OPPORTUNITY,,,,,missed,,1015.0,1013.9,1.0,979.6,290.0,990.0,984.6,-0.10837438423645544,-3.4876847290640374,-2.4630541871921183,-2.9950738916256134,1.2463054187192095,1.6995073891625616,True,False,OK,CHOPPY,,False,,,,,,,,,,,,,,,,
HDFCLIFE,2026-04-16,15:30:28,CAUTION,1,-0.01,-2.55,-1.57,POSSIBLE_OPPORTUNITY,HOLD,,NEUTRAL,False,,,,,,,,CAUTION,MISSED-2026-04-16-HDFCLIFE-POSSIBLE_OPPORTUNITY,,,,,missed,CAUTION,647.0,649.8,5.0,628.4,238.0,630.5,632.2,0.4327666151468245,-2.8748068006182415,-2.5502318392581143,-2.2874806800618166,0.8887171561051005,0.8887171561051005,True,False,OK,ONE_WAY_DOWN,,False,,,,,,,,,,,,,,,,
LUPIN,2026-04-16,12:36:04,CAUTION,1,-0.28,-2.09,-1.57,POSSIBLE_OPPORTUNITY,HOLD,,NEUTRAL,False,,,,,,,,CAUTION,MISSED-2026-04-16-LUPIN-POSSIBLE_OPPORTUNITY,,,,,missed,CAUTION,2349.5,2335.9,2.0,2297.3,182.0,2325.0,2317.1,-0.5788465630985278,-2.221749308363474,-1.04277505852309,-1.379016812087682,1.5279846775909807,1.613109172164294,True,False,OK,CHOPPY,,False,,,,,,,,,,,,,,,,
APOLLOHOSP,2026-04-24,14:18:09,CAUTION,1,-0.26,-1.57,-1.56,OPPORTUNITY_OVERSHOOT,ALERT,0.72,MILD_BEAR,False,,,,OVERSHOOT,FADE,NEUTRAL,False,,MISSED-2026-04-24-APOLLOHOSP-OPPORTUNITY_OVERSHOOT,,,,,missed,,7814.0,7840.0,22.0,7685.0,309.0,7740.0,7695.0,0.33273611466598413,-1.650883030458152,-0.9470181725108779,-1.522907601740466,1.0685948297926797,1.2029690299462503,False,False,OK,CHOPPY,,False,,,,,,,,,,,,,,,,
TIINDIA,2026-04-16,15:15:39,CAUTION,1,2.46,-0.69,-1.55,POSSIBLE_OPPORTUNITY,HOLD,,NEUTRAL,False,,,,,,,,CAUTION,MISSED-2026-04-16-TIINDIA-POSSIBLE_OPPORTUNITY,,,,,missed,CAUTION,2768.7,2811.9,7.0,2702.0,278.0,2758.8,2749.8,1.5602990573193294,-2.4090728500740357,-0.3575685339689976,-0.6826308375771892,1.6614295517752016,1.6614295517752016,True,False,OK,REVERSE_V_HIGH,,False,,,,,,,,,,,,,,,,
BRITANNIA,2026-04-16,13:17:16,CAUTION,1,-0.26,-1.75,-1.55,POSSIBLE_OPPORTUNITY,HOLD,,NEUTRAL,False,,,,,,,,CAUTION,MISSED-2026-04-16-BRITANNIA-POSSIBLE_OPPORTUNITY,,,,,missed,CAUTION,5640.0,5704.5,3.0,5534.5,235.0,5600.0,5585.0,1.1436170212765957,-1.8705673758865249,-0.7092198581560284,-0.975177304964539,2.6684397163120566,2.6684397163120566,True,False,OK,REVERSE_V_HIGH,,False,,,,,,,,,,,,,,,,
NAUKRI,2026-04-24,13:33:36,CAUTION,1,-1.03,-3.36,-1.55,OPPORTUNITY_OVERSHOOT,ALERT,0.83,MILD_BEAR,False,,,,OVERSHOOT,FADE,NEUTRAL,False,,MISSED-2026-04-24-NAUKRI-OPPORTUNITY_OVERSHOOT,,,,,missed,,1015.0,1013.9,1.0,979.6,290.0,990.0,984.6,-0.10837438423645544,-3.4876847290640374,-2.4630541871921183,-2.9950738916256134,1.2463054187192095,1.6995073891625616,True,False,OK,CHOPPY,,False,,,,,,,,,,,,,,,,
ADANIENT,2026-04-24,12:45:36,CAUTION,1,-1.08,-3.6,-1.52,OPPORTUNITY_OVERSHOOT,ALERT,0.66,BEARISH,False,,,,OVERSHOOT,FADE,NEUTRAL,False,,MISSED-2026-04-24-ADANIENT-OPPORTUNITY_OVERSHOOT,,,,,missed,,2310.2,2312.0,320.0,2227.5,197.0,2281.6,2297.8,0.07791533200589482,-3.5797766427149087,-1.2379880529824219,-0.5367500649294277,2.298502294173661,3.04735520734136,False,False,OK,CHOPPY,,False,,,,,,,,,,,,,,,,
